Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, T1, T2)
bottle_schange	Round_4_Replicate_78	-242835.99	485687.98	454722.15	449926.4	4.7234,2.8509,0.0263,0.4228,1.7803,0.0413,0.0633,0.035
bottle_schange	Round_4_Replicate_79	-234592.52	469201.04	459525.32	424258.73	6.8776,4.3908,0.0375,0.8483,1.1977,0.0277,0.0965,0.0355
bottle_schange	Round_4_Replicate_80	-262071.67	524159.34	495101.39	441674.08	3.4003,1.5395,0.04,1.0658,2.3705,0.0342,0.0498,0.0461
bottle_schange	Round_4_Replicate_81	-225415.89	450847.78	436547.31	445107.46	4.1806,2.2209,0.0352,0.741,1.1621,0.027,0.0665,0.0329
bottle_schange	Round_4_Replicate_82	-221903.27	443822.54	426506.06	465246.51	2.7746,2.4622,0.0387,0.8282,1.0936,0.0249,0.0379,0.0349
bottle_schange	Round_4_Replicate_83	-222593.52	445203.04	423280.52	478717.85	6.4442,2.6061,0.0205,0.7271,2.2839,0.0211,0.044,0.0304
bottle_schange	Round_4_Replicate_84	-222011.36	444038.72	454594.99	492229.09	4.9397,1.6926,0.0385,0.4411,0.648,0.0194,0.0327,0.0314
bottle_schange	Round_4_Replicate_85	-189943.8	379903.6	367401.47	474110.81	3.5848,4.5693,0.0152,0.617,0.9105,0.0126,0.0733,0.0183
bottle_schange	Round_4_Replicate_86	-251875.53	503767.06	483872.28	438081.55	2.6547,3.1613,0.045,0.5546,1.5902,0.0387,0.0647,0.0443
bottle_schange	Round_4_Replicate_87	-276423.07	552862.14	551048.91	416845.45	4.032,3.6822,0.0565,0.7548,1.8106,0.0295,0.0802,0.0445
bottle_schange	Round_4_Replicate_88	-210077.2	420170.4	412568.53	453923.28	4.2795,2.6024,0.0283,0.5224,0.8796,0.0224,0.0833,0.0282
bottle_schange	Round_4_Replicate_89	-216485.07	432986.14	412603.12	473263.14	5.4166,4.2072,0.0412,0.5801,0.812,0.0305,0.0297,0.0364
bottle_schange	Round_4_Replicate_90	-214546.97	429109.94	412586.44	484525.46	3.7789,2.0514,0.0262,0.3662,1.4204,0.0241,0.0269,0.0287
bottle_schange	Round_4_Replicate_91	-201618.88	403253.76	399649.47	446540.88	2.4371,4.3797,0.0198,0.5649,1.0578,0.0142,0.1033,0.0202
bottle_schange	Round_4_Replicate_92	-205991.77	411999.54	399959.39	477425.05	2.4801,1.5796,0.0362,0.5527,0.6655,0.0247,0.0471,0.0317
bottle_schange	Round_4_Replicate_93	-217563.38	435142.76	413887.49	473481.49	5.7803,4.5265,0.0368,0.4451,0.8985,0.0325,0.0352,0.0359
bottle_schange	Round_4_Replicate_94	-238165.45	476346.9	473910.5	418288.13	6.2667,3.4937,0.0413,0.6151,1.0666,0.0305,0.1128,0.037
bottle_schange	Round_4_Replicate_95	-227859.56	455735.12	433272.33	450706.22	2.8735,2.3163,0.0415,0.6259,0.8546,0.0368,0.0629,0.0384
bottle_schange	Round_4_Replicate_96	-214800.37	429616.74	408748.19	476958.28	5.8964,5.6973,0.0262,0.5727,1.3861,0.0233,0.0373,0.0305
bottle_schange	Round_4_Replicate_97	-250221.87	500459.74	474883.34	456655.1	3.6852,1.5922,0.0393,0.4215,1.9497,0.04,0.0287,0.0405
bottle_schange	Round_4_Replicate_98	-235101.74	470219.48	456605.88	460311.69	3.7374,1.5837,0.0352,0.4335,1.4995,0.0304,0.0484,0.0362
bottle_schange	Round_4_Replicate_99	-199956.37	399928.74	394912.92	473182.38	3.4312,3.0585,0.0196,0.3475,1.2606,0.0159,0.0495,0.02
bottle_schange	Round_4_Replicate_100	-208929.14	417874.28	404821.42	454996.27	7.0946,2.764,0.0303,0.3012,0.7075,0.0312,0.0759,0.0287
