Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, T1, T2)
bottle_schange	Round_3_Replicate_34	-697444.0	1394904.0	1548369.83	345287.14	0.1922,0.9392,4.3775,0.3252,1.1916,0.571,0.1231,0.0842
bottle_schange	Round_3_Replicate_35	-402640.33	805296.66	792650.62	353751.56	0.5898,0.7859,2.838,0.0853,0.5432,0.4021,0.1305,0.0481
bottle_schange	Round_3_Replicate_36	-1413810.21	2827636.42	7750929.12	330573.18	0.3185,2.1318,1.1439,0.1248,0.4897,0.9613,0.475,0.1348
bottle_schange	Round_3_Replicate_37	-1688557.23	3377130.46	12226627.59	382162.31	0.3816,5.52,2.3077,0.1076,0.1762,0.533,0.5495,0.2083
bottle_schange	Round_3_Replicate_38	-727437.4	1454890.8	2139631.08	343769.69	0.2673,1.1107,1.6831,0.3006,0.4541,0.7487,0.1541,0.1904
bottle_schange	Round_3_Replicate_39	-841131.67	1682279.34	2562554.29	383299.3	0.2278,1.2039,1.4249,0.691,0.1901,0.492,0.1522,0.1909
bottle_schange	Round_3_Replicate_40	-659817.95	1319651.9	1555503.85	336735.5	0.4381,1.3219,0.5019,0.4405,0.2137,0.3392,0.3017,0.0291
bottle_schange	Round_3_Replicate_41	-1371582.34	2743180.68	8493720.55	336201.84	0.789,0.7344,0.7897,0.0859,0.1674,0.736,0.748,0.0652
bottle_schange	Round_3_Replicate_42	-368054.96	736125.92	887037.11	442199.83	0.9049,4.1269,0.7908,0.0905,0.1726,0.2658,0.0795,0.0995
bottle_schange	Round_3_Replicate_43	-508437.47	1016890.94	955084.19	326298.03	0.5125,0.6816,1.2518,0.5913,0.6912,1.0895,0.1609,0.052
bottle_schange	Round_3_Replicate_44	-735756.86	1471529.72	1439129.75	328426.97	0.2675,6.7465,2.6078,0.6493,0.4436,0.32,0.1598,0.0362
bottle_schange	Round_3_Replicate_45	-863166.76	1726349.52	3120063.84	405334.25	0.3147,0.7743,0.5491,0.4566,0.6934,0.1187,0.1193,0.2012
bottle_schange	Round_3_Replicate_46	-291838.66	583693.32	547911.0	409566.09	0.3684,3.0151,1.1784,0.1038,0.2027,0.3988,0.0644,0.0571
bottle_schange	Round_3_Replicate_47	-1113519.76	2227055.52	3738138.29	348284.54	0.2737,1.1518,0.5093,0.23,0.3575,1.0099,0.3495,0.0299
bottle_schange	Round_3_Replicate_48	-551597.58	1103211.16	1646159.56	408024.85	1.3203,0.4992,0.6094,0.2752,0.2322,0.1868,0.1828,0.1202
bottle_schange	Round_3_Replicate_49	-355117.51	710251.02	708609.08	355536.91	0.7831,1.0935,2.8445,0.2788,0.2629,0.3956,0.0978,0.1091
bottle_schange	Round_3_Replicate_50	-386111.3	772238.6	687619.87	404533.67	0.2523,0.9513,2.1642,0.2897,0.1363,0.4521,0.0798,0.0521
bottle_schange	Round_4_Replicate_1	-259265.85	518547.7	481974.31	440015.5	0.3309,1.5875,0.7499,0.0777,0.1621,0.39,0.056,0.0547
bottle_schange	Round_4_Replicate_2	-280543.76	561103.52	556288.06	412653.64	0.4791,3.2255,1.0714,0.0467,0.2402,0.2662,0.0859,0.0423
bottle_schange	Round_4_Replicate_3	-314015.06	628046.12	575224.44	411616.62	0.2485,5.4531,1.0892,0.0808,0.2692,0.698,0.0463,0.0672
bottle_schange	Round_4_Replicate_4	-346936.42	693888.84	674817.51	375498.12	0.5837,1.5662,0.9827,0.0889,0.3619,0.6381,0.0958,0.0744
bottle_schange	Round_4_Replicate_5	-262612.55	525241.1	499645.92	433014.05	0.465,1.9457,1.1869,0.118,0.1465,0.3486,0.0438,0.0773
bottle_schange	Round_4_Replicate_6	-349051.36	698118.72	629165.81	394819.44	0.3738,5.3404,0.7243,0.1513,0.2426,0.7011,0.0653,0.0818
bottle_schange	Round_4_Replicate_7	-290171.67	580359.34	513857.33	444243.75	0.2476,1.5646,0.617,0.1669,0.1418,0.3845,0.0317,0.0701
bottle_schange	Round_4_Replicate_8	-239932.0	479880.0	451098.69	444161.32	0.5276,6.0363,1.2604,0.0871,0.1071,0.3303,0.041,0.0612
bottle_schange	Round_4_Replicate_9	-235539.79	471095.58	454573.29	437801.12	0.7053,3.3745,2.1557,0.1426,0.1002,0.2227,0.0373,0.0681
bottle_schange	Round_4_Replicate_10	-272362.19	544740.38	498803.46	435007.31	0.3355,3.6499,0.8911,0.1293,0.1446,0.3259,0.0578,0.065
bottle_schange	Round_4_Replicate_11	-286858.26	573732.52	573592.74	398895.3	0.4963,4.4598,2.0773,0.0691,0.2082,0.203,0.1177,0.0454
bottle_schange	Round_4_Replicate_12	-319401.23	638818.46	648994.42	389939.77	0.7309,2.1321,0.8781,0.0956,0.3044,0.3126,0.063,0.0611
bottle_schange	Round_4_Replicate_13	-232153.69	464323.38	448181.87	448413.02	0.5884,1.5056,0.6852,0.0849,0.1262,0.2379,0.0507,0.0539
bottle_schange	Round_4_Replicate_14	-342290.18	684596.36	605753.88	427029.66	0.4204,2.9091,1.0899,0.1572,0.1141,0.7702,0.0417,0.0957
bottle_schange	Round_4_Replicate_15	-282230.33	564476.66	520512.57	438699.8	0.2015,5.0647,1.7371,0.0384,0.3499,0.2966,0.0583,0.032
bottle_schange	Round_4_Replicate_16	-285277.13	570570.26	521517.65	441393.69	0.3002,3.0917,1.121,0.0878,0.1307,0.647,0.0391,0.0767
bottle_schange	Round_4_Replicate_17	-363463.53	726943.06	741427.57	391990.61	0.4106,6.1022,1.7461,0.0639,0.3492,0.4361,0.0384,0.0667
bottle_schange	Round_4_Replicate_18	-263520.41	527056.82	506809.0	428097.43	0.2515,6.0982,1.7613,0.1908,0.2013,0.1857,0.0439,0.0753
bottle_schange	Round_4_Replicate_19	-319044.48	638104.96	585504.07	409616.36	0.3816,2.395,0.7291,0.1442,0.228,0.6806,0.0209,0.0935
bottle_schange	Round_4_Replicate_20	-293880.39	587776.78	532663.27	412981.88	0.6954,3.2673,0.9274,0.127,0.1324,0.5508,0.0718,0.0749
bottle_schange	Round_4_Replicate_21	-251227.7	502471.4	503556.71	433217.69	0.4898,2.8263,1.0004,0.0675,0.1276,0.2413,0.0988,0.0478
bottle_schange	Round_4_Replicate_22	-300387.67	600791.34	581973.01	403711.32	0.4191,1.7587,1.6467,0.0471,0.283,0.356,0.0886,0.0414
bottle_schange	Round_4_Replicate_23	-253785.1	507586.2	495182.31	420277.84	0.47,1.6689,1.4025,0.0534,0.1156,0.2856,0.0816,0.032
bottle_schange	Round_4_Replicate_24	-322653.13	645322.26	568307.02	459920.7	0.1767,3.3961,0.5866,0.1422,0.099,0.3987,0.031,0.0566
bottle_schange	Round_4_Replicate_25	-274451.7	548919.4	525333.57	417717.59	0.4155,1.9343,1.9683,0.0457,0.1582,0.58,0.0719,0.0468
bottle_schange	Round_4_Replicate_26	-278410.06	556836.12	532663.25	402731.91	0.619,3.3467,1.9511,0.1883,0.1601,0.3036,0.0621,0.0826
bottle_schange	Round_4_Replicate_27	-266206.36	532428.72	489355.64	428914.49	0.3494,2.7137,1.4466,0.115,0.1351,0.3743,0.0493,0.0637
bottle_schange	Round_4_Replicate_28	-349298.9	698613.8	643522.77	393132.49	0.2046,3.9503,1.3977,0.1315,0.3042,0.7579,0.0298,0.0986
bottle_schange	Round_4_Replicate_29	-326017.98	652051.96	591568.02	434923.84	0.2787,2.2974,1.0891,0.1076,0.1221,0.7202,0.057,0.074
bottle_schange	Round_4_Replicate_30	-271074.63	542165.26	514341.51	427723.35	0.2865,1.6919,1.0275,0.0796,0.2717,0.2238,0.0628,0.0462
bottle_schange	Round_4_Replicate_31	-242631.44	485278.88	458519.27	458130.75	0.322,1.6724,0.6882,0.1156,0.1421,0.26,0.0288,0.0683
bottle_schange	Round_4_Replicate_32	-271292.64	542601.28	503982.65	427556.62	0.6288,2.6856,0.6562,0.1422,0.1824,0.3717,0.0364,0.0824
bottle_schange	Round_4_Replicate_33	-263815.58	527647.16	490980.03	426521.86	0.3849,1.7616,1.5375,0.1332,0.1384,0.3164,0.0586,0.0663
bottle_schange	Round_4_Replicate_34	-351404.62	702825.24	676479.61	399565.97	0.2539,4.0845,1.3299,0.1442,0.3601,0.3452,0.0796,0.0739
bottle_schange	Round_4_Replicate_35	-306237.87	612491.74	572439.2	414994.42	0.2209,3.1452,1.8312,0.0835,0.3063,0.379,0.0467,0.06
bottle_schange	Round_4_Replicate_36	-276047.85	552111.7	566861.28	409364.81	0.7227,3.257,1.7609,0.1921,0.16,0.2163,0.0418,0.0706
bottle_schange	Round_4_Replicate_37	-256995.91	514007.82	474565.59	440959.39	0.2716,2.1625,1.745,0.1061,0.1192,0.4005,0.0262,0.0676
bottle_schange	Round_4_Replicate_38	-340860.05	681736.1	683403.12	374288.31	0.7174,3.2803,1.6152,0.1117,0.3178,0.327,0.0766,0.0757
bottle_schange	Round_4_Replicate_39	-319935.31	639886.62	598895.02	396954.99	0.3446,2.2423,0.7808,0.1522,0.3665,0.3427,0.0687,0.0723
bottle_schange	Round_4_Replicate_40	-312501.22	625018.44	599803.85	414708.77	0.2685,2.3883,1.8255,0.0844,0.2831,0.336,0.0783,0.0564
bottle_schange	Round_4_Replicate_41	-285473.75	570963.5	546064.78	436067.28	0.3397,1.4889,0.6334,0.0756,0.1672,0.4139,0.0854,0.051
bottle_schange	Round_4_Replicate_42	-274568.37	549152.74	528578.69	423573.94	0.3171,3.8315,0.7639,0.1573,0.2687,0.2301,0.0323,0.0786
bottle_schange	Round_4_Replicate_43	-262241.34	524498.68	479670.66	449516.79	0.7136,2.9108,0.6099,0.0819,0.1143,0.5189,0.0448,0.0679
bottle_schange	Round_4_Replicate_44	-284417.92	568851.84	531792.37	410076.27	0.7168,2.065,1.3977,0.0942,0.1382,0.6281,0.0673,0.0739
bottle_schange	Round_4_Replicate_45	-273663.69	547343.38	527228.07	430107.92	0.3005,2.7321,1.5019,0.0709,0.1854,0.3927,0.0415,0.063
bottle_schange	Round_4_Replicate_46	-279284.37	558584.74	523080.03	440593.98	0.4002,4.2225,0.9263,0.0699,0.1292,0.6338,0.0579,0.0684
bottle_schange	Round_4_Replicate_47	-344542.16	689100.32	715962.49	402788.53	0.608,2.16,0.9751,0.0653,0.3161,0.3331,0.0391,0.066
bottle_schange	Round_4_Replicate_48	-282313.07	564642.14	528428.38	418461.67	0.3011,5.0776,1.2843,0.1135,0.1961,0.3387,0.0509,0.0593
bottle_schange	Round_4_Replicate_49	-253173.69	506363.38	492079.28	424257.68	0.5202,3.0082,2.1755,0.1375,0.1229,0.2496,0.0451,0.0648
bottle_schange	Round_4_Replicate_50	-232326.97	464669.94	461632.28	429979.53	0.7367,1.8738,1.8019,0.0523,0.0814,0.2558,0.0867,0.0407
bottle_schange	Round_4_Replicate_51	-236055.2	472126.4	459772.23	432413.87	0.6434,3.6875,0.8165,0.084,0.1348,0.212,0.0666,0.0508
bottle_schange	Round_4_Replicate_52	-282852.37	565720.74	555759.3	400687.37	0.6105,1.5423,1.8485,0.1687,0.1717,0.2834,0.0849,0.0787
bottle_schange	Round_4_Replicate_53	-257095.32	514206.64	494427.56	426328.05	0.5696,4.8898,0.643,0.0989,0.1787,0.2799,0.071,0.063
bottle_schange	Round_4_Replicate_54	-312109.13	624234.26	571529.19	414250.79	0.2684,4.9038,0.5924,0.1187,0.2972,0.5543,0.0342,0.0839
bottle_schange	Round_4_Replicate_55	-245375.11	490766.22	466274.49	439153.18	0.2564,3.0288,1.2836,0.177,0.174,0.1764,0.0356,0.0675
bottle_schange	Round_4_Replicate_56	-328868.38	657752.76	622635.26	399769.45	0.3919,4.6909,0.6947,0.1031,0.3418,0.6068,0.0434,0.0906
bottle_schange	Round_4_Replicate_57	-234677.35	469370.7	432667.23	457086.86	0.2213,3.3403,1.8194,0.0781,0.105,0.2882,0.0353,0.05
bottle_schange	Round_4_Replicate_58	-249797.5	499611.0	463049.53	443598.73	0.3766,3.9704,1.2791,0.0853,0.1121,0.3607,0.0544,0.0592
bottle_schange	Round_4_Replicate_59	-290479.4	580974.8	541791.9	405905.04	0.6315,2.0164,1.4742,0.1681,0.1533,0.4354,0.0651,0.0876
bottle_schange	Round_4_Replicate_60	-264304.58	528625.16	505041.53	429001.19	0.3497,2.0767,1.4969,0.098,0.1531,0.3591,0.0344,0.0643
bottle_schange	Round_4_Replicate_61	-274502.0	549020.0	502849.62	428484.07	0.3407,2.0491,1.4001,0.1251,0.1404,0.4084,0.0511,0.0711
bottle_schange	Round_4_Replicate_62	-317930.09	635876.18	601178.24	395435.82	0.3157,4.1517,1.7918,0.1357,0.3356,0.2716,0.0673,0.0648
bottle_schange	Round_4_Replicate_63	-294960.78	589937.56	543617.9	425534.67	0.201,2.9056,2.0242,0.0567,0.2074,0.7398,0.0397,0.0534
bottle_schange	Round_4_Replicate_64	-270098.12	540212.24	503199.23	420499.37	0.3844,1.8552,1.3111,0.0806,0.1523,0.3741,0.0798,0.0488
bottle_schange	Round_4_Replicate_65	-243839.78	487695.56	466649.96	434443.22	0.5997,2.3609,0.8071,0.0943,0.1413,0.273,0.051,0.0575
bottle_schange	Round_4_Replicate_66	-286802.52	573621.04	569021.1	415590.62	0.4443,3.2027,2.3046,0.058,0.1728,0.387,0.0527,0.0558
bottle_schange	Round_4_Replicate_67	-261883.81	523783.62	514259.13	414660.08	0.7205,1.6364,2.0608,0.1305,0.1213,0.2874,0.0828,0.0712
bottle_schange	Round_4_Replicate_68	-255972.89	511961.78	501235.88	407251.1	0.619,3.2144,2.0487,0.0899,0.1222,0.229,0.1055,0.0496
bottle_schange	Round_4_Replicate_69	-288879.72	577775.44	568940.37	395474.67	0.5938,1.8152,0.7321,0.0723,0.2912,0.2356,0.1054,0.0445
bottle_schange	Round_4_Replicate_70	-299463.54	598943.08	547314.6	418414.71	0.2995,3.6139,0.7449,0.1196,0.214,0.5088,0.0417,0.0689
bottle_schange	Round_4_Replicate_71	-250892.85	501801.7	462958.16	442255.78	0.2865,1.6868,1.0584,0.1086,0.1401,0.3018,0.039,0.0576
bottle_schange	Round_4_Replicate_72	-307462.2	614940.4	588242.16	390129.13	0.633,1.8668,0.8015,0.0741,0.2378,0.6642,0.1031,0.0615
bottle_schange	Round_4_Replicate_73	-278725.76	557467.52	517499.0	416725.15	0.6166,2.5825,1.6401,0.1324,0.1343,0.4763,0.0459,0.0817
bottle_schange	Round_4_Replicate_74	-233430.1	466876.2	439679.12	444746.81	0.3458,2.8769,0.8851,0.1209,0.1415,0.1817,0.0479,0.052
bottle_schange	Round_4_Replicate_75	-282300.26	564616.52	554774.14	446086.59	0.249,3.1778,0.8193,0.1465,0.1829,0.2216,0.0607,0.0681
bottle_schange	Round_4_Replicate_76	-295883.81	591783.62	573874.72	403534.07	0.4633,2.322,1.1877,0.0858,0.2326,0.4149,0.0604,0.0596
bottle_schange	Round_4_Replicate_77	-241469.51	482955.02	455875.33	446151.55	0.2257,3.9208,1.0996,0.1192,0.1632,0.2032,0.0302,0.0568
