Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2, T3)
sec_contact_bottle_schange_thr_epoch	Round_1_Replicate_11	-6437986.13	12875994.26	20862072817.25	152264.87	0.4855,0.589,0.2012,0.3756,0.9639,4.3406,0.2279,0.6302,0.1249,0.1656,2.4124
sec_contact_bottle_schange_thr_epoch	Round_1_Replicate_12	-8302831.63	16605685.26	552931420296.28	112862.26	2.5818,0.1483,0.2313,2.8826,0.5526,2.3766,0.4365,1.1067,3.8043,0.7746,3.8285
sec_contact_bottle_schange_thr_epoch	Round_1_Replicate_13	-7868762.41	15737546.82	148807936288.09	151076.74	5.3091,0.7735,0.537,0.2771,0.3248,5.8759,0.2411,2.6511,0.2414,1.4549,3.0612
sec_contact_bottle_schange_thr_epoch	Round_1_Replicate_14	-3109570.37	6219162.74	99671636.09	135314.59	6.6232,0.2422,0.9505,0.3154,1.7281,1.0049,2.8641,0.305,4.0078,0.1589,1.1625
sec_contact_bottle_schange_thr_epoch	Round_1_Replicate_15	-1226476.96	2452975.92	3246986.71	237543.36	5.7613,0.3226,0.2658,3.5698,0.4413,1.6357,4.3039,0.3776,1.2245,0.7025,0.1744
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_1	-1327150.85	2654323.7	5764066.41	149713.8	16.9242,1.1923,2.6221,1.9113,3.0418,0.1753,0.9953,0.4972,0.709,0.1944,0.4477
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_2	-758424.95	1516871.9	1701237.14	189103.91	6.6192,5.4863,1.6131,0.8795,2.5773,1.1984,2.927,0.562,0.171,0.4055,0.2534
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_3	-549561.15	1099144.3	1235898.69	274177.42	3.4324,0.7156,0.5765,1.4586,2.0702,0.3083,3.7991,3.5377,0.1409,0.1379,0.1319
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_4	-611978.71	1223979.42	1314368.12	297311.83	10.3931,4.3928,0.3444,0.404,3.7975,0.6715,1.6075,0.5279,0.1755,0.1824,0.1227
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_5	-1450127.19	2900276.38	6764132.79	297642.72	11.3849,0.4331,0.2018,1.2897,6.4748,0.1186,0.846,0.6763,0.1201,0.1144,0.3056
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_6	-1123942.62	2247907.24	4107983.59	190352.71	18.207,1.5747,2.0264,0.2851,15.9879,0.9134,1.8327,0.6812,0.6741,0.584,0.0422
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_7	-350799.87	701621.74	863430.38	198910.86	27.368,0.9222,0.5658,0.8239,1.9437,0.1943,4.584,7.608,1.3963,0.3156,0.0984
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_8	-608292.25	1216606.5	1348281.57	221416.32	19.9668,0.4837,0.8578,1.8591,1.8189,0.6104,2.2658,6.7669,0.1063,0.7066,0.2471
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_9	-959052.75	1918127.5	2504951.28	138472.5	3.5369,1.0285,2.4662,0.6558,7.9601,0.3051,1.0663,0.9552,0.7891,1.0583,0.2563
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_10	-1159764.27	2319550.54	4218376.73	338544.66	1.8525,1.3323,0.3998,0.2919,3.1574,0.2844,0.3811,1.1994,0.2707,1.1189,0.152
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_11	-2224306.32	4448634.64	19369786.52	454189.07	23.479,2.3284,0.2321,0.146,1.7373,0.1191,0.4695,0.5834,0.2604,0.5314,0.1351
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_12	-3391182.66	6782387.32	85443185.55	320612.51	4.6161,1.0304,0.221,0.1728,10.6728,0.0954,3.9654,1.3258,0.4382,0.6565,0.372
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_13	-357240.03	714502.06	656839.21	315110.52	12.9077,2.9216,0.3169,0.3308,13.5253,0.1953,1.8418,1.3758,0.4314,0.2025,0.0421
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_14	-667889.58	1335801.16	1452085.17	225655.17	2.6012,3.3302,1.3215,0.4967,9.3138,0.1066,2.246,6.5897,0.1378,0.8257,0.0881
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_15	-340704.3	681430.6	605813.75	379806.04	5.1503,2.8021,0.2814,0.5767,1.708,0.1138,2.9848,5.0649,0.156,0.2127,0.0699
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_16	-351484.21	702990.42	619905.51	347758.0	21.8476,0.7187,0.3733,0.5012,2.8486,0.1074,1.0611,5.0712,0.8184,0.5797,0.0593
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_17	-727637.14	1455296.28	1897719.92	167934.46	6.0121,1.6734,1.6876,0.4669,5.2538,0.2277,1.475,0.7112,1.2982,0.6476,0.0668
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_18	-755598.03	1511218.06	1940698.18	237475.89	2.9008,1.7952,1.4635,0.2604,4.9955,0.351,2.3314,3.7447,0.1613,0.9451,0.0726
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_19	-535305.68	1070633.36	1153980.48	166057.3	14.7228,2.0078,2.1025,1.7043,1.5184,0.1836,1.0723,0.5154,0.2935,0.9398,0.1145
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_20	-1757143.32	3514308.64	9432958.61	145516.91	11.4286,0.4763,1.5625,0.7427,10.4313,0.3173,3.8692,1.2247,0.4992,0.1898,0.6024
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_21	-684082.33	1368186.66	1595332.99	196812.8	12.0025,0.4065,1.3957,0.4094,14.0521,0.6499,1.0462,1.1049,0.4592,1.639,0.07
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_22	-2054528.36	4109078.72	17569679.09	124661.28	24.9669,0.9971,2.7974,0.3654,3.5086,0.4402,1.0576,0.6268,1.2064,0.1838,0.6057
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_23	-880164.53	1760351.06	2249777.07	306608.57	11.2771,0.5351,0.5447,0.1887,5.3031,0.909,2.5476,1.3497,0.1193,0.2391,0.1189
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_24	-646396.24	1292814.48	1550849.84	357981.08	13.6775,1.8566,0.2881,0.5045,1.4715,0.3268,0.6684,2.0117,0.194,0.3518,0.1088
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_25	-774783.05	1549588.1	1656308.48	321042.47	25.8582,1.5187,0.2415,1.6268,3.1269,0.2934,1.3636,3.16,0.1736,0.4711,0.0752
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_26	-955162.5	1910347.0	2734419.35	252459.04	10.4711,2.6288,1.6753,0.2339,1.8668,0.1427,4.7492,2.3652,1.0728,0.7164,0.1086
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_27	-749196.87	1498415.74	2218205.5	313666.44	4.8663,3.5177,0.5239,0.4265,1.4763,0.1856,2.1142,1.0067,0.185,0.2545,0.1881
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_28	-1085986.17	2171994.34	3471805.33	219672.67	2.0816,2.627,0.6052,0.1793,7.243,0.5181,4.3397,2.2356,1.026,0.2713,0.2319
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_29	-1331536.42	2663094.84	5177041.44	175810.17	13.6509,2.2914,0.531,0.2044,14.2008,0.5827,1.9329,0.6623,1.657,0.3017,0.2524
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_30	-628364.47	1256750.94	1481975.16	281275.8	3.2561,1.32,0.5773,0.4678,2.9316,0.1655,2.1822,2.9669,0.2809,0.2393,0.1618
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_1	-486982.06	973986.12	941893.89	354878.06	4.8545,11.3461,0.3071,1.4733,0.8384,0.2527,1.3974,7.2236,0.0691,0.1431,0.1341
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_2	-753403.21	1506828.42	2607341.69	221692.78	2.756,5.7639,0.3058,1.0687,5.6119,0.3941,1.9294,3.2074,0.4892,0.0664,0.0344
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_3	-430127.64	860277.28	1092535.67	268732.27	3.0165,6.787,0.4847,1.9592,2.4725,0.0417,3.4979,1.5222,0.2678,0.1614,0.0368
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_4	-1452230.77	2904483.54	5802487.72	606043.66	1.9622,5.1027,0.1157,0.3455,6.0633,0.0588,1.0237,2.2734,0.0549,0.7795,0.0955
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_5	-604869.31	1209760.62	1428573.4	340431.36	1.4007,9.5779,0.1686,1.4132,0.6134,0.1565,3.3327,1.3303,0.2842,0.1365,0.1057
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_6	-495967.99	991957.98	1423394.14	328229.17	7.8742,9.5336,0.4471,0.9788,0.9309,0.2593,8.6082,11.1626,0.0622,0.0676,0.0968
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_7	-572231.65	1144485.3	1170650.46	270148.4	12.9677,8.0207,0.7106,0.4915,4.7252,0.1903,2.0994,6.1556,0.1427,0.1023,0.1042
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_8	-444090.17	888202.34	1315301.36	291094.72	3.2337,4.3966,0.7722,0.8904,1.2778,0.0357,2.0705,4.6759,0.1578,0.6974,0.0264
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_9	-1066451.79	2132925.58	3381142.86	408164.02	18.2669,1.9274,0.3143,0.7031,3.7614,0.0456,3.0945,13.9965,0.058,0.3257,0.1647
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_10	-679645.36	1359312.72	3974922.59	306275.46	10.7621,2.636,0.7852,0.7286,1.8652,0.1265,1.9032,7.335,0.0463,0.4379,0.0391
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_11	-578718.18	1157458.36	1237541.68	299144.77	1.5137,5.1929,0.7498,0.7293,2.061,0.1328,8.4136,1.2745,0.0586,0.0675,0.1555
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_12	-574809.17	1149640.34	1282946.72	239234.73	6.3702,0.9898,1.0508,0.7081,1.9776,0.0982,7.443,5.6937,0.5391,0.4518,0.1453
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_13	-1074725.9	2149473.8	3649030.01	330436.5	1.6639,2.1946,0.4427,0.2694,3.1846,0.1703,1.5357,8.2552,0.3905,0.5129,0.2357
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_14	-690448.63	1380919.26	1711426.01	625465.13	5.9844,9.774,0.5192,0.1671,0.7683,0.0372,11.0695,5.5328,0.2825,0.8358,0.0371
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_15	-1055385.18	2110792.36	2704697.52	377199.33	2.9336,1.4159,0.1015,2.311,1.3047,0.1772,1.7542,6.2332,0.4017,0.1963,0.0625
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_16	-1102210.99	2204443.98	3785506.47	723047.15	15.5863,5.3412,0.1186,0.154,1.0353,0.0594,1.7577,3.3393,0.5554,0.5268,0.0754
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_17	-1515106.43	3030234.86	7749055.31	753655.17	4.9126,9.2775,0.0969,0.3247,0.7727,0.0492,1.01,2.8207,0.2754,0.5974,0.097
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_18	-375088.26	750198.52	692734.3	449799.86	13.1909,1.1489,0.0885,0.1991,3.034,0.1721,13.2345,10.9535,0.2083,0.0699,0.0659
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_19	-1172008.44	2344038.88	3873489.86	497341.0	3.2219,0.8912,0.3892,0.2174,3.3519,0.0474,10.3295,5.332,0.0915,0.8491,0.1059
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_20	-900737.94	1801497.88	2996221.88	546271.65	5.2521,10.5823,0.1707,0.5272,1.1964,0.0973,7.6307,13.3424,0.1032,0.5474,0.1884
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_21	-744167.04	1488356.08	2021903.17	367195.36	2.2789,1.3156,0.24,1.3012,0.5551,0.3301,3.0913,3.7224,0.0657,0.4889,0.2152
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_22	-461399.56	922821.12	1025790.23	351409.04	3.2062,0.9135,0.1853,0.6894,1.1116,0.2167,1.829,6.9226,0.2332,0.0489,0.123
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_23	-1283089.39	2566200.78	4756735.22	354231.69	2.1658,3.7355,0.313,0.2416,6.6683,0.0496,1.5964,6.2214,0.0896,0.0801,0.1404
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_24	-303223.76	606469.52	579513.55	375371.93	2.0236,9.6892,0.2449,1.2472,0.6099,0.0924,10.5116,2.3852,0.0852,0.0515,0.0721
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_25	-1445717.74	2891457.48	5760723.97	278343.66	17.0005,4.3883,0.9177,0.2784,6.1027,0.0555,1.4329,1.4207,0.0694,0.1078,0.1514
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_26	-646065.13	1292152.26	1756459.21	306907.41	2.9286,4.7344,0.7062,0.2076,3.8077,0.1695,4.827,3.2778,0.3614,0.2598,0.0491
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_27	-565894.51	1131811.02	1660195.44	235307.81	5.1339,4.8724,0.7789,1.0477,2.3086,0.3461,5.3132,1.8048,0.1492,0.7765,0.1142
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_28	-702099.63	1404221.26	1809571.26	300222.28	4.2483,7.9466,1.1033,0.1953,4.4377,0.0548,2.8104,4.4711,0.1252,0.1578,0.0282
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_29	-552448.67	1104919.34	1235045.29	289150.05	2.6392,1.897,0.9389,0.6153,1.5048,0.3689,1.4836,14.0877,0.0537,0.094,0.1496
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_30	-542331.58	1084685.16	1120149.07	401365.75	1.4876,0.9246,0.1279,0.8599,1.699,0.177,0.7836,5.1955,0.0924,0.064,0.0767
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_31	-986883.09	1973788.18	3615344.3	394791.39	7.9207,1.0551,0.1431,0.3481,0.9868,0.2757,3.2398,2.1718,0.2036,0.0805,0.2125
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_32	-1372031.57	2744085.14	6569006.22	536470.69	3.6861,1.1282,0.2045,1.4282,1.3322,0.0459,2.4474,12.5474,0.1627,0.3957,0.2377
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_33	-995809.1	1991640.2	18194396.31	248905.48	5.2625,3.6838,0.5809,2.2446,2.2347,0.2354,7.3679,2.7835,0.0808,0.3025,0.0553
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_34	-370060.92	740143.84	734559.23	280511.55	1.7451,1.0266,0.7471,0.3083,0.4721,0.3222,1.5808,1.6939,0.4312,0.0929,0.0264
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_35	-868767.5	1737557.0	2035960.68	362934.6	10.6868,6.8788,0.1099,1.1402,2.2926,0.1607,0.7791,1.954,0.1768,0.1164,0.0392
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_36	-1077072.63	2154167.26	3036218.66	414512.92	7.6725,1.211,0.0988,1.4024,1.7274,0.1327,1.9047,1.7839,0.0374,0.731,0.0806
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_37	-360279.88	720581.76	676469.98	390167.61	1.723,2.9985,0.175,1.4738,1.3202,0.0749,5.3774,7.5358,0.2795,0.1935,0.0782
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_38	-844418.38	1688858.76	2181430.77	296881.39	1.8376,1.5899,0.4722,0.5268,6.8846,0.0741,5.1675,3.4911,0.1313,0.0992,0.1472
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_39	-605628.84	1211279.68	1259257.75	562037.92	9.8157,8.7421,0.1112,0.3252,3.7617,0.3742,4.7189,7.7681,0.0483,0.2754,0.039
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_40	-755962.95	1511947.9	5013265.31	289560.59	18.619,6.9087,0.9974,0.6799,1.9775,0.1912,1.7258,16.7227,0.0459,0.7784,0.0657
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_41	-649334.81	1298691.62	1365736.21	327856.28	12.7253,5.4701,0.6758,0.1667,5.0094,0.3007,0.9691,15.4922,0.112,0.422,0.1001
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_42	-253309.23	506640.46	471574.33	410249.05	3.2638,8.07,0.4202,0.4851,0.5078,0.0525,1.9203,3.2964,0.0607,0.2352,0.0398
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_43	-1247626.04	2495274.08	90095180.16	323481.85	1.9555,10.1624,0.571,1.2634,0.4743,0.2292,12.2062,8.4747,0.0465,0.0719,0.0296
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_44	-303894.32	607810.64	532869.66	478507.08	20.7295,3.9823,0.1694,0.2196,2.1881,0.2064,4.486,3.361,0.1317,0.1631,0.0209
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_45	-321670.64	643363.28	591421.76	390462.08	3.1643,1.0239,0.2687,0.5256,1.4607,0.0826,0.925,1.5908,0.1324,0.1392,0.0285
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_46	-387408.04	774838.08	712823.69	354717.81	6.2763,3.3375,0.2071,1.5242,2.1189,0.0849,2.5734,1.707,0.1232,0.0875,0.0633
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_47	-697385.79	1394793.58	1847141.93	592470.4	3.6283,0.8082,0.2248,0.1787,0.6247,0.0568,1.1127,1.5378,0.04,0.3755,0.0361
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_48	-505907.05	1011836.1	1098059.14	353722.26	14.3701,0.7642,0.2982,0.6052,1.4778,0.245,3.3774,11.8081,0.0901,0.1269,0.1816
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_49	-708227.28	1416476.56	1832714.25	706546.89	2.9262,4.6595,0.1503,0.2196,0.6316,0.2155,1.9743,7.3117,0.558,0.5782,0.0886
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_50	-393607.53	787237.06	725713.33	484033.97	3.2733,1.307,0.3943,0.1897,5.1752,0.3152,0.9116,3.0573,0.0968,0.8425,0.0158
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_1	-279491.34	559004.68	599308.49	449595.96	4.5806,9.7397,0.377,0.3982,0.3255,0.0384,3.6831,4.2163,0.1112,0.278,0.0486
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_2	-252135.47	504292.94	454710.28	470478.44	1.763,4.7239,0.2848,0.3789,0.4022,0.0676,3.3712,1.6896,0.0778,0.4331,0.0247
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_3	-294730.92	589483.84	633468.16	431763.84	3.4315,12.9515,0.3427,0.2782,0.3641,0.0411,3.4047,2.0824,0.1281,0.144,0.0361
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_4	-315220.46	630462.92	613318.34	370304.18	1.6814,4.4709,0.5355,0.3951,0.7908,0.0422,2.2513,1.8145,0.0917,0.1898,0.0252
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_5	-269535.62	539093.24	527370.91	411718.75	2.0226,16.9697,0.4663,0.601,0.4561,0.0384,3.4296,6.1209,0.0362,0.1813,0.045
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_6	-354152.43	708326.86	746500.5	362114.3	2.4863,5.3333,0.7828,0.4312,0.3716,0.0514,2.6086,2.1454,0.0355,0.2117,0.0312
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_7	-262143.19	524308.38	520619.88	356230.55	2.7888,7.2383,0.6968,0.7046,0.31,0.0702,2.0724,3.2724,0.1169,0.1786,0.06
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_8	-233431.11	466884.22	443587.25	445512.37	4.0143,7.9998,0.3969,0.3675,0.2534,0.0826,1.0703,6.2884,0.0394,0.1314,0.0456
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_9	-243981.54	487985.08	485970.78	410631.24	1.7684,4.2733,0.4834,0.6192,0.26,0.066,1.245,3.735,0.0814,0.1799,0.0546
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_10	-289788.61	579599.22	595343.89	360808.35	6.5177,4.468,0.7491,0.608,0.3209,0.0436,3.4734,5.7021,0.0857,0.2556,0.0485
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_11	-245953.36	491928.72	469835.08	424993.76	4.8403,4.0097,0.3273,0.3393,0.3839,0.0621,1.0154,1.8248,0.062,0.1145,0.027
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_12	-219052.29	438126.58	393716.24	459258.98	3.5599,7.6296,0.2952,0.6661,0.2988,0.0386,2.9623,4.2423,0.072,0.3886,0.0341
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_13	-243828.09	487678.18	450034.42	432529.04	3.7308,7.4028,0.2958,0.4859,0.8303,0.0287,1.3554,7.3103,0.1283,0.1362,0.0297
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_14	-240788.64	481599.28	463213.84	381808.02	3.4748,5.2978,0.5447,0.8599,0.3057,0.0353,2.222,2.2181,0.0508,0.2218,0.0386
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_15	-267292.26	534606.52	501816.33	391773.19	4.367,7.3573,0.4296,0.4109,0.6161,0.0594,0.9911,3.0056,0.0977,0.1759,0.034
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_16	-217008.94	434039.88	390037.78	502102.03	3.4271,12.8574,0.3035,0.371,0.3266,0.0332,2.7054,5.8507,0.1208,0.4007,0.0244
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_17	-230039.06	460100.12	441978.05	468086.01	1.8765,4.6843,0.2943,0.609,0.3484,0.0297,1.0392,5.6742,0.0597,0.1388,0.0332
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_18	-336347.0	672716.0	625040.19	442657.36	4.1383,14.144,0.2513,0.8418,0.76,0.0735,2.339,4.8405,0.0594,0.3107,0.058
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_19	-272476.83	544975.66	503018.42	471038.07	1.6954,12.5348,0.3076,0.3856,0.3978,0.0838,1.2641,4.8923,0.0465,0.2324,0.0403
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_20	-377586.39	755194.78	786044.05	355148.5	3.0303,11.398,0.7121,0.3246,0.6704,0.0851,3.2791,6.6377,0.0918,0.1879,0.0555
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_21	-240360.0	480742.0	444920.22	406403.99	2.7021,5.525,0.3459,0.7433,0.3546,0.0525,2.3723,1.8098,0.0618,0.137,0.0402
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_22	-262376.83	524775.66	462563.93	412946.75	6.6666,12.2172,0.3103,0.6987,0.8452,0.0462,2.3655,3.1565,0.079,0.3307,0.0385
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_23	-357511.06	715044.12	733761.53	362986.76	6.2315,7.4333,0.6741,0.3539,0.6985,0.0374,1.9596,4.2425,0.1025,0.4027,0.0325
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_24	-242258.41	484538.82	468793.03	396174.86	1.9031,12.0164,0.617,0.5712,0.284,0.0742,1.5655,5.7329,0.0806,0.3636,0.0592
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_25	-232127.9	464277.8	439306.11	402610.77	3.1771,11.4869,0.4291,0.3587,0.3063,0.0638,1.8219,2.8453,0.1198,0.1799,0.0323
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_26	-259337.15	518696.3	528445.95	365136.77	2.7698,8.0859,0.8269,0.9169,0.2605,0.0422,1.7439,4.207,0.0542,0.2857,0.056
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_27	-432331.26	864684.52	1016062.8	532073.49	4.6393,9.5442,0.2708,0.2756,0.344,0.0473,0.983,2.2958,0.0567,0.315,0.0381
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_28	-275315.31	550652.62	510075.2	377179.85	3.0659,15.562,0.5057,0.5634,0.4621,0.0848,1.8938,2.3237,0.0501,0.2046,0.0434
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_29	-294590.43	589202.86	579831.62	417617.29	5.2854,8.8322,0.3909,0.3934,0.7041,0.0511,1.7479,2.0128,0.0605,0.2508,0.037
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_30	-248936.51	497895.02	447371.05	459822.37	5.6466,5.8796,0.2902,0.3239,0.8936,0.0401,2.366,4.3757,0.093,0.2314,0.027
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_31	-291120.96	582263.92	579250.7	389146.42	2.2389,4.9205,0.6582,0.3572,0.328,0.0551,1.7915,3.2524,0.0347,0.3456,0.0332
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_32	-223126.56	446275.12	421228.26	431331.68	3.1079,6.0207,0.3032,0.5738,0.4375,0.0308,3.1512,2.4214,0.1163,0.2987,0.0333
