Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_schange	Round_4_Replicate_74	-255391.23	510798.46	481809.87	458073.14	22.7448,0.1413,0.0199,1.2222,0.3716,0.045,0.0461,0.0326
sec_contact_schange	Round_4_Replicate_75	-303186.63	606389.26	550206.9	435735.59	21.6143,0.135,0.046,1.4372,0.2929,0.0343,0.0302,0.0735
sec_contact_schange	Round_4_Replicate_76	-283796.28	567608.56	496830.57	453964.3	20.7625,0.1446,0.038,1.0262,0.9628,0.0157,0.0268,0.0701
sec_contact_schange	Round_4_Replicate_77	-260520.26	521056.52	473570.2	464918.48	21.2623,0.1569,0.025,0.7984,0.777,0.0278,0.05,0.0479
sec_contact_schange	Round_4_Replicate_78	-262637.67	525291.34	453949.72	486718.97	22.791,0.0742,0.0212,2.5747,0.8733,0.0221,0.0168,0.0433
sec_contact_schange	Round_4_Replicate_79	-289331.22	578678.44	514840.75	436430.37	15.5199,0.1811,0.048,0.8539,0.3031,0.0309,0.0325,0.078
sec_contact_schange	Round_4_Replicate_80	-287233.27	574482.54	541459.07	435367.68	23.9915,0.2119,0.0198,2.1594,0.6667,0.0195,0.0647,0.0333
sec_contact_schange	Round_4_Replicate_81	-241003.37	482022.74	431054.89	481309.42	21.1346,0.1135,0.0181,0.9853,0.468,0.0382,0.0299,0.0348
sec_contact_schange	Round_4_Replicate_82	-254230.8	508477.6	465656.79	455574.92	24.014,0.1863,0.0167,0.9516,0.2972,0.0513,0.0645,0.0317
sec_contact_schange	Round_4_Replicate_83	-265722.33	531460.66	480978.03	473580.59	21.9968,0.109,0.0222,2.0059,0.8384,0.0228,0.0368,0.0416
sec_contact_schange	Round_4_Replicate_84	-241203.79	482423.58	452667.08	463680.89	23.756,0.1667,0.0138,0.7652,0.5216,0.0379,0.051,0.0249
sec_contact_schange	Round_4_Replicate_85	-278771.64	557559.28	493753.17	456402.59	21.7304,0.1729,0.0309,0.8798,0.5042,0.0293,0.0468,0.0624
sec_contact_schange	Round_4_Replicate_86	-310121.26	620258.52	565774.28	454587.56	18.7004,0.1105,0.038,2.1353,0.9141,0.0474,0.0351,0.0661
sec_contact_schange	Round_4_Replicate_87	-265323.95	530663.9	500635.83	463730.53	22.7334,0.1049,0.0253,1.5371,0.7386,0.037,0.0276,0.0407
sec_contact_schange	Round_4_Replicate_88	-246715.36	493446.72	454300.08	482010.0	11.0018,0.087,0.0231,1.4143,0.6578,0.0611,0.0261,0.0365
sec_contact_schange	Round_4_Replicate_89	-285451.75	570919.5	512844.04	469315.23	17.1054,0.1598,0.0323,0.7701,0.8019,0.0604,0.046,0.0695
sec_contact_schange	Round_4_Replicate_90	-297964.1	595944.2	508693.28	452703.38	13.0222,0.1345,0.0411,1.3858,0.5094,0.0487,0.0251,0.0742
sec_contact_schange	Round_4_Replicate_91	-311365.56	622747.12	572807.8	418864.45	23.074,0.2336,0.0328,1.7332,0.2982,0.0229,0.0643,0.0529
sec_contact_schange	Round_4_Replicate_92	-261448.04	522912.08	471746.52	468659.57	11.8851,0.1105,0.0246,2.0234,0.5831,0.0169,0.0321,0.0392
sec_contact_schange	Round_4_Replicate_93	-282186.17	564388.34	500331.74	444531.81	18.1533,0.193,0.0303,1.0771,0.3074,0.0194,0.054,0.0551
sec_contact_schange	Round_4_Replicate_94	-284427.95	568871.9	484477.27	461622.97	16.281,0.1685,0.021,2.3491,0.9799,0.0405,0.0481,0.0424
sec_contact_schange	Round_4_Replicate_95	-244794.48	489604.96	453486.48	462935.9	21.3581,0.1636,0.0132,1.323,0.3821,0.0196,0.0598,0.0241
sec_contact_schange	Round_4_Replicate_96	-267292.57	534601.14	497388.63	446997.68	20.7366,0.1799,0.0167,2.4139,0.2525,0.0241,0.06,0.028
sec_contact_schange	Round_4_Replicate_97	-273834.67	547685.34	496426.17	445906.08	22.7445,0.209,0.0272,0.8128,1.0633,0.0166,0.0693,0.0514
sec_contact_schange	Round_4_Replicate_98	-308541.17	617098.34	607523.05	453172.23	16.7671,0.092,0.0487,1.0645,0.3432,0.0158,0.0243,0.0731
sec_contact_schange	Round_4_Replicate_99	-247346.0	494708.0	450398.99	462497.19	25.8362,0.1863,0.0112,1.319,0.3865,0.0181,0.07,0.0231
sec_contact_schange	Round_4_Replicate_100	-296035.26	592086.52	535902.97	437048.11	23.9234,0.1666,0.0315,1.9884,0.3486,0.0174,0.0503,0.053
