Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_schange	Round_3_Replicate_7	-550347.66	1100711.32	1223380.24	308901.6	2.0813,1.2521,0.1476,0.2659,0.3399,3.4299,1.8152,0.524
sec_contact_schange	Round_3_Replicate_8	-438746.16	877508.32	1058334.02	150247.34	5.7217,2.8937,0.1131,0.0882,1.7914,0.3589,3.9098,0.2346
sec_contact_schange	Round_3_Replicate_9	-716933.0	1433882.0	2155177.19	189586.52	1.2018,1.5539,1.3093,0.1599,0.2708,0.4905,2.1583,0.3872
sec_contact_schange	Round_3_Replicate_10	-819620.7	1639257.4	2536368.83	284117.55	2.1586,0.7281,0.2011,0.066,2.3841,0.7859,2.2423,0.311
sec_contact_schange	Round_3_Replicate_11	-710285.11	1420586.22	1516562.3	173808.51	0.8498,0.4782,0.4258,0.0634,0.6977,2.7054,5.9409,0.1555
sec_contact_schange	Round_3_Replicate_12	-279176.69	558369.38	610087.31	192555.1	5.5596,6.2588,0.4462,0.2542,0.7423,0.4464,1.3376,0.8606
sec_contact_schange	Round_3_Replicate_13	-384380.1	768776.2	1018340.52	146184.03	4.3216,3.9815,0.3869,0.0982,2.7727,1.8944,2.2064,0.2398
sec_contact_schange	Round_3_Replicate_14	-333060.74	666137.48	685533.32	97751.8	7.0051,0.3756,0.112,0.1955,0.2852,3.0369,7.0699,0.183
sec_contact_schange	Round_3_Replicate_15	-317142.43	634300.86	628382.48	262644.09	0.8697,3.8639,0.7663,0.1668,0.4075,1.473,0.8798,0.4091
sec_contact_schange	Round_3_Replicate_16	-1255031.5	2510079.0	3427963.32	157795.3	1.19,0.4906,0.141,0.2462,1.0434,0.6372,6.5898,0.1749
sec_contact_schange	Round_3_Replicate_17	-444414.35	888844.7	1362461.44	95172.4	3.1032,4.4804,0.8388,0.2512,1.2964,0.4248,3.8582,0.2164
sec_contact_schange	Round_3_Replicate_18	-651021.91	1302059.82	1649499.08	160499.52	8.0102,0.4946,0.8211,0.1412,0.4987,2.1624,1.1657,0.3127
sec_contact_schange	Round_3_Replicate_19	-576452.06	1152920.12	1783409.1	109730.46	2.6743,5.7873,0.2477,0.0629,0.3106,1.34,5.0793,0.1411
sec_contact_schange	Round_3_Replicate_20	-641634.43	1283284.86	2607330.88	53475.13	6.056,3.5555,0.9467,0.137,2.5219,4.5168,9.9128,0.1272
sec_contact_schange	Round_3_Replicate_21	-1364182.46	2728380.92	8049926.6	137443.61	1.0966,0.9164,1.0055,0.0647,2.344,0.805,6.8179,0.3285
sec_contact_schange	Round_3_Replicate_22	-401476.2	802968.4	802839.62	166943.93	0.9824,0.9783,0.2667,0.1314,2.1753,3.352,5.5369,0.1723
sec_contact_schange	Round_3_Replicate_23	-428101.53	856219.06	1046699.15	104583.37	6.0415,6.2993,1.1735,0.2339,0.5124,0.4347,3.0566,0.7503
sec_contact_schange	Round_3_Replicate_24	-490086.69	980189.38	1140587.95	209715.81	9.282,1.3837,0.1597,0.442,0.3371,1.0728,0.6848,0.1501
sec_contact_schange	Round_3_Replicate_25	-434454.9	868925.8	979910.46	147792.86	4.546,3.383,0.2294,0.5482,0.871,0.2734,1.7714,0.2452
sec_contact_schange	Round_3_Replicate_26	-554180.11	1108376.22	1271953.09	155291.94	3.696,6.0009,1.0297,0.0931,0.2753,1.4707,1.108,0.1694
sec_contact_schange	Round_3_Replicate_27	-521198.82	1042413.64	1387532.43	103710.03	7.2611,5.4422,0.2616,0.079,1.2206,0.3548,5.2807,0.3455
sec_contact_schange	Round_3_Replicate_28	-716887.06	1433790.12	1864146.94	196924.15	6.3287,2.5543,1.0816,0.1098,0.4522,1.0644,0.5477,0.5049
sec_contact_schange	Round_3_Replicate_29	-306586.99	613189.98	754785.25	149972.14	3.2643,3.4721,0.3593,0.2707,0.6433,0.4906,2.389,0.3376
sec_contact_schange	Round_3_Replicate_30	-282085.91	564187.82	649502.5	179889.42	3.2308,1.3391,0.2508,0.1883,0.9432,1.179,2.3342,0.2335
sec_contact_schange	Round_3_Replicate_31	-534162.5	1068341.0	1467388.41	96153.02	10.9851,3.5417,0.3115,0.0813,1.4844,0.7398,4.038,0.2405
sec_contact_schange	Round_3_Replicate_32	-424155.47	848326.94	1036014.42	257579.46	5.3835,1.6496,0.3023,0.1232,1.3828,0.5087,0.7839,0.3237
sec_contact_schange	Round_3_Replicate_33	-527753.17	1055522.34	1440578.7	148619.72	1.416,0.8819,0.6226,0.542,0.4903,3.7431,4.4962,0.1699
sec_contact_schange	Round_3_Replicate_34	-593956.19	1187928.38	1856402.02	132209.13	6.499,2.3903,0.9391,0.1371,0.8787,1.2611,2.8907,0.7816
sec_contact_schange	Round_3_Replicate_35	-385560.06	771136.12	793375.9	191204.11	1.8179,0.9741,0.1656,0.3477,1.0871,4.1597,2.6415,0.1338
sec_contact_schange	Round_3_Replicate_36	-466153.63	932323.26	1082973.61	229033.44	2.6464,0.6636,0.5267,0.1912,0.9682,1.7278,0.768,0.1528
sec_contact_schange	Round_3_Replicate_37	-305272.21	610560.42	623931.5	130207.28	4.7033,1.4981,0.25,0.5022,1.2468,0.9014,3.8811,0.3062
sec_contact_schange	Round_3_Replicate_38	-748997.99	1498011.98	2180555.36	196252.8	9.7036,4.4874,0.8599,0.1148,0.2189,0.7125,0.6038,0.7244
sec_contact_schange	Round_3_Replicate_39	-453495.38	907006.76	1094725.17	123979.13	5.5357,1.775,0.8026,0.1465,0.187,1.7236,2.2891,0.2521
sec_contact_schange	Round_3_Replicate_40	-804609.58	1609235.16	2261129.18	114640.06	1.2921,4.2294,0.1522,0.0923,0.9115,0.6319,6.4206,0.1358
sec_contact_schange	Round_3_Replicate_41	-646175.35	1292366.7	2025609.02	145824.85	10.8569,2.8372,0.1266,0.2287,0.3905,2.7662,1.2308,0.1007
sec_contact_schange	Round_3_Replicate_42	-1065675.74	2131367.48	4427017.82	141224.74	5.9174,0.3674,0.5561,0.3762,1.7943,0.3294,3.2053,0.3092
sec_contact_schange	Round_3_Replicate_43	-438233.21	876482.42	1071046.55	196760.07	1.9166,3.18,0.2135,0.1363,0.2451,1.928,1.6603,0.1482
sec_contact_schange	Round_3_Replicate_44	-646199.21	1292414.42	1824402.61	289684.83	2.8237,0.501,0.2513,0.1249,1.6587,0.4261,0.6286,0.1379
sec_contact_schange	Round_3_Replicate_45	-362292.32	724600.64	937706.18	203462.49	1.2603,3.7211,0.8397,0.2264,0.2543,3.4057,3.0457,0.4989
sec_contact_schange	Round_3_Replicate_46	-1026149.08	2052314.16	2931402.21	160585.94	1.4874,0.4314,0.5961,0.0752,0.4242,1.0209,5.1951,0.2229
sec_contact_schange	Round_3_Replicate_47	-512950.35	1025916.7	1827051.77	223663.64	10.6301,2.4098,0.102,0.1811,2.931,0.9051,0.5675,0.0876
sec_contact_schange	Round_3_Replicate_48	-249971.24	499958.48	559651.97	304251.54	0.9913,1.7161,0.1552,0.0726,2.1092,1.1695,0.7958,0.0931
sec_contact_schange	Round_3_Replicate_49	-331536.43	663088.86	632458.65	309303.53	9.1938,0.4868,0.0972,0.3087,2.2757,3.3475,0.6561,0.2321
sec_contact_schange	Round_3_Replicate_50	-576138.13	1152292.26	1449797.11	272736.72	0.8895,1.2475,1.2936,0.0889,0.582,3.4195,1.327,0.6449
sec_contact_schange	Round_4_Replicate_1	-232636.58	465289.16	482891.19	336166.83	4.2276,1.6531,0.2028,0.1305,2.4873,2.4324,0.6206,0.4202
sec_contact_schange	Round_4_Replicate_2	-241917.19	483850.38	462341.4	212167.26	7.1437,1.0461,0.2962,0.3383,0.7878,1.1569,1.5402,0.6355
sec_contact_schange	Round_4_Replicate_3	-243823.52	487663.04	490680.51	310403.54	6.7543,0.8345,0.2172,0.1866,1.77,3.1265,0.6096,0.4374
sec_contact_schange	Round_4_Replicate_4	-233097.47	466210.94	457153.28	232798.31	11.2962,0.8956,0.2349,0.2594,0.9515,1.4938,1.2768,0.5539
sec_contact_schange	Round_4_Replicate_5	-290041.53	580099.06	548855.39	272378.27	4.1355,0.5303,0.2427,0.3858,1.3303,0.9936,1.4163,0.61
sec_contact_schange	Round_4_Replicate_6	-277039.69	554095.38	551948.05	297883.33	4.6774,0.9402,0.3148,0.2261,1.5658,2.7421,0.8164,0.8376
sec_contact_schange	Round_4_Replicate_7	-215846.91	431709.82	389692.36	269914.35	7.4325,1.5141,0.2378,0.2086,1.2447,2.1733,1.0828,0.7047
sec_contact_schange	Round_4_Replicate_8	-236288.0	472592.0	425533.79	318165.28	3.361,1.8674,0.3174,0.2153,0.8132,2.0502,0.4573,0.7622
sec_contact_schange	Round_4_Replicate_9	-215354.91	430725.82	411228.52	285715.39	9.8166,1.7054,0.1863,0.2038,1.3533,1.3425,0.7316,0.4619
sec_contact_schange	Round_4_Replicate_10	-243386.78	486789.56	466488.23	280856.56	3.4711,0.5799,0.2427,0.2281,0.7255,2.8578,0.7844,0.3019
sec_contact_schange	Round_4_Replicate_11	-260878.67	521773.34	550168.12	286356.82	6.851,0.51,0.1716,0.198,0.8249,1.9973,0.8108,0.3093
sec_contact_schange	Round_4_Replicate_12	-193991.65	387999.3	358010.75	334978.96	8.7857,1.8933,0.1455,0.1441,2.2346,2.4369,0.4975,0.3571
sec_contact_schange	Round_4_Replicate_13	-246410.62	492837.24	479206.8	262746.55	5.9102,1.1636,0.2592,0.2684,1.8201,1.3346,1.3632,0.69
sec_contact_schange	Round_4_Replicate_14	-253793.55	507603.1	464095.74	235985.46	5.5193,1.2134,0.3877,0.3446,0.8081,1.2253,1.2136,1.111
sec_contact_schange	Round_4_Replicate_15	-237701.75	475419.5	446618.76	315347.67	11.6832,0.6421,0.2242,0.2047,1.4515,2.7657,0.6008,0.6348
sec_contact_schange	Round_4_Replicate_16	-237461.1	474938.2	425007.79	325622.38	6.0223,0.9858,0.1702,0.2594,2.2368,1.5597,0.7243,0.4743
sec_contact_schange	Round_4_Replicate_17	-254969.21	509954.42	461459.92	294104.36	9.0065,0.5345,0.1737,0.3099,1.647,1.6543,0.9679,0.484
sec_contact_schange	Round_4_Replicate_18	-271253.39	542522.78	546750.57	274706.75	7.4337,0.7515,0.2944,0.287,1.6142,1.6168,0.9356,0.6894
sec_contact_schange	Round_4_Replicate_19	-239852.95	479721.9	466892.25	331656.78	4.0818,0.9801,0.2189,0.1817,1.2349,1.6548,0.6274,0.4863
sec_contact_schange	Round_4_Replicate_20	-217164.13	434344.26	386988.7	322232.48	12.6649,1.2436,0.1445,0.2015,2.0934,1.8651,0.7851,0.518
sec_contact_schange	Round_4_Replicate_21	-400523.73	801063.46	1022382.65	247171.47	11.8261,0.5448,0.1461,0.3088,0.6882,1.0916,0.989,0.2793
sec_contact_schange	Round_4_Replicate_22	-237124.2	474264.4	431729.09	260325.09	10.0174,1.4584,0.3032,0.2788,1.201,1.7572,0.8617,0.9497
sec_contact_schange	Round_4_Replicate_23	-275482.72	550981.44	626865.48	250289.8	9.6536,1.0839,0.2618,0.2339,2.1044,2.1439,1.0775,0.5216
sec_contact_schange	Round_4_Replicate_24	-262686.74	525389.48	512557.57	318043.84	7.535,1.1846,0.1809,0.2405,1.7668,2.7976,0.4402,0.4074
sec_contact_schange	Round_4_Replicate_25	-259799.46	519614.92	510643.88	286555.06	3.5125,1.2962,0.3261,0.2362,1.5829,1.8657,0.8972,0.7504
sec_contact_schange	Round_4_Replicate_26	-302529.57	605075.14	603425.31	312805.5	6.9486,0.5168,0.2345,0.3448,0.7277,1.2268,0.4029,0.483
sec_contact_schange	Round_4_Replicate_27	-242849.13	485714.26	480701.55	260928.41	7.7973,0.7803,0.1843,0.2176,0.6626,2.6925,0.7933,0.308
sec_contact_schange	Round_4_Replicate_28	-295283.38	590582.76	541590.37	471221.11	3.6771,0.7639,0.1314,0.1722,2.816,2.1647,1.1399,0.9439
sec_contact_schange	Round_4_Replicate_29	-219765.13	439546.26	423161.58	225452.86	10.4329,1.4785,0.2093,0.2475,0.9764,1.3895,1.3466,0.5115
sec_contact_schange	Round_4_Replicate_30	-251854.36	503724.72	460422.65	257949.88	5.3395,0.9436,0.2708,0.3349,1.1036,1.1469,1.2238,0.729
sec_contact_schange	Round_4_Replicate_31	-240731.68	481479.36	450002.28	306368.71	4.2705,0.6804,0.2498,0.2388,0.9681,1.884,0.6524,0.476
sec_contact_schange	Round_4_Replicate_32	-182429.19	364874.38	349529.07	259487.13	6.3821,1.6589,0.1621,0.1239,1.1559,3.0489,1.0892,0.3104
sec_contact_schange	Round_4_Replicate_33	-206883.12	413782.24	385467.66	322862.09	9.5864,0.9844,0.1251,0.1614,1.6299,2.2976,0.6214,0.3037
sec_contact_schange	Round_4_Replicate_34	-196016.6	392049.2	370003.61	340816.95	7.766,1.5164,0.1602,0.1159,0.9791,3.6285,0.4695,0.3531
sec_contact_schange	Round_4_Replicate_35	-225826.85	451669.7	405204.18	336914.95	9.7082,0.66,0.1467,0.1862,2.0203,3.0371,0.7099,0.4488
sec_contact_schange	Round_4_Replicate_36	-198814.1	397644.2	384181.29	240533.09	3.055,1.5682,0.2216,0.1603,1.7346,2.3999,1.3785,0.293
sec_contact_schange	Round_4_Replicate_37	-249163.65	498343.3	451378.79	248977.74	3.4058,1.2013,0.3809,0.2972,0.8953,1.5324,1.3929,1.0068
sec_contact_schange	Round_4_Replicate_38	-218761.87	437539.74	411853.27	299040.67	8.2366,0.7541,0.1449,0.1715,2.2311,2.2565,1.2353,0.4222
sec_contact_schange	Round_4_Replicate_39	-236379.02	472774.04	429070.21	301604.16	12.5584,1.79,0.2532,0.2545,1.259,1.5188,0.4647,0.9097
sec_contact_schange	Round_4_Replicate_40	-266039.06	532094.12	495248.03	387151.22	3.4822,0.6419,0.1646,0.2632,2.1078,1.05,0.4383,0.4003
sec_contact_schange	Round_4_Replicate_41	-321816.57	643649.14	744807.89	279592.56	6.2839,1.3496,0.1987,0.2827,1.2925,3.0388,0.5359,0.3413
sec_contact_schange	Round_4_Replicate_42	-187053.43	374122.86	367337.85	244190.76	9.2709,1.7394,0.1757,0.1123,0.6875,3.954,1.2267,0.3672
sec_contact_schange	Round_4_Replicate_43	-204405.7	408827.4	426234.24	207948.86	9.1887,1.4246,0.204,0.1443,1.5921,3.3329,1.5753,0.3558
sec_contact_schange	Round_4_Replicate_44	-223490.12	446996.24	394659.0	266483.09	5.9628,1.4889,0.22,0.2453,1.0809,2.1837,0.9442,0.5338
sec_contact_schange	Round_4_Replicate_45	-227995.48	456006.96	430521.84	330434.02	7.5302,0.9543,0.2457,0.161,0.6756,2.9831,0.4475,0.6151
sec_contact_schange	Round_4_Replicate_46	-205231.98	410479.96	386067.89	253558.48	10.0239,0.8201,0.1898,0.1714,1.3968,2.8536,1.3293,0.481
sec_contact_schange	Round_4_Replicate_47	-191068.98	382153.96	357033.18	249754.46	10.5735,0.7593,0.1171,0.1345,1.9643,3.4569,1.4987,0.3017
sec_contact_schange	Round_4_Replicate_48	-240560.95	481137.9	446146.38	328300.31	10.5767,0.7091,0.1863,0.2073,1.9897,2.7963,0.6842,0.5799
sec_contact_schange	Round_4_Replicate_49	-253783.95	507583.9	484352.69	267065.51	3.8571,0.6785,0.2544,0.2171,1.3328,3.3893,1.4433,0.5609
sec_contact_schange	Round_4_Replicate_50	-229363.85	458743.7	438631.65	350646.01	7.8203,0.6686,0.1632,0.1784,1.7176,2.1078,0.5292,0.3989
sec_contact_schange	Round_4_Replicate_51	-337215.25	674446.5	769697.97	250913.87	6.4821,0.5305,0.3202,0.3281,1.6183,1.1595,1.2007,0.5271
sec_contact_schange	Round_4_Replicate_52	-240092.85	480201.7	429995.88	305433.27	3.2922,1.5042,0.192,0.2395,1.3869,1.8943,0.534,0.3142
sec_contact_schange	Round_4_Replicate_53	-258305.84	516627.68	475161.17	325422.01	7.6827,0.6068,0.189,0.2947,1.4753,1.547,0.5215,0.4497
sec_contact_schange	Round_4_Replicate_54	-297455.96	594927.92	627814.28	269252.65	10.2535,0.7316,0.3019,0.2594,1.1194,1.0991,1.0196,0.8204
sec_contact_schange	Round_4_Replicate_55	-222744.48	445504.96	402799.69	252027.53	13.3061,1.0868,0.2012,0.269,1.5893,1.7806,1.2062,0.5971
sec_contact_schange	Round_4_Replicate_56	-282855.83	565727.66	521858.78	341585.18	9.6389,0.5475,0.142,0.2938,2.213,2.4994,0.4992,0.3836
sec_contact_schange	Round_4_Replicate_57	-237146.2	474308.4	429842.31	274526.51	3.1127,1.1805,0.3206,0.2592,0.905,1.6111,1.0271,0.7053
sec_contact_schange	Round_4_Replicate_58	-252471.17	504958.34	477304.29	317875.1	3.9615,0.6249,0.1899,0.2427,0.8207,1.9254,0.6104,0.3476
sec_contact_schange	Round_4_Replicate_59	-242555.34	485126.68	448839.44	295631.84	6.6434,0.6096,0.3035,0.1795,0.725,3.4423,0.9503,0.936
sec_contact_schange	Round_4_Replicate_60	-242192.27	484400.54	440725.86	291195.61	6.7532,1.5089,0.1919,0.1847,1.9221,2.6067,1.4679,0.8153
sec_contact_schange	Round_4_Replicate_61	-237734.87	475485.74	435959.46	269536.41	15.564,1.7788,0.3021,0.2871,0.963,1.4566,0.4963,0.9553
sec_contact_schange	Round_4_Replicate_62	-282001.51	564019.02	560529.31	344075.38	10.4087,0.5615,0.1503,0.2634,1.7453,1.0859,0.6356,0.4213
sec_contact_schange	Round_4_Replicate_63	-246646.91	493309.82	447307.95	374214.55	5.0936,1.8565,0.2434,0.1673,1.4049,3.0402,0.3808,1.0262
sec_contact_schange	Round_4_Replicate_64	-217532.75	435081.5	403382.08	273264.64	14.8797,0.5693,0.2092,0.1624,0.9801,3.5936,1.1061,0.6631
sec_contact_schange	Round_4_Replicate_65	-241246.64	482509.28	480492.45	289136.18	7.7143,1.9063,0.2484,0.2074,1.1435,2.551,0.4375,0.4329
sec_contact_schange	Round_4_Replicate_66	-258976.11	517968.22	525185.4	286156.59	6.3521,1.5719,0.3214,0.2172,1.28,2.2425,0.4368,0.5332
sec_contact_schange	Round_4_Replicate_67	-210082.32	420180.64	387255.69	400921.04	4.1966,0.6489,0.1364,0.1268,1.7504,3.3621,0.3946,0.302
sec_contact_schange	Round_4_Replicate_68	-258790.62	517597.24	480022.78	267533.84	10.0209,0.7871,0.2655,0.2847,1.4438,1.5384,1.5177,1.0819
sec_contact_schange	Round_4_Replicate_69	-207442.38	414900.76	380773.38	288696.09	3.2274,1.3784,0.2172,0.1925,1.3659,1.7446,0.9348,0.4071
sec_contact_schange	Round_4_Replicate_70	-239789.79	479595.58	447564.17	307378.76	5.5488,0.8149,0.1621,0.2423,2.1241,1.3203,1.1147,0.4412
sec_contact_schange	Round_4_Replicate_71	-278441.77	556899.54	528419.26	302316.59	8.1065,0.5432,0.1527,0.3038,1.8644,1.0932,1.3307,0.5032
sec_contact_schange	Round_4_Replicate_72	-244055.07	488126.14	479497.19	338431.34	13.7797,0.782,0.2013,0.136,1.1128,2.9628,0.6151,0.7032
sec_contact_schange	Round_4_Replicate_73	-234279.27	468574.54	430483.98	266921.69	6.561,0.8212,0.2848,0.2512,0.7772,1.9412,0.9709,0.7175
