Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_schange	Round_2_Replicate_10	-426744.47	853504.94	777727.18	369254.35	5.3567,2.0686,0.1168,0.5194,3.9494,0.9602,0.0504,0.5115
sec_contact_schange	Round_2_Replicate_11	-232453.05	464922.1	429364.45	490312.59	3.0966,13.8767,0.0706,0.1097,8.0837,1.4207,0.1033,0.3901
sec_contact_schange	Round_2_Replicate_12	-1101813.94	2203643.88	3296107.18	352680.55	17.266,4.2376,0.0609,0.5663,1.8985,1.2498,0.0447,1.3789
sec_contact_schange	Round_2_Replicate_13	-408388.95	816793.9	1488251.57	276245.02	11.0628,8.5619,0.3123,0.2413,3.2915,2.586,0.2859,0.7977
sec_contact_schange	Round_2_Replicate_14	-738929.84	1477875.68	2042903.97	228348.85	4.3025,13.5154,0.0741,0.9646,10.8346,0.6886,0.5333,4.007
sec_contact_schange	Round_2_Replicate_15	-521120.95	1042257.9	2047408.83	268491.91	1.808,3.9849,0.6381,0.3564,2.0366,1.6639,0.0687,0.7688
sec_contact_schange	Round_2_Replicate_16	-667197.69	1334411.38	1451410.53	356538.7	2.953,5.8959,0.0579,0.556,5.3507,0.5022,0.0826,0.4787
sec_contact_schange	Round_2_Replicate_17	-390390.78	780797.56	856150.45	511888.82	2.7664,1.7268,0.1667,0.1233,2.9992,0.9469,0.3252,0.8161
sec_contact_schange	Round_2_Replicate_18	-239019.84	478055.68	454825.1	484801.61	8.8951,17.5136,0.1077,0.111,5.1655,1.9038,0.0483,0.7057
sec_contact_schange	Round_2_Replicate_19	-734145.69	1468307.38	4936985.93	377892.21	5.5446,5.0756,0.1156,0.4546,13.6537,1.0697,0.1073,1.1782
sec_contact_schange	Round_2_Replicate_20	-696474.44	1392964.88	1705996.24	461966.69	1.5172,1.6984,0.054,0.6455,14.1057,1.0059,0.468,2.6409
sec_contact_schange	Round_2_Replicate_21	-833945.56	1667907.12	17272458.88	244407.4	12.903,1.7767,0.2745,0.547,4.5575,2.2877,0.5001,0.4112
sec_contact_schange	Round_2_Replicate_22	-692367.24	1384750.48	1607259.38	453892.97	3.8649,19.1402,0.057,0.1844,1.5505,3.1905,0.0476,0.3234
sec_contact_schange	Round_2_Replicate_23	-653690.09	1307396.18	4358527.33	843062.09	12.7798,4.9784,0.1333,0.0951,15.6396,3.8045,0.0554,1.3008
sec_contact_schange	Round_2_Replicate_24	-359612.19	719240.38	716145.76	659551.04	5.9824,11.0065,0.057,0.1919,10.3361,1.0055,0.2451,1.7828
sec_contact_schange	Round_2_Replicate_25	-1680793.69	3361603.38	1269633027.65	272519.94	3.9824,1.4271,0.5479,0.9968,9.091,0.4326,0.3137,1.8432
sec_contact_schange	Round_2_Replicate_26	-515222.58	1030461.16	1147213.8	645102.82	1.8794,7.3206,0.1292,0.2449,1.8103,4.9011,0.089,1.8656
sec_contact_schange	Round_2_Replicate_27	-886113.8	1772243.6	13805465.53	249995.53	17.2809,2.5175,0.5601,0.4224,3.5001,0.9306,0.1367,0.4683
sec_contact_schange	Round_2_Replicate_28	-391449.86	782915.72	851686.6	413903.89	1.5786,2.9043,0.1713,0.2469,3.6766,3.6953,0.5146,1.0998
sec_contact_schange	Round_2_Replicate_29	-275763.14	551542.28	528254.95	467155.77	5.0727,4.599,0.1424,0.2163,4.7101,0.7709,0.0483,1.0752
sec_contact_schange	Round_2_Replicate_30	-1224403.59	2448823.18	149883581.08	183620.78	7.9953,16.7346,0.5929,0.6007,3.494,4.229,0.3789,1.1407
sec_contact_schange	Round_3_Replicate_1	-205820.87	411657.74	375302.59	445418.87	1.7338,3.9982,0.1438,0.124,3.5781,1.5814,0.0432,0.2812
sec_contact_schange	Round_3_Replicate_2	-473411.6	946839.2	1114292.42	517941.15	3.6988,24.9911,0.0351,0.1724,19.6781,1.3431,0.0663,0.6419
sec_contact_schange	Round_3_Replicate_3	-333204.03	666424.06	731902.66	1000296.33	0.8565,11.9118,0.0685,0.0754,12.7085,4.2562,0.1103,1.2254
sec_contact_schange	Round_3_Replicate_4	-330969.4	661954.8	1005946.33	409257.78	4.7703,22.8109,0.0969,0.1043,7.3444,3.1747,0.0601,0.2083
sec_contact_schange	Round_3_Replicate_5	-189633.02	379282.04	349713.67	361449.26	2.6361,26.3529,0.1349,0.1272,4.4799,0.63,0.3125,0.4831
sec_contact_schange	Round_3_Replicate_6	-979808.59	1959633.18	5686413.63	2123357.56	2.5306,6.0412,0.1302,0.0472,21.3662,0.4937,0.0846,1.3165
sec_contact_schange	Round_3_Replicate_7	-268173.31	536362.62	508866.86	660365.56	0.9698,5.5534,0.0707,0.0484,2.6492,5.9377,0.1082,0.2627
sec_contact_schange	Round_3_Replicate_8	-323094.52	646205.04	754620.04	442210.88	2.7905,20.5599,0.07,0.1073,8.6599,1.8413,0.0209,0.1698
sec_contact_schange	Round_3_Replicate_9	-151635.64	303287.28	284637.8	364346.19	5.9334,27.8848,0.0606,0.0408,5.9213,0.9397,0.3668,0.1419
sec_contact_schange	Round_3_Replicate_10	-304108.37	608232.74	598249.11	1306902.53	2.1109,12.7015,0.0312,0.0656,22.3438,0.546,0.0275,0.795
sec_contact_schange	Round_3_Replicate_11	-251719.29	503454.58	447967.48	294917.26	1.2732,18.6339,0.1851,0.2131,3.1089,0.5823,0.3841,0.4136
sec_contact_schange	Round_3_Replicate_12	-777367.87	1554751.74	2655297.03	393595.04	6.5792,10.7317,0.0462,0.323,9.077,4.6711,0.0205,0.1305
sec_contact_schange	Round_3_Replicate_13	-623107.75	1246231.5	2731130.34	802071.97	4.6057,22.6898,0.106,0.0574,15.7264,1.1582,0.0947,0.802
sec_contact_schange	Round_3_Replicate_14	-693001.2	1386018.4	2795138.39	652474.2	8.5643,9.7724,0.1611,0.0661,9.44,1.0304,0.1438,0.8591
sec_contact_schange	Round_3_Replicate_15	-318532.13	637080.26	703398.11	784058.54	3.7717,5.3279,0.0503,0.0418,13.3631,5.8447,0.112,0.3895
sec_contact_schange	Round_3_Replicate_16	-544498.62	1089013.24	1033171.82	384424.65	5.7621,16.2732,0.0451,0.2025,4.6879,1.6595,0.0821,0.1403
sec_contact_schange	Round_3_Replicate_17	-717264.51	1434545.02	1913568.28	341451.08	5.8568,22.7448,0.0443,0.2881,14.7997,4.5324,0.2793,0.4092
sec_contact_schange	Round_3_Replicate_18	-246205.16	492426.32	478840.55	663706.17	7.152,16.1455,0.0335,0.0528,17.2231,0.7633,0.0483,0.2679
sec_contact_schange	Round_3_Replicate_19	-419449.21	838914.42	763421.71	395475.79	7.8519,9.1538,0.0445,0.1965,6.602,0.7504,0.1265,0.1941
sec_contact_schange	Round_3_Replicate_20	-323042.28	646100.56	665191.63	604745.45	4.6739,6.7447,0.0508,0.0928,14.0177,3.8111,0.0936,0.4162
sec_contact_schange	Round_3_Replicate_21	-255277.46	510570.92	519244.34	480698.26	8.8061,5.0484,0.112,0.0922,4.6293,2.3022,0.2381,0.5606
sec_contact_schange	Round_3_Replicate_22	-387652.32	775320.64	834183.28	352721.18	6.6948,23.9915,0.1469,0.2756,4.4984,2.677,0.0473,1.2052
sec_contact_schange	Round_3_Replicate_23	-774856.9	1549729.8	6880192.13	387308.61	1.7801,14.5242,0.0695,0.2145,14.4146,1.1322,0.0219,0.1071
sec_contact_schange	Round_3_Replicate_24	-322133.07	644282.14	648513.02	485559.88	3.8106,24.9668,0.0404,0.1223,15.5581,0.493,0.0681,0.297
sec_contact_schange	Round_3_Replicate_25	-273432.08	546880.16	526107.57	553024.39	6.7174,28.612,0.0944,0.0914,6.0588,3.7058,0.0532,0.905
sec_contact_schange	Round_3_Replicate_26	-909300.27	1818616.54	2342563.89	358045.41	2.8191,27.8703,0.0296,0.4135,8.2817,0.3854,0.0751,0.3478
sec_contact_schange	Round_3_Replicate_27	-917837.18	1835690.36	6965472.06	575186.15	3.3679,25.4402,0.1919,0.0582,14.9488,0.6602,0.1196,0.6319
sec_contact_schange	Round_3_Replicate_28	-219890.08	439796.16	463143.58	358070.99	10.3868,24.4481,0.1022,0.0366,2.9664,2.466,0.1913,0.1208
sec_contact_schange	Round_3_Replicate_29	-175546.19	351108.38	320795.28	372601.18	2.7312,6.7244,0.1054,0.0745,2.7006,0.5123,0.2595,0.1622
sec_contact_schange	Round_3_Replicate_30	-286914.99	573845.98	563778.51	524336.56	9.2757,14.2296,0.11,0.1315,5.399,1.1606,0.0809,1.1535
sec_contact_schange	Round_3_Replicate_31	-222023.37	444062.74	434245.0	376958.11	2.5307,25.3319,0.2035,0.0774,2.0415,0.4464,0.0621,0.1899
sec_contact_schange	Round_3_Replicate_32	-890836.64	1781689.28	14767495.82	296856.96	3.667,10.9496,0.2449,0.4047,3.5165,3.1216,0.0777,0.2637
sec_contact_schange	Round_3_Replicate_33	-231736.71	463489.42	492143.9	418366.99	8.4362,26.946,0.1532,0.0479,2.1419,2.0008,0.0533,0.24
sec_contact_schange	Round_3_Replicate_34	-566548.46	1133112.92	4550169.95	412933.04	4.2153,24.8014,0.127,0.0569,15.2431,0.4348,0.0238,0.1238
sec_contact_schange	Round_3_Replicate_35	-310830.84	621677.68	848615.76	373336.2	1.431,9.5798,0.2017,0.0597,5.5404,2.5642,0.1707,0.1701
sec_contact_schange	Round_3_Replicate_36	-651192.78	1302401.56	1360197.07	944578.25	1.7585,16.7834,0.0489,0.0675,4.6914,1.4319,0.0398,1.176
sec_contact_schange	Round_3_Replicate_37	-722032.2	1444080.4	1591246.17	325892.14	0.9597,17.8072,0.0514,0.2874,9.4111,2.9729,0.2669,0.1991
sec_contact_schange	Round_3_Replicate_38	-317476.13	634968.26	641558.23	1169710.1	1.586,21.8021,0.037,0.0506,18.9357,4.9669,0.0762,0.8298
sec_contact_schange	Round_3_Replicate_39	-1066336.91	2132689.82	2966091.85	379017.2	4.9113,10.0572,0.0479,0.4258,2.2585,0.3847,0.0401,0.699
sec_contact_schange	Round_3_Replicate_40	-154672.89	309361.78	278117.31	414745.81	1.6854,12.8609,0.082,0.0526,4.7564,0.9102,0.2277,0.1524
sec_contact_schange	Round_3_Replicate_41	-986546.88	1973109.76	3368143.27	468129.0	9.6499,4.2077,0.0336,0.3809,6.3497,1.8013,0.2204,1.5407
sec_contact_schange	Round_3_Replicate_42	-197724.78	395465.56	362130.43	447028.7	7.7447,22.7448,0.0715,0.065,3.0925,1.7802,0.0287,0.1382
sec_contact_schange	Round_3_Replicate_43	-621513.26	1243042.52	3567451.06	765668.65	5.4771,21.8248,0.1009,0.0757,19.8471,0.8351,0.2436,0.8765
sec_contact_schange	Round_3_Replicate_44	-539516.32	1079048.64	1044729.24	340092.84	1.6164,23.7739,0.1373,0.3637,2.6287,1.175,0.0342,0.2907
sec_contact_schange	Round_3_Replicate_45	-270567.3	541150.6	515930.19	664724.58	2.9602,9.7143,0.045,0.0585,9.8558,2.1619,0.0726,0.3454
sec_contact_schange	Round_3_Replicate_46	-373216.85	746449.7	796760.97	546232.69	0.8535,16.5054,0.0532,0.0681,3.9551,4.0896,0.27,0.2687
sec_contact_schange	Round_3_Replicate_47	-406496.26	813008.52	831882.09	830397.89	4.5004,11.1579,0.072,0.0651,6.4064,2.1063,0.1559,1.0755
sec_contact_schange	Round_3_Replicate_48	-552987.31	1105990.62	1092140.15	372249.49	0.9253,5.7827,0.0933,0.2958,2.136,1.4902,0.2007,0.2829
sec_contact_schange	Round_3_Replicate_49	-412512.75	825041.5	800917.2	368582.23	1.661,4.1639,0.0991,0.2435,3.5085,1.9513,0.1657,0.1965
sec_contact_schange	Round_3_Replicate_50	-289219.09	578454.18	654974.75	318599.61	4.1326,4.6427,0.2361,0.1963,2.0844,0.7857,0.1694,0.271
sec_contact_schange	Round_4_Replicate_1	-158692.18	317400.36	304168.53	306399.9	8.829,29.4889,0.0813,0.061,4.9609,0.9672,0.6012,0.2196
sec_contact_schange	Round_4_Replicate_2	-162501.71	325019.42	315275.57	372290.13	6.076,20.1282,0.0851,0.0495,4.7742,1.0436,0.2962,0.1737
sec_contact_schange	Round_4_Replicate_3	-183399.16	366814.32	368452.57	348272.68	6.6387,18.232,0.0519,0.0293,3.1735,1.1223,0.379,0.0933
sec_contact_schange	Round_4_Replicate_4	-143751.15	287518.3	264874.81	370462.04	3.9646,25.1827,0.0438,0.0321,8.6994,1.4721,0.4377,0.1155
sec_contact_schange	Round_4_Replicate_5	-156521.92	313059.84	289666.38	388531.13	3.2088,19.0823,0.0755,0.0441,4.378,0.6442,0.2503,0.1337
sec_contact_schange	Round_4_Replicate_6	-161485.82	322987.64	309767.49	334097.54	3.8871,20.4099,0.087,0.0556,4.9327,0.6047,0.4614,0.1826
sec_contact_schange	Round_4_Replicate_7	-149122.63	298261.26	271752.03	417701.47	3.471,26.238,0.0621,0.0444,6.9049,1.0289,0.2379,0.1548
sec_contact_schange	Round_4_Replicate_8	-148199.5	296415.0	275883.74	396578.71	3.3425,26.617,0.0533,0.0301,6.478,0.6934,0.2622,0.1007
sec_contact_schange	Round_4_Replicate_9	-152299.34	304614.68	286655.01	326129.63	9.5905,19.6773,0.0583,0.0543,7.5571,0.4962,0.5977,0.1798
sec_contact_schange	Round_4_Replicate_10	-206219.26	412454.52	428748.72	294368.62	4.0252,24.2189,0.0902,0.0325,3.6899,0.9001,0.5396,0.1165
sec_contact_schange	Round_4_Replicate_11	-199031.95	398079.9	401910.04	326107.37	11.5988,22.7046,0.0523,0.0446,3.6171,0.5855,0.5468,0.1497
sec_contact_schange	Round_4_Replicate_12	-197586.5	395189.0	414463.55	310091.83	7.0877,21.848,0.0524,0.0271,4.396,0.5434,0.5375,0.0964
sec_contact_schange	Round_4_Replicate_13	-168985.42	337986.84	323505.16	376202.92	11.7106,22.8112,0.0728,0.0507,3.3795,0.4809,0.2587,0.1648
sec_contact_schange	Round_4_Replicate_14	-243520.8	487057.6	476093.24	300333.03	4.0469,18.6312,0.0478,0.0474,3.7404,0.7081,0.6946,0.126
sec_contact_schange	Round_4_Replicate_15	-150341.38	300698.76	271682.53	432908.03	10.7372,24.7201,0.0537,0.0449,5.9031,1.6422,0.2052,0.1644
sec_contact_schange	Round_4_Replicate_16	-166225.8	332467.6	328444.97	292301.78	4.3368,26.2188,0.0782,0.0503,6.1402,0.6576,0.6401,0.1633
sec_contact_schange	Round_4_Replicate_17	-159758.02	319532.04	298957.64	374103.72	3.7511,18.7897,0.0749,0.0511,4.5832,0.5484,0.3361,0.1648
sec_contact_schange	Round_4_Replicate_18	-240168.42	480352.84	477821.77	365011.31	3.337,22.8714,0.0599,0.0539,3.1309,0.5658,0.4602,0.1758
sec_contact_schange	Round_4_Replicate_19	-167168.01	334352.02	330185.76	391842.65	9.688,9.5415,0.0457,0.0284,3.3933,1.5251,0.2511,0.0848
sec_contact_schange	Round_4_Replicate_20	-148819.05	297654.1	279767.99	310371.74	9.9001,21.8949,0.0501,0.0437,7.7107,1.834,0.6561,0.1467
sec_contact_schange	Round_4_Replicate_21	-172731.63	345479.26	352610.86	317146.14	3.907,25.3729,0.0804,0.0364,4.0795,1.4238,0.5667,0.1456
sec_contact_schange	Round_4_Replicate_22	-154434.08	308884.16	300462.22	303433.16	3.6049,22.142,0.0603,0.0447,8.6158,0.4609,0.7108,0.1518
sec_contact_schange	Round_4_Replicate_23	-154807.34	309630.68	297181.34	350777.8	10.0453,21.2158,0.0635,0.0522,7.2567,0.6647,0.4684,0.1858
sec_contact_schange	Round_4_Replicate_24	-157219.1	314454.2	301214.08	372579.31	7.7821,23.4632,0.0636,0.0565,8.3704,0.9443,0.3935,0.1972
sec_contact_schange	Round_4_Replicate_25	-151788.96	303593.92	285874.42	387109.65	3.8984,20.1378,0.0766,0.0441,4.6434,1.6791,0.309,0.1606
sec_contact_schange	Round_4_Replicate_26	-182309.93	364635.86	335422.71	494178.15	3.7768,25.2955,0.0354,0.0422,14.5692,1.935,0.2027,0.159
sec_contact_schange	Round_4_Replicate_27	-155797.18	311610.36	293564.35	382510.81	3.1811,20.1282,0.0888,0.0464,4.3884,1.4258,0.2685,0.1541
sec_contact_schange	Round_4_Replicate_28	-155327.98	310671.96	280035.26	392492.84	3.6053,25.5622,0.0822,0.0597,4.8956,1.0386,0.2601,0.1974
sec_contact_schange	Round_4_Replicate_29	-154887.42	309790.84	295543.29	422817.16	8.5079,26.7372,0.0435,0.0257,4.4795,0.8225,0.1904,0.0906
sec_contact_schange	Round_4_Replicate_30	-178372.95	356761.9	335928.4	420313.89	3.6517,19.881,0.0561,0.0606,10.5597,1.2988,0.3922,0.2353
sec_contact_schange	Round_4_Replicate_31	-145284.01	290584.02	269990.46	394550.39	5.4307,23.5669,0.0491,0.0347,7.2605,1.8745,0.3616,0.1342
sec_contact_schange	Round_4_Replicate_32	-154237.46	308490.92	294521.43	348374.67	7.3994,19.9096,0.0616,0.0535,8.0835,0.5998,0.5231,0.189
sec_contact_schange	Round_4_Replicate_33	-172869.3	345754.6	314184.38	364533.43	8.1633,17.8056,0.0561,0.049,3.9582,0.5608,0.3081,0.1265
sec_contact_schange	Round_4_Replicate_34	-150606.78	301229.56	275206.03	408295.99	8.7152,26.6465,0.0671,0.051,5.5355,1.5796,0.2262,0.1817
sec_contact_schange	Round_4_Replicate_35	-156554.44	313124.88	282739.04	412606.13	4.0286,26.0416,0.0764,0.0566,4.8209,1.6363,0.2556,0.2129
sec_contact_schange	Round_4_Replicate_36	-153537.37	307090.74	290768.88	369672.2	4.3914,16.027,0.0477,0.0377,9.0677,0.4985,0.3468,0.1036
sec_contact_schange	Round_4_Replicate_37	-149707.01	299430.02	268393.93	419232.77	11.9898,27.4669,0.0548,0.0486,6.4157,1.1439,0.2053,0.1626
sec_contact_schange	Round_4_Replicate_38	-161906.9	323829.8	308224.39	381028.2	10.4783,23.522,0.06,0.0371,3.43,1.5691,0.2493,0.1194
sec_contact_schange	Round_4_Replicate_39	-194267.09	388550.18	404295.55	305279.34	8.3072,26.2711,0.0665,0.0292,6.4419,1.5086,0.5115,0.1122
sec_contact_schange	Round_4_Replicate_40	-160575.47	321166.94	310744.74	309749.03	3.7136,21.3808,0.0495,0.0482,11.1911,1.4905,0.6946,0.1446
sec_contact_schange	Round_4_Replicate_41	-165092.88	330201.76	316513.14	403263.71	5.5006,26.9857,0.0522,0.0526,11.4409,0.485,0.385,0.1984
sec_contact_schange	Round_4_Replicate_42	-154383.02	308782.04	295577.89	368253.77	4.4299,14.1501,0.0643,0.0412,6.0237,0.7789,0.3668,0.1321
sec_contact_schange	Round_4_Replicate_43	-152180.43	304376.86	275280.61	417714.22	6.0402,20.6313,0.066,0.0484,4.9904,0.8023,0.1755,0.1474
sec_contact_schange	Round_4_Replicate_44	-146839.23	293694.46	274654.66	355842.94	12.3782,18.7403,0.0332,0.0328,12.0471,0.5272,0.5991,0.1232
sec_contact_schange	Round_4_Replicate_45	-144669.68	289355.36	264869.86	410012.27	4.0524,24.6527,0.0451,0.0317,8.0713,0.6274,0.2729,0.1083
sec_contact_schange	Round_4_Replicate_46	-144655.55	289327.1	263904.69	374113.3	3.7673,28.4572,0.044,0.0323,8.5591,1.3646,0.4048,0.1132
sec_contact_schange	Round_4_Replicate_47	-154997.06	310010.12	303874.9	340856.27	7.2772,13.1619,0.0423,0.0309,8.1122,0.8491,0.5638,0.1091
sec_contact_schange	Round_4_Replicate_48	-142475.65	284967.3	261159.27	404501.33	3.7977,16.9782,0.0428,0.0287,7.7706,1.4071,0.2833,0.0917
sec_contact_schange	Round_4_Replicate_49	-150791.58	301599.16	274423.89	412768.08	3.5978,17.7098,0.0679,0.0484,5.823,0.9124,0.2247,0.1514
sec_contact_schange	Round_4_Replicate_50	-157082.39	314180.78	294680.43	318242.15	3.905,16.7371,0.0655,0.0512,5.7922,0.7663,0.6062,0.1574
sec_contact_schange	Round_4_Replicate_51	-158230.3	316476.6	296427.53	307627.12	8.7771,18.95,0.0716,0.0642,5.4853,0.8151,0.609,0.1962
sec_contact_schange	Round_4_Replicate_52	-150137.37	300290.74	268773.95	441404.53	10.2783,22.2864,0.0452,0.0427,7.5696,0.893,0.2044,0.146
sec_contact_schange	Round_4_Replicate_53	-146493.62	293003.24	266080.78	388509.77	3.3472,13.8795,0.0512,0.0426,8.3118,1.6544,0.4029,0.1383
sec_contact_schange	Round_4_Replicate_54	-171107.76	342231.52	338400.14	391041.15	3.1484,23.3823,0.0956,0.0634,6.3213,1.0992,0.236,0.2087
sec_contact_schange	Round_4_Replicate_55	-175046.97	350109.94	335679.58	314158.07	5.6133,16.5873,0.1043,0.0825,3.3396,0.5234,0.5513,0.2614
sec_contact_schange	Round_4_Replicate_56	-160741.87	321499.74	300939.16	334505.75	3.0952,18.6172,0.0856,0.0653,4.9326,0.6982,0.5546,0.2221
sec_contact_schange	Round_4_Replicate_57	-153316.56	306649.12	295152.75	353545.03	5.2218,20.2243,0.0549,0.0472,9.9064,0.798,0.5463,0.1707
sec_contact_schange	Round_4_Replicate_58	-142612.8	285241.6	268072.41	341531.18	2.7588,26.0392,0.0351,0.0266,13.5042,1.356,0.6464,0.1045
sec_contact_schange	Round_4_Replicate_59	-154135.48	308286.96	293915.04	338170.63	4.8819,21.7945,0.0471,0.0319,7.3691,0.7918,0.4883,0.1057
sec_contact_schange	Round_4_Replicate_60	-154968.76	309953.52	277943.15	434221.0	12.9593,26.6306,0.0521,0.0541,7.8566,0.5747,0.2005,0.1845
sec_contact_schange	Round_4_Replicate_61	-156920.86	313857.72	290653.57	411187.01	5.7783,21.3983,0.0394,0.0282,5.3431,0.502,0.245,0.0892
sec_contact_schange	Round_4_Replicate_62	-148595.51	297207.02	279839.46	363439.66	9.6675,16.258,0.0525,0.0421,6.6122,1.4319,0.4422,0.1478
sec_contact_schange	Round_4_Replicate_63	-201470.66	402957.32	472351.96	323653.04	8.7505,27.5443,0.0899,0.0675,7.5577,1.0147,0.4071,0.2007
sec_contact_schange	Round_4_Replicate_64	-148879.93	297775.86	282068.22	404134.98	6.4637,24.8064,0.0528,0.0357,7.8254,0.7685,0.25,0.1225
sec_contact_schange	Round_4_Replicate_65	-148355.52	296727.04	264552.51	435988.72	4.5645,25.7698,0.0581,0.0413,5.604,1.1869,0.161,0.1329
sec_contact_schange	Round_4_Replicate_66	-165594.65	331205.3	310080.02	433186.19	4.0312,16.062,0.0561,0.0495,8.7257,1.1014,0.3266,0.1948
sec_contact_schange	Round_4_Replicate_67	-147757.71	295531.42	276302.9	375977.1	3.2522,25.2975,0.0573,0.0401,7.9418,1.0442,0.4133,0.1489
sec_contact_schange	Round_4_Replicate_68	-159409.58	318835.16	303959.75	411071.04	3.6116,28.7971,0.0743,0.0348,3.2769,1.2219,0.2008,0.1265
sec_contact_schange	Round_4_Replicate_69	-163993.07	328002.14	305361.85	367778.46	3.1525,26.0045,0.1065,0.0715,4.5263,0.554,0.2937,0.2383
sec_contact_schange	Round_4_Replicate_70	-186146.34	372308.68	340285.86	344377.98	11.1346,25.6214,0.0673,0.0609,3.1653,0.6323,0.3367,0.1615
sec_contact_schange	Round_4_Replicate_71	-147740.86	295497.72	276628.65	364348.77	4.0149,18.9784,0.0619,0.0408,6.2662,1.4603,0.4015,0.1376
sec_contact_schange	Round_4_Replicate_72	-173627.78	347271.56	306337.76	409684.79	3.7045,22.7896,0.0656,0.0665,5.2082,1.1751,0.2726,0.2117
sec_contact_schange	Round_4_Replicate_73	-159430.88	318877.76	291965.24	426963.19	4.2692,13.5983,0.0763,0.0594,4.9913,0.4804,0.1807,0.1833
sec_contact_schange	Round_4_Replicate_74	-168960.83	337937.66	311107.65	358400.88	9.0288,16.8782,0.0917,0.0759,3.1328,0.8121,0.3045,0.2234
