Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2)
anc_sym_mig	Round_2_Replicate_6	-81609.97	163229.94	223034.17	27236.87	0.2185,6.9803,5.0844,0.0397,0.0459
anc_sym_mig	Round_2_Replicate_7	-113053.59	226117.18	296446.0	17439.79	0.6278,22.5012,0.7759,0.1171,0.1846
anc_sym_mig	Round_2_Replicate_8	-81007.45	162024.9	234812.17	25979.93	0.2665,18.1214,1.04,0.0549,0.036
anc_sym_mig	Round_2_Replicate_9	-133612.58	267235.16	435866.1	11452.57	1.4948,11.4944,0.5737,0.218,0.4467
anc_sym_mig	Round_2_Replicate_10	-167925.04	335860.08	570472.2	20666.69	0.2893,5.1703,3.1111,0.0305,0.2792
anc_sym_mig	Round_2_Replicate_11	-100886.58	201783.16	2418871.34	16182.94	1.0777,11.509,6.7592,0.2402,0.0972
anc_sym_mig	Round_2_Replicate_12	-94667.39	189344.78	289046.79	16692.78	1.1261,3.9845,1.0718,0.1439,0.2075
anc_sym_mig	Round_2_Replicate_13	-233000.42	466010.84	1084208.77	17166.68	0.201,24.1182,2.5158,0.3499,0.1856
anc_sym_mig	Round_2_Replicate_14	-95409.49	190828.98	1758508.52	17078.52	1.4752,5.261,1.1413,0.2144,0.0412
anc_sym_mig	Round_2_Replicate_15	-79135.3	158280.6	424269.07	21980.62	0.6064,6.478,2.4533,0.083,0.0717
anc_sym_mig	Round_2_Replicate_16	-155530.38	311070.76	574996.16	20305.75	0.4421,2.2011,4.2076,0.0519,0.3904
anc_sym_mig	Round_2_Replicate_17	-84938.09	169886.18	393660.38	21571.15	0.5181,12.83,1.7353,0.1312,0.0401
anc_sym_mig	Round_2_Replicate_18	-126629.08	253268.16	307165.68	26740.99	0.1511,9.9548,2.7853,0.0293,0.0826
anc_sym_mig	Round_2_Replicate_19	-124352.29	248714.58	306468.25	23739.1	0.2396,6.6539,0.4554,0.1411,0.04
anc_sym_mig	Round_2_Replicate_20	-104755.85	209521.7	235963.22	27436.67	0.1985,2.3747,0.9219,0.057,0.0666
anc_sym_mig	Round_3_Replicate_1	-78557.58	157125.16	614069.84	22398.86	0.6281,9.4379,5.0288,0.0438,0.0868
anc_sym_mig	Round_3_Replicate_2	-71476.38	142962.76	756428.16	26492.41	0.3444,22.3351,1.126,0.0338,0.0276
anc_sym_mig	Round_3_Replicate_3	-96193.64	192397.28	3730515.23	17605.94	1.7299,2.9124,1.6485,0.2178,0.0183
anc_sym_mig	Round_3_Replicate_4	-68434.67	136879.34	894451.86	25162.81	0.5454,2.3282,2.0103,0.0664,0.0228
anc_sym_mig	Round_3_Replicate_5	-97455.15	194920.3	1669925.94	17393.49	1.5165,14.4521,1.5866,0.0266,0.1861
anc_sym_mig	Round_3_Replicate_6	-70907.23	141824.46	680959.37	26593.56	0.3362,13.156,0.8053,0.0491,0.0136
anc_sym_mig	Round_3_Replicate_7	-66059.91	132129.82	870650.65	26029.82	0.5005,2.2324,3.1485,0.0219,0.0486
anc_sym_mig	Round_3_Replicate_8	-93231.71	186473.42	1943942.37	18355.92	1.5083,7.3527,1.0416,0.0611,0.1275
anc_sym_mig	Round_3_Replicate_9	-89393.24	178796.48	277294.2	20462.0	0.5995,18.5757,1.9525,0.018,0.1667
anc_sym_mig	Round_3_Replicate_10	-69791.81	139593.62	770796.18	23324.67	0.7241,1.9324,1.7189,0.1151,0.016
anc_sym_mig	Round_3_Replicate_11	-71063.48	142136.96	554531.09	23837.45	0.6144,3.7921,2.4431,0.0115,0.094
anc_sym_mig	Round_3_Replicate_12	-62347.05	124704.1	503044.18	28372.98	0.2834,1.9762,2.8487,0.018,0.0317
anc_sym_mig	Round_3_Replicate_13	-68162.6	136335.2	455640.67	24610.15	0.4047,1.6083,8.2267,0.2203,0.0389
anc_sym_mig	Round_3_Replicate_14	-72773.23	145556.46	1168856.89	25343.97	0.4821,6.0349,2.0532,0.0436,0.0321
anc_sym_mig	Round_3_Replicate_15	-67686.01	135382.02	556487.25	24796.02	0.5544,2.5894,2.7518,0.0385,0.0579
anc_sym_mig	Round_3_Replicate_16	-79192.88	158395.76	381379.98	21654.42	0.6726,7.1334,0.608,0.0435,0.1076
anc_sym_mig	Round_3_Replicate_17	-72183.49	144376.98	621072.01	26189.99	0.3472,18.7559,3.5397,0.0291,0.04
anc_sym_mig	Round_3_Replicate_18	-70919.87	141849.74	771724.53	26954.42	0.3125,23.2871,0.8651,0.0421,0.0137
anc_sym_mig	Round_3_Replicate_19	-71919.75	143849.5	551391.21	25577.85	0.3918,7.1246,11.1517,0.0276,0.0568
anc_sym_mig	Round_3_Replicate_20	-139663.68	279337.36	386699.56	20790.62	0.3211,8.5629,0.5834,0.0221,0.2302
anc_sym_mig	Round_3_Replicate_21	-64687.98	129385.96	913948.64	25823.21	0.5675,1.6478,2.1801,0.0378,0.037
anc_sym_mig	Round_3_Replicate_22	-79739.38	159488.76	702362.27	21361.09	0.7616,5.8429,3.4389,0.0726,0.0826
anc_sym_mig	Round_3_Replicate_23	-89595.6	179201.2	229371.21	22364.04	0.4311,10.7559,2.8476,0.0214,0.1385
anc_sym_mig	Round_3_Replicate_24	-67871.16	135752.32	275988.84	22593.21	0.6524,1.5397,1.4859,0.2039,0.0122
anc_sym_mig	Round_3_Replicate_25	-79205.32	158420.64	683438.27	21227.7	0.7953,4.9887,3.8366,0.0709,0.0889
anc_sym_mig	Round_3_Replicate_26	-67339.64	134689.28	624706.85	28516.02	0.2292,8.658,0.8877,0.0229,0.0183
anc_sym_mig	Round_3_Replicate_27	-87159.43	174328.86	272507.38	20064.74	0.6199,4.9669,3.6069,0.129,0.1178
anc_sym_mig	Round_3_Replicate_28	-84292.56	168595.12	1941346.17	20404.33	1.3662,3.6107,0.6905,0.0555,0.0882
anc_sym_mig	Round_3_Replicate_29	-84639.29	169288.58	488848.75	20873.35	0.5295,4.7429,2.023,0.2218,0.0124
anc_sym_mig	Round_3_Replicate_30	-93109.41	186228.82	2342141.98	19074.88	1.3552,11.933,0.747,0.0287,0.137
anc_sym_mig	Round_4_Replicate_1	-60551.09	121112.18	466366.39	28969.38	0.2557,1.5653,5.5715,0.012,0.0327
anc_sym_mig	Round_4_Replicate_2	-66299.52	132609.04	640423.41	27651.11	0.3052,3.8879,2.0856,0.0178,0.0345
anc_sym_mig	Round_4_Replicate_3	-64988.13	129986.26	317214.26	25677.9	0.4564,2.0885,2.5058,0.0367,0.0593
anc_sym_mig	Round_4_Replicate_4	-58557.88	117125.76	358134.62	27032.02	0.4366,1.2414,2.8022,0.0279,0.0474
anc_sym_mig	Round_4_Replicate_5	-62749.44	125508.88	310842.0	25980.78	0.4658,1.7902,2.7568,0.0102,0.0787
anc_sym_mig	Round_4_Replicate_6	-58521.99	117053.98	403436.18	29517.94	0.232,1.2387,1.474,0.0116,0.0289
anc_sym_mig	Round_4_Replicate_7	-58472.77	116955.54	521534.6	28684.28	0.3027,1.2193,2.458,0.013,0.0336
anc_sym_mig	Round_4_Replicate_8	-59099.46	118208.92	488201.38	28246.83	0.3306,1.3086,2.5481,0.0207,0.0327
anc_sym_mig	Round_4_Replicate_9	-59655.56	119321.12	404822.82	27606.94	0.3704,1.4338,2.0684,0.0173,0.0456
anc_sym_mig	Round_4_Replicate_10	-59981.15	119972.3	345318.37	28633.04	0.2804,1.4495,5.004,0.0171,0.0374
anc_sym_mig	Round_4_Replicate_11	-64368.06	128746.12	615741.7	28355.01	0.2703,2.802,5.1275,0.011,0.0347
anc_sym_mig	Round_4_Replicate_12	-56002.4	112014.8	316881.17	28963.96	0.2951,1.0053,3.886,0.0127,0.0399
anc_sym_mig	Round_4_Replicate_13	-66231.61	132473.22	403873.53	25585.6	0.4641,2.6859,1.7632,0.0138,0.0728
anc_sym_mig	Round_4_Replicate_14	-59326.53	118663.06	318392.27	27604.92	0.3651,1.3801,3.9414,0.0152,0.0529
anc_sym_mig	Round_4_Replicate_15	-63638.54	127287.08	508648.85	25982.89	0.4895,1.9462,2.6519,0.0186,0.0604
anc_sym_mig	Round_4_Replicate_16	-64166.04	128342.08	428138.59	28680.2	0.2397,2.7846,4.9338,0.0101,0.0362
anc_sym_mig	Round_4_Replicate_17	-64921.44	129852.88	415251.78	28058.04	0.2749,2.8269,4.9319,0.0178,0.0375
anc_sym_mig	Round_4_Replicate_18	-62722.56	125455.12	526099.15	28262.12	0.2888,2.115,5.4898,0.0109,0.0387
anc_sym_mig	Round_4_Replicate_19	-57512.75	115035.5	257439.25	28452.59	0.3151,1.1492,1.7818,0.0124,0.0496
anc_sym_mig	Round_4_Replicate_20	-64866.6	129743.2	671628.9	29897.23	0.1658,3.5831,3.4206,0.0121,0.0164
anc_sym_mig	Round_4_Replicate_21	-59202.73	118415.46	399244.64	30136.91	0.1884,1.2421,2.6813,0.0114,0.0229
anc_sym_mig	Round_4_Replicate_22	-59687.55	119385.1	425527.01	28837.54	0.2726,1.4038,4.0311,0.0175,0.0312
anc_sym_mig	Round_4_Replicate_23	-60113.41	120236.82	367044.76	28988.36	0.2537,1.5046,3.1519,0.0125,0.0351
anc_sym_mig	Round_4_Replicate_24	-59030.04	118070.08	342799.56	28654.08	0.2861,1.3661,1.7459,0.0102,0.0424
anc_sym_mig	Round_4_Replicate_25	-66336.47	132682.94	502529.73	27154.72	0.3325,3.2734,4.2723,0.0238,0.0401
anc_sym_mig	Round_4_Replicate_26	-64082.12	128174.24	450149.0	27052.98	0.3638,2.4313,1.5281,0.0136,0.0516
anc_sym_mig	Round_4_Replicate_27	-57466.04	114942.08	376093.02	28919.96	0.2857,1.1386,1.8611,0.0191,0.0306
anc_sym_mig	Round_4_Replicate_28	-60437.61	120885.22	579798.3	30227.6	0.1731,1.3959,1.5525,0.0113,0.0168
anc_sym_mig	Round_4_Replicate_29	-61927.02	123864.04	488928.54	26991.16	0.407,1.7809,1.9424,0.0124,0.0536
anc_sym_mig	Round_4_Replicate_30	-62728.9	125467.8	512773.57	28325.43	0.2832,2.1134,1.9495,0.0188,0.0306
anc_sym_mig	Round_4_Replicate_31	-65088.26	130186.52	347862.81	26329.71	0.3997,2.3413,2.3415,0.0312,0.0512
anc_sym_mig	Round_4_Replicate_32	-55749.85	111509.7	278846.71	27702.01	0.4042,1.0098,1.5709,0.0167,0.0536
anc_sym_mig	Round_4_Replicate_33	-63721.07	127452.14	525155.72	30071.54	0.1621,2.6007,3.9126,0.0109,0.0187
anc_sym_mig	Round_4_Replicate_34	-58053.5	116117.0	401746.67	27999.3	0.3577,1.1879,4.7519,0.0227,0.039
anc_sym_mig	Round_4_Replicate_35	-59001.24	118012.48	371889.88	28611.97	0.2913,1.3609,1.5376,0.0138,0.0381
anc_sym_mig	Round_4_Replicate_36	-59986.87	119983.74	340528.83	28624.77	0.2788,1.4974,3.8412,0.0102,0.0427
anc_sym_mig	Round_4_Replicate_37	-59973.68	119957.36	350591.09	28832.51	0.265,1.4867,1.9411,0.0152,0.0349
anc_sym_mig	Round_4_Replicate_38	-61389.4	122788.8	435501.23	29440.47	0.2162,1.7092,3.1177,0.0157,0.0245
anc_sym_mig	Round_4_Replicate_39	-58557.08	117124.16	376578.07	28795.95	0.2827,1.2878,3.1352,0.0111,0.0388
anc_sym_mig	Round_4_Replicate_40	-57285.93	114581.86	302073.65	28526.88	0.3134,1.1465,3.3871,0.0109,0.0468
