Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, T1, T2, T3)
bottle_schange_thr_epoch	Round_2_Replicate_2	-2058323.1	4116664.2	22791627.98	153094.43	1.1424,1.7278,1.7957,0.8079,3.4673,2.4513,1.0261,0.5053,0.1989
bottle_schange_thr_epoch	Round_2_Replicate_3	-1765540.01	3531098.02	8377428.99	141110.94	0.9527,6.6256,0.5771,4.266,1.6727,7.5925,0.5852,0.2034,0.3766
bottle_schange_thr_epoch	Round_2_Replicate_4	-3489924.03	6979866.06	148496767.14	146955.85	0.7134,2.6017,0.4068,0.8897,3.2912,4.6449,2.023,0.1204,0.3216
bottle_schange_thr_epoch	Round_2_Replicate_5	-4580875.19	9161768.38	568651250.97	90738.46	2.4077,3.9041,0.3291,2.1365,1.8773,20.6276,5.4855,0.396,0.2885
bottle_schange_thr_epoch	Round_2_Replicate_6	-2321783.67	4643585.34	29682367.16	164968.98	1.9967,1.4206,1.7308,0.6158,0.6591,9.7133,0.7981,0.5035,0.5844
bottle_schange_thr_epoch	Round_2_Replicate_7	-2591669.02	5183356.04	38600780.55	191768.32	1.2959,0.8528,0.5838,3.3423,0.3233,9.9345,1.2744,0.3485,0.0779
bottle_schange_thr_epoch	Round_2_Replicate_8	-1897756.53	3795531.06	11260299.05	143248.44	2.9038,1.5493,2.3531,4.6698,0.4258,6.4655,0.6524,0.1067,0.8787
bottle_schange_thr_epoch	Round_2_Replicate_9	-1764018.37	3528054.74	16698416.71	86104.82	4.7262,5.2803,1.0895,1.3252,2.7831,21.1964,3.3905,0.2051,0.0989
bottle_schange_thr_epoch	Round_2_Replicate_10	-2165607.47	4331232.94	21712596.84	238108.04	0.6668,1.1147,0.4691,1.5172,0.3545,4.1638,0.9553,0.1764,0.0805
bottle_schange_thr_epoch	Round_2_Replicate_11	-1741083.16	3482184.32	16353006.03	149929.51	5.2606,1.4719,0.8298,0.7913,0.3884,4.6154,2.0024,0.0735,0.1543
bottle_schange_thr_epoch	Round_2_Replicate_12	-1646522.2	3293062.4	6843702.61	119791.64	0.8736,9.6665,1.6611,4.6453,1.4574,9.7524,0.466,0.042,0.8008
bottle_schange_thr_epoch	Round_2_Replicate_13	-1900149.67	3800317.34	16207807.53	141470.66	4.8259,8.1681,0.5064,1.1686,2.7625,2.7317,0.7205,0.2294,0.8748
bottle_schange_thr_epoch	Round_2_Replicate_14	-2253563.05	4507144.1	22798388.23	179426.63	0.6257,2.8183,0.531,1.1404,0.7986,26.0632,1.1928,0.082,0.1237
bottle_schange_thr_epoch	Round_2_Replicate_15	-3366332.51	6732683.02	104865569.21	90739.91	1.001,7.3457,0.9308,5.1873,3.4333,1.8778,3.1325,0.0447,0.0866
bottle_schange_thr_epoch	Round_2_Replicate_16	-5778304.31	11556626.62	4722367439.06	107291.19	0.5974,3.8689,0.4808,3.0263,2.0724,3.8244,3.9757,0.0432,0.1313
bottle_schange_thr_epoch	Round_2_Replicate_17	-1833743.27	3667504.54	15250581.77	87655.83	2.798,5.7466,0.7976,1.694,4.2984,23.1035,2.9066,0.0645,0.0636
bottle_schange_thr_epoch	Round_2_Replicate_18	-2776615.45	5553248.9	44316209.23	176019.74	4.8474,0.9438,0.2454,3.1991,1.842,5.0383,1.3909,0.287,0.2057
bottle_schange_thr_epoch	Round_2_Replicate_19	-4415671.76	8831361.52	640950806.82	119709.21	1.8719,5.5789,1.4273,0.4678,0.365,3.4693,5.5341,0.5814,0.1425
bottle_schange_thr_epoch	Round_2_Replicate_20	-2388165.43	4776348.86	30426535.47	136765.61	0.763,9.9017,0.5975,0.5867,4.0846,6.9267,1.0267,0.1464,0.6263
bottle_schange_thr_epoch	Round_2_Replicate_21	-3609589.97	7219197.94	167073678.81	185152.33	1.2803,4.1266,0.3545,0.3724,4.2317,1.8531,2.6203,0.3473,0.1229
bottle_schange_thr_epoch	Round_2_Replicate_22	-2686265.7	5372549.4	51427013.67	136930.37	0.4316,10.2935,2.5658,1.5754,1.0548,26.0787,1.1357,0.5065,0.1021
bottle_schange_thr_epoch	Round_2_Replicate_23	-4300845.69	8601709.38	320430614.76	113254.18	0.431,8.9797,2.0227,1.2913,2.8029,17.2147,2.0463,0.0641,0.097
bottle_schange_thr_epoch	Round_2_Replicate_24	-4716064.64	9432147.28	937054331.64	130983.78	2.1058,2.9311,2.2505,0.3904,0.5071,2.303,4.3201,0.5874,0.5158
bottle_schange_thr_epoch	Round_2_Replicate_25	-2362876.99	4725771.98	32649303.57	178000.33	0.5879,4.6445,2.7958,0.397,2.522,3.2269,1.3695,0.1409,0.0749
bottle_schange_thr_epoch	Round_2_Replicate_26	-5511650.11	11023318.22	3790908740.76	155535.16	0.3756,1.4681,1.6477,2.3559,0.9959,3.2601,2.3211,0.2808,0.0612
bottle_schange_thr_epoch	Round_2_Replicate_27	-2040078.05	4080174.1	22374554.06	230013.25	0.5186,6.1261,1.9527,0.4984,0.3772,2.3738,0.7589,0.325,0.2628
bottle_schange_thr_epoch	Round_2_Replicate_28	-4530891.1	9061800.2	535291844.41	140562.71	0.884,9.7435,0.3958,0.6246,0.4729,23.1198,3.0369,0.3175,0.3122
bottle_schange_thr_epoch	Round_2_Replicate_29	-5447013.7	10894045.4	2874933327.56	92976.86	1.7212,0.9435,0.7309,3.0891,2.9621,16.4353,3.939,0.0752,0.8069
bottle_schange_thr_epoch	Round_2_Replicate_30	-2240067.03	4480152.06	28202381.05	73943.83	2.4967,10.4722,2.4541,1.071,1.0502,6.4318,3.8394,0.0403,0.1626
bottle_schange_thr_epoch	Round_3_Replicate_1	-4521591.3	9043200.6	440795835.98	105088.45	0.3421,29.3959,4.2275,1.5438,0.5054,29.1915,1.6558,0.0368,0.4432
bottle_schange_thr_epoch	Round_3_Replicate_2	-1702755.28	3405528.56	13036167.82	86944.6	1.4687,7.8821,4.9857,6.4834,2.6495,3.1226,0.5499,0.0583,2.1636
bottle_schange_thr_epoch	Round_3_Replicate_3	-1544921.6	3089861.2	4747350.96	100927.57	1.5714,26.2873,5.7489,2.4422,2.8395,25.4571,0.4287,0.0235,0.744
bottle_schange_thr_epoch	Round_3_Replicate_4	-2726829.03	5453676.06	54024471.56	117019.05	2.606,3.3075,1.245,3.6726,0.979,2.9072,1.2929,0.0131,1.9278
bottle_schange_thr_epoch	Round_3_Replicate_5	-1530185.29	3060388.58	5157862.45	116925.02	0.4455,9.7281,2.1455,12.4763,1.9611,5.9353,0.1534,0.1041,0.9078
bottle_schange_thr_epoch	Round_3_Replicate_6	-938583.88	1877185.76	2084759.14	198346.21	0.8987,2.4868,4.1793,1.3385,0.7884,7.6694,0.2011,0.0154,0.2926
bottle_schange_thr_epoch	Round_3_Replicate_7	-2465272.14	4930562.28	23556324.77	165390.39	0.2964,4.3902,0.5968,1.2253,0.5822,14.8564,0.285,0.0243,0.8171
bottle_schange_thr_epoch	Round_3_Replicate_8	-1425948.23	2851914.46	5029625.76	123200.56	1.3143,7.9179,1.6162,4.0074,4.436,3.0476,0.8484,0.1266,0.2436
bottle_schange_thr_epoch	Round_3_Replicate_9	-1387421.46	2774860.92	3429675.62	189397.33	0.2424,7.3354,3.0561,13.4777,2.0739,25.8823,0.1081,0.0256,0.2158
bottle_schange_thr_epoch	Round_3_Replicate_10	-2623829.67	5247677.34	24644676.83	97616.86	0.5587,2.4072,3.6173,4.1356,0.6223,24.1821,0.2989,0.019,1.8007
bottle_schange_thr_epoch	Round_3_Replicate_11	-1892745.27	3785508.54	9437978.84	117678.57	2.8855,11.4485,0.422,5.6171,0.5199,3.2943,1.5446,0.0642,0.2805
bottle_schange_thr_epoch	Round_3_Replicate_12	-2285773.67	4571565.34	26486255.4	171293.17	0.6768,6.1448,0.4619,1.7651,0.9588,2.649,0.3158,0.0127,1.1674
bottle_schange_thr_epoch	Round_3_Replicate_13	-1970088.81	3940195.62	14445706.83	122911.18	2.1785,6.7622,4.9203,7.5161,0.5983,3.6046,0.1839,0.0127,2.0621
bottle_schange_thr_epoch	Round_3_Replicate_14	-1820678.08	3641374.16	11985037.31	180622.85	0.432,26.5063,0.6942,3.0513,0.732,2.4962,0.2184,0.0106,0.921
bottle_schange_thr_epoch	Round_3_Replicate_15	-1469840.32	2939698.64	4025938.89	148096.29	1.0033,7.5317,0.8353,5.1524,1.1236,18.3431,0.2427,0.0127,0.5643
bottle_schange_thr_epoch	Round_3_Replicate_16	-2587791.76	5175601.52	25370129.59	84358.66	2.975,3.6472,5.8739,11.4672,0.4794,22.2848,1.6752,0.013,1.3255
bottle_schange_thr_epoch	Round_3_Replicate_17	-1703070.13	3406158.26	6299807.28	125395.25	2.8503,20.6467,2.782,7.1568,0.4236,7.7556,0.6143,0.0878,0.7527
bottle_schange_thr_epoch	Round_3_Replicate_18	-2296708.11	4593434.22	26136090.37	67037.44	0.9594,23.8269,6.0051,16.112,2.0938,6.5598,0.8267,0.1384,2.595
bottle_schange_thr_epoch	Round_3_Replicate_19	-1032561.21	2065140.42	2143810.8	204917.65	2.6331,24.8429,0.6968,3.8226,0.8235,4.5916,0.1026,0.0189,0.3765
bottle_schange_thr_epoch	Round_3_Replicate_20	-1125501.56	2251021.12	2736613.34	165121.0	1.4097,4.9519,5.1479,6.4258,0.7718,4.5311,0.4358,0.0103,0.2148
bottle_schange_thr_epoch	Round_3_Replicate_21	-3192865.03	6385748.06	71486627.68	121729.0	0.5815,5.6139,1.069,8.9788,0.7873,4.7168,1.697,0.0117,0.2682
bottle_schange_thr_epoch	Round_3_Replicate_22	-1272282.83	2544583.66	3193186.11	140091.33	2.7834,24.6701,0.8816,11.5692,1.9387,3.0373,0.4552,0.0366,0.3856
bottle_schange_thr_epoch	Round_3_Replicate_23	-2031467.72	4062953.44	18070260.16	95629.35	3.8319,4.3597,0.9876,1.3022,2.9958,10.3078,1.0196,0.0609,1.4296
bottle_schange_thr_epoch	Round_3_Replicate_24	-3294469.92	6588957.84	71458221.39	127820.41	1.1248,6.9721,0.5038,5.7667,0.5619,6.0484,0.3088,0.082,1.5215
bottle_schange_thr_epoch	Round_3_Replicate_25	-2817118.47	5634254.94	36429746.94	126535.49	0.9982,4.9762,0.7224,5.69,0.4296,7.066,1.4031,0.0457,0.5759
bottle_schange_thr_epoch	Round_3_Replicate_26	-3403825.5	6807669.0	67197434.19	74739.74	0.8217,14.06,1.1037,17.8692,0.9676,17.6903,0.4919,0.0882,2.2242
bottle_schange_thr_epoch	Round_3_Replicate_27	-1970419.63	3940857.26	7378982.6	99599.15	0.5367,23.4362,1.2145,12.137,5.8672,25.1029,0.3414,0.1131,0.6499
bottle_schange_thr_epoch	Round_3_Replicate_28	-2270376.35	4540770.7	23707009.74	80289.41	0.3717,5.1387,1.8472,12.0208,3.3305,5.8691,0.3065,0.0629,2.0888
bottle_schange_thr_epoch	Round_3_Replicate_29	-2811250.02	5622518.04	36392279.72	123559.74	0.3739,28.0679,0.4425,1.8996,4.4996,10.2017,0.8559,0.0157,0.4475
bottle_schange_thr_epoch	Round_3_Replicate_30	-1806735.6	3613489.2	9743890.07	150445.79	0.7983,5.4285,3.8295,15.7019,0.4034,2.5288,0.1741,0.0673,1.28
bottle_schange_thr_epoch	Round_3_Replicate_31	-3939322.5	7878663.0	176993764.25	109006.74	0.8733,20.9347,0.4659,1.5077,0.7237,19.6373,0.3485,0.0858,1.9052
bottle_schange_thr_epoch	Round_3_Replicate_32	-2969659.41	5939336.82	41466454.76	117885.13	3.0631,2.9334,0.5138,4.3525,0.7039,13.387,0.2489,0.0898,1.4348
bottle_schange_thr_epoch	Round_3_Replicate_33	-1057173.04	2114364.08	2387382.2	181722.25	1.2865,5.3609,1.4809,4.4184,0.9169,4.0769,0.3528,0.024,0.2175
bottle_schange_thr_epoch	Round_3_Replicate_34	-2081717.41	4163452.82	16584417.44	123950.55	0.8342,26.0637,1.2972,9.2916,0.9047,2.9972,0.7167,0.0768,1.0176
bottle_schange_thr_epoch	Round_3_Replicate_35	-3194699.08	6389416.16	76590316.29	121240.59	1.99,11.1549,0.5068,7.1365,0.8106,4.5626,0.1507,0.0323,1.9909
bottle_schange_thr_epoch	Round_3_Replicate_36	-2379413.48	4758844.96	18557778.34	131093.42	0.369,7.5144,1.6549,13.1558,1.1679,8.527,0.6697,0.1419,0.2951
bottle_schange_thr_epoch	Round_3_Replicate_37	-1825004.64	3650027.28	15924408.07	77169.97	2.1757,19.4849,5.8839,3.0762,4.901,2.4728,0.7308,0.0128,2.2695
bottle_schange_thr_epoch	Round_3_Replicate_38	-2855351.18	5710720.36	39093108.57	95234.05	0.3039,23.7248,1.3737,5.6481,1.512,23.1024,0.5077,0.015,1.2399
bottle_schange_thr_epoch	Round_3_Replicate_39	-1966456.06	3932930.12	12305898.4	62026.32	0.8544,3.584,4.8139,8.0903,4.7582,11.5937,0.2692,0.0699,2.4547
bottle_schange_thr_epoch	Round_3_Replicate_40	-1606268.39	3212554.78	5315157.6	140156.3	0.7248,8.3046,1.2537,4.0825,3.1871,14.2607,0.6382,0.0327,0.2078
bottle_schange_thr_epoch	Round_3_Replicate_41	-1721370.41	3442758.82	10543221.54	119078.17	2.129,4.7229,1.6454,9.8403,0.7452,2.6829,1.4517,0.0507,0.5505
bottle_schange_thr_epoch	Round_3_Replicate_42	-827043.06	1654104.12	1725964.73	217613.73	1.3583,2.6065,2.8718,2.101,0.3879,3.6635,0.2362,0.0598,0.2324
bottle_schange_thr_epoch	Round_3_Replicate_43	-2220634.88	4441287.76	13638409.49	133671.91	0.4857,28.0679,0.8358,1.9518,1.8093,19.9874,0.7908,0.0119,0.2662
bottle_schange_thr_epoch	Round_3_Replicate_44	-1904458.99	3808935.98	10933673.98	117748.73	0.8728,7.4852,6.755,4.3345,0.5637,8.0248,0.2968,0.0337,1.5205
bottle_schange_thr_epoch	Round_3_Replicate_45	-3154859.89	6309737.78	64638680.17	115169.11	0.4377,5.3875,1.6547,5.9514,1.3024,28.0679,1.2376,0.0787,0.3641
bottle_schange_thr_epoch	Round_3_Replicate_46	-2378961.28	4757940.56	16879730.8	97613.66	1.9012,9.3972,1.9368,5.0806,0.69,21.7048,0.5549,0.0123,1.4897
bottle_schange_thr_epoch	Round_3_Replicate_47	-1255001.49	2510020.98	4251336.22	110906.06	3.1453,10.7865,2.4167,1.5083,4.2398,4.2278,0.6855,0.062,0.6544
bottle_schange_thr_epoch	Round_3_Replicate_48	-1769806.38	3539630.76	6241334.8	111146.65	0.7412,4.1924,2.8885,15.4476,4.0467,28.318,0.5448,0.0831,0.4158
bottle_schange_thr_epoch	Round_3_Replicate_49	-1334597.21	2669212.42	3707756.64	120775.21	2.1256,20.9616,1.2988,5.6277,2.9663,2.4755,0.8192,0.0374,0.2622
bottle_schange_thr_epoch	Round_3_Replicate_50	-4817810.1	9635638.2	471112342.47	77979.32	1.0337,27.9852,2.838,1.983,0.3843,25.7332,1.7931,0.0165,2.5519
bottle_schange_thr_epoch	Round_4_Replicate_1	-666542.3	1333102.6	1372131.24	246722.22	1.8894,1.6108,2.0207,1.47,0.1843,4.23,0.2406,0.1126,0.0792
bottle_schange_thr_epoch	Round_4_Replicate_2	-839510.05	1679038.1	1732313.73	227584.24	1.2171,3.1547,1.6803,2.8425,0.2992,3.0489,0.2715,0.0667,0.1091
bottle_schange_thr_epoch	Round_4_Replicate_3	-776128.99	1552275.98	1710310.25	210672.89	2.1951,4.3043,1.6483,1.6116,0.6167,2.1399,0.2963,0.0467,0.2213
bottle_schange_thr_epoch	Round_4_Replicate_4	-782548.06	1565114.12	1713549.76	224894.45	1.1564,1.951,4.804,2.3498,0.3558,2.1281,0.156,0.0679,0.3554
bottle_schange_thr_epoch	Round_4_Replicate_5	-1095610.36	2191238.72	3412692.61	197797.08	1.4518,1.3982,3.1091,2.0072,0.3564,5.2608,0.4053,0.0748,0.3717
bottle_schange_thr_epoch	Round_4_Replicate_6	-776882.96	1553783.92	1546064.68	260291.73	1.0401,1.9827,2.1225,3.9848,0.2018,3.4645,0.2142,0.0176,0.1025
bottle_schange_thr_epoch	Round_4_Replicate_7	-952879.06	1905776.12	2681888.88	202126.04	2.2826,4.9408,4.0596,3.3996,0.4654,3.4461,0.2031,0.0428,0.2525
bottle_schange_thr_epoch	Round_4_Replicate_8	-831210.42	1662438.84	1677595.15	226091.01	2.4751,3.4852,2.9679,1.6876,0.3393,4.2075,0.1137,0.0709,0.3434
bottle_schange_thr_epoch	Round_4_Replicate_9	-795760.65	1591539.3	1617166.02	242243.71	0.7891,2.5683,2.1604,3.412,0.3514,1.664,0.206,0.0352,0.213
bottle_schange_thr_epoch	Round_4_Replicate_10	-733686.92	1467391.84	1542702.22	228846.05	1.8347,2.3465,2.1176,1.7674,0.3269,2.3777,0.3057,0.0438,0.144
bottle_schange_thr_epoch	Round_4_Replicate_11	-735423.54	1470865.08	1480010.29	248985.13	1.2642,1.4782,2.6713,1.5146,0.2576,3.9602,0.2407,0.034,0.1825
bottle_schange_thr_epoch	Round_4_Replicate_12	-917219.63	1834457.26	2405206.52	188178.5	2.9076,3.605,3.5893,2.9351,0.6181,3.0132,0.2155,0.1086,0.2682
bottle_schange_thr_epoch	Round_4_Replicate_13	-641828.81	1283675.62	1307234.03	264191.24	2.5672,1.8582,2.7197,1.5781,0.2584,1.7833,0.1635,0.0287,0.1834
bottle_schange_thr_epoch	Round_4_Replicate_14	-847182.21	1694382.42	1876962.28	215263.39	2.1829,1.8056,2.1131,3.0135,0.53,3.4195,0.1865,0.0574,0.2364
bottle_schange_thr_epoch	Round_4_Replicate_15	-841438.19	1682894.38	1807558.75	216808.49	0.9216,2.196,2.1668,2.1887,0.6509,2.7702,0.3067,0.0477,0.1415
bottle_schange_thr_epoch	Round_4_Replicate_16	-763419.38	1526856.76	1569248.93	234096.09	1.1318,2.1939,6.9228,1.5504,0.2994,3.769,0.1732,0.0405,0.2327
bottle_schange_thr_epoch	Round_4_Replicate_17	-698111.66	1396241.32	1398611.05	249219.13	0.8045,1.8907,4.8108,1.538,0.3082,2.4524,0.1023,0.078,0.2363
bottle_schange_thr_epoch	Round_4_Replicate_18	-753214.83	1506447.66	1606860.86	219633.92	2.3813,2.4581,3.4893,2.6037,0.4342,1.8885,0.216,0.0222,0.3158
bottle_schange_thr_epoch	Round_4_Replicate_19	-746333.16	1492684.32	1561938.02	272798.68	1.6696,4.3107,2.2811,1.7961,0.1821,2.7367,0.1203,0.0499,0.1443
bottle_schange_thr_epoch	Round_4_Replicate_20	-611707.86	1223433.72	1265732.76	255558.78	2.1763,4.4736,5.3344,1.3921,0.2549,1.4865,0.1179,0.0905,0.2212
bottle_schange_thr_epoch	Round_4_Replicate_21	-779010.5	1558039.0	1614932.65	227035.87	1.2484,2.6746,2.6191,1.4445,0.4106,3.4867,0.261,0.0274,0.1927
bottle_schange_thr_epoch	Round_4_Replicate_22	-820141.13	1640300.26	1672590.1	228018.97	1.1129,1.6069,1.597,1.9476,0.5198,5.023,0.182,0.068,0.2046
bottle_schange_thr_epoch	Round_4_Replicate_23	-714297.42	1428612.84	1439494.58	274289.05	2.6902,1.4458,2.0686,2.5159,0.1667,3.5311,0.1633,0.0263,0.1293
bottle_schange_thr_epoch	Round_4_Replicate_24	-655516.82	1311051.64	1370413.44	245335.21	1.8881,1.4325,2.0825,1.3286,0.4636,1.8501,0.1515,0.0858,0.1933
bottle_schange_thr_epoch	Round_4_Replicate_25	-793543.6	1587105.2	1857297.38	217323.86	1.1203,2.0321,1.6273,1.159,0.7155,2.7422,0.3982,0.0459,0.1264
bottle_schange_thr_epoch	Round_4_Replicate_26	-774720.81	1549459.62	1858763.94	210421.44	1.2645,5.0452,3.6635,1.2343,0.4562,1.7385,0.3927,0.0383,0.2323
bottle_schange_thr_epoch	Round_4_Replicate_27	-810127.09	1620272.18	1823599.45	221352.08	1.4252,1.904,2.1087,2.3152,0.4434,2.2592,0.2248,0.0735,0.2941
bottle_schange_thr_epoch	Round_4_Replicate_28	-795276.48	1590570.96	1667005.45	227639.69	1.8622,4.047,2.5127,2.7981,0.3679,2.1394,0.1915,0.0457,0.2386
bottle_schange_thr_epoch	Round_4_Replicate_29	-887218.23	1774454.46	1994793.34	191060.45	1.9572,4.0228,4.9799,2.5977,0.4143,3.1089,0.327,0.045,0.3264
bottle_schange_thr_epoch	Round_4_Replicate_30	-831539.54	1663097.08	1967387.36	214620.87	1.0922,4.9555,3.882,1.502,0.4535,5.2472,0.1504,0.1367,0.1764
bottle_schange_thr_epoch	Round_4_Replicate_31	-864198.32	1728414.64	1823705.96	211162.8	1.0192,2.5748,4.1653,3.2429,0.4716,2.9137,0.1104,0.0435,0.385
bottle_schange_thr_epoch	Round_4_Replicate_32	-828891.99	1657801.98	2035814.72	233416.75	2.5085,1.8272,1.6015,3.3341,0.4536,2.8519,0.1603,0.0575,0.1731
bottle_schange_thr_epoch	Round_4_Replicate_33	-690665.07	1381348.14	1399686.2	251956.58	1.548,5.3677,2.0072,1.5273,0.237,1.8739,0.1912,0.0909,0.1341
bottle_schange_thr_epoch	Round_4_Replicate_34	-721154.93	1442327.86	1488720.09	262828.12	1.6641,4.3253,1.7189,1.5912,0.2901,2.2324,0.1445,0.0284,0.1763
bottle_schange_thr_epoch	Round_4_Replicate_35	-894806.76	1789631.52	1900824.41	209006.79	1.6198,2.3669,5.2726,3.0204,0.3152,3.7037,0.2362,0.0333,0.3378
bottle_schange_thr_epoch	Round_4_Replicate_36	-773248.59	1546515.18	1793253.08	224946.85	1.0125,1.5749,1.6029,1.8673,0.737,1.6753,0.2131,0.0749,0.2581
bottle_schange_thr_epoch	Round_4_Replicate_37	-739055.82	1478129.64	1462271.59	245719.78	1.1656,3.5051,1.8507,2.2029,0.2966,1.8832,0.1589,0.1073,0.1745
bottle_schange_thr_epoch	Round_4_Replicate_38	-1001704.64	2003427.28	2370831.23	205073.05	0.7406,4.8275,2.1303,3.0246,0.4462,2.8237,0.3195,0.0666,0.2237
bottle_schange_thr_epoch	Round_4_Replicate_39	-713612.28	1427242.56	1422285.41	267799.17	0.84,2.4776,1.9044,1.867,0.2978,2.3145,0.0831,0.0721,0.1739
bottle_schange_thr_epoch	Round_4_Replicate_40	-837995.59	1676009.18	1826581.27	245675.9	0.8101,3.3314,2.1058,2.4029,0.3639,3.6362,0.1398,0.0481,0.1577
bottle_schange_thr_epoch	Round_4_Replicate_41	-903913.5	1807845.0	2224113.4	219654.55	1.214,1.6596,2.8255,1.5481,0.3906,3.705,0.21,0.042,0.391
bottle_schange_thr_epoch	Round_4_Replicate_42	-905228.57	1810475.14	2611639.16	221351.33	0.7932,1.6257,5.4143,1.0888,0.4078,2.9847,0.2843,0.0384,0.3594
bottle_schange_thr_epoch	Round_4_Replicate_43	-746400.22	1492818.44	1435426.09	259758.7	0.9196,1.4284,1.575,2.4311,0.2944,2.5201,0.1514,0.0616,0.1783
bottle_schange_thr_epoch	Round_4_Replicate_44	-1016861.78	2033741.56	3010937.13	183099.02	1.0239,1.9953,4.3502,3.0291,0.5845,2.6775,0.3545,0.0753,0.4173
bottle_schange_thr_epoch	Round_4_Replicate_45	-732829.73	1465677.46	1607078.74	221145.07	1.4644,1.7838,3.8359,1.3762,0.5486,2.0649,0.2816,0.0271,0.1881
bottle_schange_thr_epoch	Round_4_Replicate_46	-924311.57	1848641.14	2603240.84	225630.77	0.7185,1.4464,2.4164,2.2134,0.4741,1.9976,0.2595,0.0418,0.3448
bottle_schange_thr_epoch	Round_4_Replicate_47	-788686.58	1577391.16	1689108.32	215324.08	1.8556,3.0052,5.4244,2.3626,0.3532,2.5134,0.1965,0.0687,0.2848
bottle_schange_thr_epoch	Round_4_Replicate_48	-800951.82	1601921.64	1768451.37	205835.23	2.2267,1.8185,5.53,2.6426,0.1856,5.4713,0.4103,0.0766,0.1039
bottle_schange_thr_epoch	Round_4_Replicate_49	-718709.48	1437436.96	1580076.82	224155.25	2.1959,1.7209,3.3444,2.0865,0.4164,1.7371,0.2219,0.0631,0.2868
bottle_schange_thr_epoch	Round_4_Replicate_50	-725350.26	1450718.52	1671767.94	218996.5	2.8155,1.6152,1.5352,1.3499,0.4329,2.7656,0.3707,0.0797,0.1589
bottle_schange_thr_epoch	Round_4_Replicate_51	-866530.25	1733078.5	1820487.31	223995.38	0.7086,1.9306,2.2323,2.272,0.7677,3.886,0.2356,0.0792,0.0925
bottle_schange_thr_epoch	Round_4_Replicate_52	-768369.61	1536757.22	1917146.13	234176.28	1.2171,1.4939,1.957,1.2928,0.2534,4.0589,0.4317,0.0658,0.0977
