Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2)
sec_contact_sym_mig	Round_3_Replicate_18	-34728.28	69466.56	75189.04	30672.07	0.4,0.2165,3.2428,1.2045,0.279
sec_contact_sym_mig	Round_3_Replicate_19	-31100.62	62211.24	77611.35	46380.43	0.238,0.1574,6.747,0.2195,0.1586
sec_contact_sym_mig	Round_3_Replicate_20	-25833.69	51677.38	68614.52	32987.98	0.4431,0.133,7.1631,1.0819,0.1587
sec_contact_sym_mig	Round_3_Replicate_21	-34122.18	68254.36	97126.08	33172.11	0.2374,0.2282,7.1902,1.4048,0.1405
sec_contact_sym_mig	Round_3_Replicate_22	-23479.94	46969.88	64860.28	52607.61	0.1138,0.0607,18.1963,1.539,0.1432
sec_contact_sym_mig	Round_3_Replicate_23	-43434.99	86879.98	113682.36	28747.08	0.8245,0.0692,7.0665,1.0807,0.2001
sec_contact_sym_mig	Round_3_Replicate_24	-50896.53	101803.06	991952.19	35849.23	0.2427,0.3614,11.7943,0.6582,0.1314
sec_contact_sym_mig	Round_3_Replicate_25	-58117.14	116244.28	127595.15	39597.5	0.2007,0.3514,3.3281,0.4178,0.2677
sec_contact_sym_mig	Round_3_Replicate_26	-54815.83	109641.66	115956.96	20297.65	0.2888,0.1546,2.923,3.9239,0.1993
sec_contact_sym_mig	Round_3_Replicate_27	-26361.19	52732.38	59107.46	18266.1	0.681,0.2806,3.2014,3.0063,0.3231
sec_contact_sym_mig	Round_3_Replicate_28	-21685.86	43381.72	65826.41	27603.79	0.2063,0.0659,14.9919,3.7552,0.17
sec_contact_sym_mig	Round_3_Replicate_29	-41898.63	83807.26	104252.55	37826.11	0.4066,0.1716,3.1078,0.3661,0.3109
sec_contact_sym_mig	Round_3_Replicate_30	-44113.28	88236.56	97112.07	56951.29	0.1755,0.1397,4.598,0.3878,0.2952
sec_contact_sym_mig	Round_4_Replicate_1	-21616.78	43243.56	59249.28	26059.4	0.1178,0.0341,26.5395,5.2844,0.1099
sec_contact_sym_mig	Round_4_Replicate_2	-22141.13	44292.26	60377.26	19142.04	0.1267,0.0319,26.8386,7.9867,0.113
sec_contact_sym_mig	Round_4_Replicate_3	-21870.12	43750.24	59304.08	40050.0	0.0961,0.0354,28.1913,2.392,0.0811
sec_contact_sym_mig	Round_4_Replicate_4	-21308.11	42626.22	57034.12	34440.13	0.1071,0.0396,24.2685,4.3499,0.1372
sec_contact_sym_mig	Round_4_Replicate_5	-22779.01	45568.02	49300.58	41404.67	0.0732,0.0298,28.8001,2.3796,0.0676
sec_contact_sym_mig	Round_4_Replicate_6	-21626.13	43262.26	69824.22	30025.78	0.1497,0.0454,22.2126,4.0034,0.135
sec_contact_sym_mig	Round_4_Replicate_7	-21301.58	42613.16	58897.74	46960.43	0.0965,0.0322,29.0681,2.5876,0.1096
sec_contact_sym_mig	Round_4_Replicate_8	-21182.9	42375.8	57469.82	38694.2	0.0959,0.0319,28.9797,5.6432,0.1549
sec_contact_sym_mig	Round_4_Replicate_9	-21442.79	42895.58	55921.42	25481.45	0.107,0.0373,25.1542,6.0391,0.1228
sec_contact_sym_mig	Round_4_Replicate_10	-22638.48	45286.96	49525.24	22333.16	0.0894,0.0318,25.9673,6.0079,0.0861
sec_contact_sym_mig	Round_4_Replicate_11	-22110.69	44231.38	65588.39	68274.65	0.0927,0.0374,27.4433,2.2592,0.1671
sec_contact_sym_mig	Round_4_Replicate_12	-21352.34	42714.68	55530.64	39366.81	0.1017,0.0331,27.0292,3.1268,0.1069
sec_contact_sym_mig	Round_4_Replicate_13	-21315.71	42641.42	56321.65	31328.87	0.1083,0.0362,25.4822,4.5567,0.1211
sec_contact_sym_mig	Round_4_Replicate_14	-22122.77	44255.54	50527.31	63335.21	0.078,0.0309,26.7585,2.0464,0.1201
sec_contact_sym_mig	Round_4_Replicate_15	-21266.08	42542.16	60981.12	28844.45	0.1204,0.0389,24.6495,5.6473,0.1455
sec_contact_sym_mig	Round_4_Replicate_16	-22230.13	44470.26	48787.31	44603.55	0.0787,0.0271,27.7591,5.0792,0.1402
sec_contact_sym_mig	Round_4_Replicate_17	-21504.38	43018.76	51863.6	35498.85	0.0945,0.0339,25.9845,3.7377,0.1072
sec_contact_sym_mig	Round_4_Replicate_18	-21465.82	42941.64	53540.81	27067.43	0.0918,0.0318,28.3331,6.2364,0.1153
sec_contact_sym_mig	Round_4_Replicate_19	-24742.21	49494.42	54248.61	23385.28	0.084,0.0387,24.469,4.8721,0.0723
sec_contact_sym_mig	Round_4_Replicate_20	-21249.3	42508.6	57707.13	36787.59	0.1021,0.0319,28.3114,5.0968,0.1427
sec_contact_sym_mig	Round_4_Replicate_21	-23683.64	47377.28	74808.04	22972.01	0.1439,0.039,26.1475,4.5719,0.0818
sec_contact_sym_mig	Round_4_Replicate_22	-21786.19	43582.38	53924.74	41062.82	0.127,0.0416,21.1158,2.0528,0.0968
sec_contact_sym_mig	Round_4_Replicate_23	-21283.75	42577.5	59195.39	40441.13	0.1045,0.0373,25.9141,3.4379,0.1303
sec_contact_sym_mig	Round_4_Replicate_24	-21456.55	42923.1	66442.81	34291.62	0.1084,0.0356,28.5496,3.8538,0.1131
sec_contact_sym_mig	Round_4_Replicate_25	-21530.84	43071.68	62493.98	32219.33	0.1445,0.0417,22.0929,3.8254,0.1357
sec_contact_sym_mig	Round_4_Replicate_26	-24535.98	49081.96	71135.02	28998.74	0.1363,0.034,28.197,3.1524,0.0654
sec_contact_sym_mig	Round_4_Replicate_27	-23698.27	47406.54	51845.99	35804.1	0.0791,0.0344,26.5819,2.6884,0.0657
sec_contact_sym_mig	Round_4_Replicate_28	-21267.86	42545.72	54381.28	35517.75	0.0986,0.0334,26.7711,4.6556,0.1308
sec_contact_sym_mig	Round_4_Replicate_29	-22691.79	45393.58	54842.8	19737.21	0.0872,0.032,29.3453,6.7731,0.0792
sec_contact_sym_mig	Round_4_Replicate_30	-21422.2	42854.4	60913.71	41764.1	0.1185,0.0392,24.3921,2.5174,0.1145
sec_contact_sym_mig	Round_4_Replicate_31	-21515.44	43040.88	52906.18	46525.66	0.0899,0.0298,29.0101,2.2286,0.0877
sec_contact_sym_mig	Round_4_Replicate_32	-23669.57	47349.14	51016.2	32063.96	0.0624,0.0318,28.6295,5.7642,0.1076
sec_contact_sym_mig	Round_4_Replicate_33	-21570.23	43150.46	60443.97	37623.94	0.0965,0.0378,27.0619,3.3373,0.11
sec_contact_sym_mig	Round_4_Replicate_34	-21284.49	42578.98	57167.04	35253.73	0.1267,0.0442,21.0267,4.2482,0.1637
sec_contact_sym_mig	Round_4_Replicate_35	-22280.15	44570.3	58922.14	16360.99	0.1077,0.032,28.6044,8.8271,0.0931
sec_contact_sym_mig	Round_4_Replicate_36	-21789.93	43589.86	57788.59	51423.99	0.1197,0.0441,20.9296,1.9452,0.1412
sec_contact_sym_mig	Round_4_Replicate_37	-21335.48	42680.96	53429.94	34597.24	0.1037,0.0374,24.1063,4.4579,0.1352
sec_contact_sym_mig	Round_4_Replicate_38	-21700.69	43411.38	57619.5	25482.4	0.1153,0.0309,27.3363,7.0732,0.1327
sec_contact_sym_mig	Round_4_Replicate_39	-21619.71	43249.42	51837.96	50027.33	0.0878,0.0286,28.7069,2.3922,0.1011
sec_contact_sym_mig	Round_4_Replicate_40	-21231.38	42472.76	60852.15	33230.52	0.1006,0.0321,29.6745,5.6985,0.138
