Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2)
sec_contact_sym_mig	Round_2_Replicate_20	-82170.37	164350.74	296418.38	5728.81	3.7437,0.2831,0.6575,13.7184,2.7081
sec_contact_sym_mig	Round_3_Replicate_1	-26140.47	52290.94	61253.59	2511.92	6.0994,1.4594,0.5577,27.152,1.8593
sec_contact_sym_mig	Round_3_Replicate_2	-149955.75	299921.5	993332.02	2203.02	13.2631,0.2006,0.5496,19.9027,0.3106
sec_contact_sym_mig	Round_3_Replicate_3	-55363.04	110736.08	151306.04	3572.82	8.3782,0.4342,0.9311,14.3636,1.5169
sec_contact_sym_mig	Round_3_Replicate_4	-62785.76	125581.52	172176.86	4987.7	1.5825,0.3652,0.6049,20.9101,1.3336
sec_contact_sym_mig	Round_3_Replicate_5	-29865.68	59741.36	85044.85	5140.7	0.937,0.8309,1.6679,25.7545,1.5801
sec_contact_sym_mig	Round_3_Replicate_6	-43431.64	86873.28	1041307.69	4570.69	4.0407,1.1048,1.9767,13.207,1.6511
sec_contact_sym_mig	Round_3_Replicate_7	-77292.52	154595.04	260681.1	3147.11	5.0078,0.3524,0.507,29.0499,2.6707
sec_contact_sym_mig	Round_3_Replicate_8	-41111.14	82232.28	101549.77	4168.14	4.5642,0.8571,0.6082,13.2547,0.9028
sec_contact_sym_mig	Round_3_Replicate_9	-36741.06	73492.12	572572.69	6382.77	2.0031,0.7574,2.7112,23.2342,3.2189
sec_contact_sym_mig	Round_3_Replicate_10	-26297.11	52604.22	109456.25	4215.7	2.6159,0.4672,2.0328,29.7762,1.8118
sec_contact_sym_mig	Round_3_Replicate_11	-40238.72	80487.44	197104.84	9710.82	2.5462,0.3521,2.824,7.8354,1.6805
sec_contact_sym_mig	Round_3_Replicate_12	-39976.48	79962.96	83773.12	5318.48	1.0708,0.2546,1.7564,19.0833,0.4262
sec_contact_sym_mig	Round_3_Replicate_13	-35275.05	70560.1	421502.91	3168.6	6.0828,0.6859,2.0131,25.2241,1.5887
sec_contact_sym_mig	Round_3_Replicate_14	-45332.25	90674.5	563168.05	6361.15	3.867,0.7451,2.1259,11.1979,3.1365
sec_contact_sym_mig	Round_3_Replicate_15	-100950.26	201910.52	357957.95	4001.38	2.8828,0.2819,0.6049,20.9596,0.511
sec_contact_sym_mig	Round_3_Replicate_16	-27924.38	55858.76	130561.32	4665.58	2.4245,0.3273,2.8855,26.6951,1.3113
sec_contact_sym_mig	Round_3_Replicate_17	-84283.91	168577.82	261228.38	6809.61	1.5071,0.1495,1.0679,12.8597,0.435
sec_contact_sym_mig	Round_3_Replicate_18	-35061.43	70132.86	80362.26	2287.93	9.2388,0.8629,0.653,26.0194,1.0261
sec_contact_sym_mig	Round_3_Replicate_19	-30372.67	60755.34	78502.71	4221.97	2.8288,0.4291,1.4004,27.4141,1.8966
sec_contact_sym_mig	Round_3_Replicate_20	-42979.77	85969.54	110526.62	2664.01	8.1353,0.7491,0.7083,21.25,0.7115
sec_contact_sym_mig	Round_3_Replicate_21	-47081.93	94173.86	406495.59	5874.43	6.0347,0.3554,3.2908,27.3707,2.7598
sec_contact_sym_mig	Round_3_Replicate_22	-55454.59	110919.18	6403281.02	3899.82	4.1577,0.8965,3.8627,22.1052,1.7982
sec_contact_sym_mig	Round_3_Replicate_23	-26777.42	53564.84	61073.19	3280.02	3.6047,0.6015,1.2446,25.5742,0.8574
sec_contact_sym_mig	Round_3_Replicate_24	-44223.48	88456.96	110318.03	4435.77	4.7357,0.2165,1.8054,14.2995,0.4253
sec_contact_sym_mig	Round_3_Replicate_25	-75886.16	151782.32	288957.43	2017.24	12.6431,0.2997,0.9268,26.327,0.3901
sec_contact_sym_mig	Round_3_Replicate_26	-34845.78	69701.56	341343.45	3330.6	5.5752,0.6272,2.0414,28.168,2.0193
sec_contact_sym_mig	Round_3_Replicate_27	-49839.64	99689.28	225426.69	7895.28	1.9127,1.2676,3.6433,5.8842,0.162
sec_contact_sym_mig	Round_3_Replicate_28	-31938.95	63887.9	73646.08	4500.47	3.9609,0.2752,2.4068,15.4797,0.334
sec_contact_sym_mig	Round_3_Replicate_29	-64620.73	129251.46	205127.35	4853.08	4.3219,0.4319,0.6104,11.1305,0.727
sec_contact_sym_mig	Round_3_Replicate_30	-54278.58	108567.16	156130.64	7929.17	2.5152,0.3574,1.006,6.4248,0.4599
sec_contact_sym_mig	Round_4_Replicate_1	-27083.29	54176.58	69145.28	2208.2	6.4893,2.5305,0.3977,29.0268,2.7076
sec_contact_sym_mig	Round_4_Replicate_2	-28410.51	56831.02	73748.28	1995.59	8.8348,2.2969,0.5426,29.8891,1.445
sec_contact_sym_mig	Round_4_Replicate_3	-26714.07	53438.14	67286.91	3796.77	2.9241,1.3401,0.6742,22.7471,2.973
sec_contact_sym_mig	Round_4_Replicate_4	-24382.75	48775.5	92128.61	3061.7	3.3428,1.2613,0.9442,28.1377,1.9666
sec_contact_sym_mig	Round_4_Replicate_5	-26966.84	53943.68	104964.36	3188.6	3.7653,1.5168,0.7766,27.6255,3.5128
sec_contact_sym_mig	Round_4_Replicate_6	-42803.27	85616.54	111305.05	3267.0	4.1041,0.7906,0.4503,28.3462,3.3799
sec_contact_sym_mig	Round_4_Replicate_7	-26659.75	53329.5	71904.01	2246.86	6.2228,2.3787,0.4216,29.5284,2.8946
sec_contact_sym_mig	Round_4_Replicate_8	-28107.03	56224.06	169054.39	3256.72	3.7997,1.1955,1.1165,29.509,3.0974
sec_contact_sym_mig	Round_4_Replicate_9	-24963.09	49936.18	68148.21	2733.3	3.7698,1.7624,0.639,28.8678,2.0001
sec_contact_sym_mig	Round_4_Replicate_10	-26194.15	52398.3	125035.89	3335.26	2.8842,1.2871,1.1203,25.3203,1.63
sec_contact_sym_mig	Round_4_Replicate_11	-39702.35	79414.7	104636.69	4188.6	4.7289,0.923,0.6085,16.9696,4.1179
sec_contact_sym_mig	Round_4_Replicate_12	-25664.27	51338.54	59801.37	2752.68	4.7888,1.2725,0.8071,26.9157,1.1304
sec_contact_sym_mig	Round_4_Replicate_13	-24104.25	48218.5	59299.88	2638.0	4.3795,1.4953,0.6095,29.8485,2.0908
sec_contact_sym_mig	Round_4_Replicate_14	-24532.99	49075.98	59708.43	2545.02	4.7041,1.6794,0.5579,29.759,2.1228
sec_contact_sym_mig	Round_4_Replicate_15	-24977.15	49964.3	61252.01	3240.89	3.4262,1.113,0.9562,24.4123,1.0791
sec_contact_sym_mig	Round_4_Replicate_16	-28235.76	56481.52	161960.97	3340.72	3.254,1.4958,1.0087,25.4173,2.5993
sec_contact_sym_mig	Round_4_Replicate_17	-32790.75	65591.5	75205.95	2461.34	6.2454,0.9936,0.4953,29.9792,2.1139
sec_contact_sym_mig	Round_4_Replicate_18	-25691.37	51392.74	101086.38	2828.75	3.6236,1.636,0.8169,28.5122,1.9389
sec_contact_sym_mig	Round_4_Replicate_19	-26026.05	52062.1	68031.55	2923.05	4.4868,1.4294,0.5907,26.3032,2.806
sec_contact_sym_mig	Round_4_Replicate_20	-26631.85	53273.7	65390.76	2504.98	5.061,1.5226,0.7827,29.8134,1.135
sec_contact_sym_mig	Round_4_Replicate_21	-24149.33	48308.66	67533.2	3459.61	2.6424,1.0113,1.1088,24.8555,1.161
sec_contact_sym_mig	Round_4_Replicate_22	-28604.65	57219.3	65340.51	2983.03	4.7317,1.6156,0.445,22.6525,2.6817
sec_contact_sym_mig	Round_4_Replicate_23	-27460.69	54931.38	58068.81	2921.96	3.8824,0.8222,0.7285,28.7524,1.3804
sec_contact_sym_mig	Round_4_Replicate_24	-23941.69	47893.38	55269.22	3106.38	3.4153,1.2214,0.7128,26.3443,1.7546
sec_contact_sym_mig	Round_4_Replicate_25	-25277.95	50565.9	65170.54	2691.4	4.6925,1.8021,0.5649,26.5123,2.0489
sec_contact_sym_mig	Round_4_Replicate_26	-33110.14	66230.28	78737.69	1962.43	12.059,1.4598,0.6599,26.2964,0.9791
sec_contact_sym_mig	Round_4_Replicate_27	-41057.23	82124.46	101265.66	2221.95	8.5889,0.9532,0.4143,28.9823,2.0155
sec_contact_sym_mig	Round_4_Replicate_28	-34393.36	68796.72	80673.97	2705.54	8.4728,1.4261,0.5924,17.9296,1.1032
sec_contact_sym_mig	Round_4_Replicate_29	-30091.68	60193.36	241237.48	2714.17	4.8095,1.6391,0.9698,27.7147,2.2346
sec_contact_sym_mig	Round_4_Replicate_30	-28647.25	57304.5	158046.0	2879.96	3.2143,1.8365,0.9084,28.8903,2.1702
sec_contact_sym_mig	Round_4_Replicate_31	-28522.11	57054.22	73602.31	2424.32	5.4347,2.4536,0.5625,27.3741,1.4938
sec_contact_sym_mig	Round_4_Replicate_32	-34625.5	69261.0	99330.76	2364.66	7.8506,2.7257,0.6552,21.8639,1.0044
sec_contact_sym_mig	Round_4_Replicate_33	-30537.56	61085.12	75523.89	2524.22	5.8352,2.2035,0.6998,25.2207,1.0271
sec_contact_sym_mig	Round_4_Replicate_34	-34796.5	69603.0	104355.84	2023.32	9.7042,2.885,0.6311,25.4223,1.0419
sec_contact_sym_mig	Round_4_Replicate_35	-29943.25	59896.5	157955.64	2332.87	6.2683,2.0715,0.7936,28.6649,1.398
sec_contact_sym_mig	Round_4_Replicate_36	-40840.94	81691.88	105036.44	3283.41	4.4053,0.7774,0.5099,28.9178,3.6275
sec_contact_sym_mig	Round_4_Replicate_37	-31400.3	62810.6	71853.1	1964.83	10.8594,1.2714,0.5508,29.6512,1.4497
sec_contact_sym_mig	Round_4_Replicate_38	-25026.35	50062.7	61291.11	2798.29	4.3198,1.3602,0.7751,27.1813,1.2958
sec_contact_sym_mig	Round_4_Replicate_39	-34495.03	69000.06	83562.03	3108.91	4.3275,1.0266,0.4691,28.9023,3.6845
sec_contact_sym_mig	Round_4_Replicate_40	-32483.01	64976.02	238115.14	2936.88	3.1143,2.1684,0.9255,27.7651,2.5486
