Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2)
sec_contact_sym_mig	Round_3_Replicate_17	-27220.33	54450.66	80512.81	3485.82	3.3766,1.4229,0.9765,20.7817,1.0094
sec_contact_sym_mig	Round_3_Replicate_18	-62120.28	124250.56	183201.32	6300.8	2.6002,1.9343,0.5189,5.7726,0.7907
sec_contact_sym_mig	Round_3_Replicate_19	-38509.1	77028.2	94110.08	7657.94	1.9894,0.9411,0.7096,7.103,2.4292
sec_contact_sym_mig	Round_3_Replicate_20	-51890.2	103790.4	151342.09	7730.34	2.7365,1.2752,0.6142,2.697,2.3684
sec_contact_sym_mig	Round_3_Replicate_21	-48551.24	97112.48	149659.69	7242.36	1.4515,2.1313,0.8022,5.8183,1.6504
sec_contact_sym_mig	Round_3_Replicate_22	-69456.62	138923.24	153945.51	5988.46	0.7766,1.942,0.6833,19.4462,3.0466
sec_contact_sym_mig	Round_3_Replicate_23	-29805.29	59620.58	175384.35	4451.79	1.3965,1.0092,1.8404,28.2165,2.0364
sec_contact_sym_mig	Round_3_Replicate_24	-52396.73	104803.46	141435.79	11046.66	1.6698,0.9236,0.7087,2.1728,1.3719
sec_contact_sym_mig	Round_3_Replicate_25	-57034.14	114078.28	118391.47	5836.94	1.4394,1.7738,0.7059,11.1278,0.7118
sec_contact_sym_mig	Round_3_Replicate_26	-65559.71	131129.42	1659840.67	10184.73	0.9981,2.1862,2.6787,3.0309,0.4722
sec_contact_sym_mig	Round_3_Replicate_27	-37181.1	74372.2	83346.12	4709.95	1.8033,1.7437,0.5919,26.3203,5.015
sec_contact_sym_mig	Round_3_Replicate_28	-81875.06	163760.12	222060.64	12373.14	0.6458,0.5619,0.5469,11.0057,2.6043
sec_contact_sym_mig	Round_3_Replicate_29	-23719.62	47449.24	55748.02	10327.6	0.6517,0.3155,2.8273,29.5841,1.7735
sec_contact_sym_mig	Round_3_Replicate_30	-125965.88	251941.76	383848.36	19424.86	0.3466,0.9459,0.5427,5.0707,8.1877
sec_contact_sym_mig	Round_4_Replicate_1	-22986.26	45982.52	64240.91	11688.5	0.5742,0.2705,3.8414,19.1689,1.2318
sec_contact_sym_mig	Round_4_Replicate_2	-25734.11	51478.22	53190.09	6880.61	0.6463,0.3825,2.2333,20.8537,0.9625
sec_contact_sym_mig	Round_4_Replicate_3	-24000.05	48010.1	88325.75	13557.38	0.6567,0.2533,4.4514,28.3322,1.7785
sec_contact_sym_mig	Round_4_Replicate_4	-21652.33	43314.66	60620.63	6257.3	0.9639,0.3398,2.8047,21.7728,1.0019
sec_contact_sym_mig	Round_4_Replicate_5	-30793.52	61597.04	148123.26	13768.69	1.1533,0.2612,4.1606,29.8544,2.5555
sec_contact_sym_mig	Round_4_Replicate_6	-23404.44	46818.88	95141.36	11675.74	0.618,0.25,4.8861,28.0679,1.4834
sec_contact_sym_mig	Round_4_Replicate_7	-23756.03	47522.06	54793.41	6168.24	0.9273,0.4944,1.9248,19.772,1.0991
sec_contact_sym_mig	Round_4_Replicate_8	-24316.8	48643.6	74761.95	16325.01	0.5132,0.2452,4.4776,22.9797,1.6049
sec_contact_sym_mig	Round_4_Replicate_9	-26416.2	52842.4	72110.97	12294.0	0.6802,0.408,2.6895,25.0143,2.2926
sec_contact_sym_mig	Round_4_Replicate_10	-22777.78	45565.56	78516.72	6990.59	1.1172,0.3186,3.0965,23.9727,1.3531
sec_contact_sym_mig	Round_4_Replicate_11	-26996.94	54003.88	68335.9	9835.64	1.0388,0.517,1.7861,21.3301,2.7656
sec_contact_sym_mig	Round_4_Replicate_12	-24777.26	49564.52	77067.43	9973.43	1.0006,0.2353,3.6308,29.9095,1.7457
sec_contact_sym_mig	Round_4_Replicate_13	-24574.86	49159.72	70897.38	13473.94	0.6793,0.3042,3.3421,22.6029,1.9015
sec_contact_sym_mig	Round_4_Replicate_14	-23202.16	46414.32	62163.55	12926.53	0.5655,0.257,3.8269,29.4682,1.6665
sec_contact_sym_mig	Round_4_Replicate_15	-28496.61	57003.22	121757.15	14563.41	0.9599,0.2486,4.2664,25.4837,2.1956
sec_contact_sym_mig	Round_4_Replicate_16	-24567.05	49144.1	111236.2	7535.49	0.7928,0.3957,3.5781,19.6578,1.1081
sec_contact_sym_mig	Round_4_Replicate_17	-24610.96	49231.92	52588.66	8255.32	0.6324,0.3379,2.4758,27.228,1.422
sec_contact_sym_mig	Round_4_Replicate_18	-24056.93	48123.86	54402.41	5271.12	0.8082,0.4546,2.1466,25.411,0.9949
sec_contact_sym_mig	Round_4_Replicate_19	-22276.44	44562.88	54229.25	5810.85	1.1149,0.458,1.9996,19.3297,1.0012
sec_contact_sym_mig	Round_4_Replicate_20	-25548.36	51106.72	96324.98	9929.5	1.1111,0.3767,2.8758,18.8217,1.9681
sec_contact_sym_mig	Round_4_Replicate_21	-26291.61	52593.22	75982.42	13830.9	0.7569,0.3535,2.8876,21.4625,2.3108
sec_contact_sym_mig	Round_4_Replicate_22	-21633.58	43277.16	68217.64	6746.59	0.8379,0.2881,3.5318,24.4033,1.0289
sec_contact_sym_mig	Round_4_Replicate_23	-22375.25	44760.5	73800.64	4818.37	1.2313,0.2949,3.1349,29.9818,1.0218
sec_contact_sym_mig	Round_4_Replicate_24	-25797.4	51604.8	126700.48	8920.23	1.1721,0.2723,4.0599,24.4723,1.5983
sec_contact_sym_mig	Round_4_Replicate_25	-26711.91	53433.82	66842.91	11967.34	0.9491,0.3002,2.4799,23.8399,2.2591
sec_contact_sym_mig	Round_4_Replicate_26	-22266.19	44542.38	70761.01	6441.56	1.1036,0.3869,2.6167,29.8385,1.6964
sec_contact_sym_mig	Round_4_Replicate_27	-30450.95	60911.9	69092.64	15528.27	0.6358,0.3834,2.1815,17.8433,2.3631
sec_contact_sym_mig	Round_4_Replicate_28	-33758.22	67526.44	163401.41	15453.77	0.7436,0.5178,3.0936,14.7857,2.9472
sec_contact_sym_mig	Round_4_Replicate_29	-24176.29	48362.58	59340.24	7528.2	1.0119,0.4953,1.8742,23.9833,2.0129
sec_contact_sym_mig	Round_4_Replicate_30	-33128.4	66266.8	144733.72	18412.17	0.8995,0.3042,3.8039,23.0683,3.1131
sec_contact_sym_mig	Round_4_Replicate_31	-35332.12	70674.24	84719.31	26039.35	0.469,0.3054,2.8745,13.8839,2.5047
sec_contact_sym_mig	Round_4_Replicate_32	-25964.46	51938.92	149438.9	7878.75	0.769,0.3823,4.1252,18.4274,1.0387
sec_contact_sym_mig	Round_4_Replicate_33	-25736.73	51483.46	78715.27	15156.2	0.6671,0.3066,3.4651,20.3064,1.9977
sec_contact_sym_mig	Round_4_Replicate_34	-23453.68	46917.36	89055.12	5594.88	1.4268,0.5696,2.0673,22.1458,1.5724
sec_contact_sym_mig	Round_4_Replicate_35	-22967.39	45944.78	90321.19	5875.89	1.2557,0.4477,2.5657,28.6447,1.7166
sec_contact_sym_mig	Round_4_Replicate_36	-35290.32	70590.64	70755.53	11813.17	0.491,0.3646,1.8772,29.4321,1.9719
sec_contact_sym_mig	Round_4_Replicate_37	-24506.59	49023.18	79724.95	14328.65	0.5395,0.2797,4.2229,22.9942,1.6161
sec_contact_sym_mig	Round_4_Replicate_38	-22261.66	44533.32	68944.8	11917.41	0.583,0.2172,4.6876,28.8422,1.3788
sec_contact_sym_mig	Round_4_Replicate_39	-28586.88	57183.76	59152.69	10429.58	0.5604,0.3733,2.224,24.2775,1.6668
sec_contact_sym_mig	Round_4_Replicate_40	-22344.66	44699.32	64054.02	7058.49	0.9416,0.4,2.5965,16.8659,0.9669
