Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2, T3)
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_7	-116637.77	233293.54	390349.08	11297.85	1.7589,1.0731,1.025,5.4263,0.0498,2.9676,1.7765,0.5515,0.1485
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_8	-157009.14	314036.28	584535.21	7471.67	21.5355,1.5778,0.5588,0.6857,0.0748,3.5344,9.161,0.3729,0.4536
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_9	-78366.89	156751.78	434501.56	8623.49	2.0094,0.5962,2.4072,0.9411,0.1447,5.6776,6.7341,0.3688,0.0833
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_10	-109545.42	219108.84	316308.76	31957.56	5.0495,3.3739,0.4413,0.7407,0.0689,3.8303,8.9073,2.1932,0.0333
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_11	-116126.7	232271.4	297723.29	7866.11	2.7937,0.7968,0.9702,1.7416,0.0179,7.7368,7.389,0.1789,0.3222
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_12	-102912.94	205843.88	557248.01	7187.61	13.5737,1.7834,3.8215,0.7592,0.0196,23.7009,1.7248,0.1433,0.2025
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_13	-115112.96	230243.92	592415.23	14707.09	7.2963,0.4471,0.4481,4.7419,0.2627,6.093,13.6996,1.1015,0.0524
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_14	-76783.98	153585.96	4931743.04	7244.95	5.9951,4.3492,2.3649,3.1068,0.0245,6.303,5.468,0.7578,0.0571
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_15	-69594.6	139207.2	199065.83	4944.01	9.2843,0.3988,1.671,0.7593,0.0262,1.7537,8.5447,0.368,0.0373
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_16	-95629.72	191277.44	233590.65	18378.67	9.2903,4.5692,0.6734,2.5841,0.0862,12.4952,2.8402,1.2349,0.2416
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_17	-51501.63	103021.26	347902.51	4012.75	14.4569,1.4058,1.5257,1.2501,0.246,18.6134,9.3816,0.1591,0.1261
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_18	-57279.21	114576.42	156685.21	9270.89	3.84,2.1898,2.8258,0.6228,0.0413,20.2857,3.6519,0.2845,0.228
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_19	-72090.32	144198.64	441738.4	5978.53	3.9967,1.2018,2.4904,2.6193,0.0718,13.4039,9.2177,0.1947,0.2409
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_20	-115757.31	231532.62	1626815.69	11446.44	1.6829,0.9661,0.7705,6.2132,0.1456,9.1949,4.8613,0.2648,0.0618
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_21	-159873.65	319765.3	704329.53	16592.15	8.7649,0.5467,0.4561,5.8355,0.0354,2.9792,1.4212,1.0876,0.024
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_22	-119876.39	239770.78	483669.85	6443.12	2.1685,0.9452,3.2133,6.7738,0.04,2.8808,4.3896,0.3156,0.37
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_23	-144372.67	288763.34	532935.39	23891.93	4.2941,3.5449,0.3942,5.4087,0.0442,5.0159,0.9485,1.0288,0.0533
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_24	-77495.09	155008.18	2034131.34	11499.66	10.7999,3.102,1.7695,2.4153,0.0384,5.9163,1.3892,1.126,0.0573
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_25	-134656.9	269331.8	639746.82	11352.62	3.1416,0.609,0.6614,3.9452,0.0491,1.7929,2.4263,0.2634,0.0839
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_26	-144811.19	289640.38	577569.28	17395.29	2.674,0.4413,0.7212,0.773,0.0599,2.4578,12.3379,1.7011,0.3047
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_27	-52784.39	105586.78	306865.04	8329.79	14.8434,1.8657,2.4059,0.5599,0.1331,7.6446,2.6189,0.6337,0.0615
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_28	-107713.66	215445.32	425140.39	9020.02	18.6182,1.1964,2.3281,0.7447,0.0434,6.9503,1.5979,0.2628,0.3623
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_29	-95645.8	191309.6	1583988.11	44819.03	6.2743,3.292,0.3969,6.284,0.1056,29.5554,6.9318,1.9808,0.0415
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_30	-90160.86	180339.72	640407.53	8895.49	21.3428,4.8767,0.4087,5.7792,0.0416,17.947,4.496,0.2132,0.0541
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_1	-47484.24	94986.48	240550.32	3979.01	11.5076,1.4823,0.8762,0.6901,0.257,23.101,13.0147,0.1071,0.0705
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_2	-65332.79	130683.58	560191.07	2267.7	13.7471,1.5663,2.4608,2.3426,0.4497,9.2278,19.6516,0.1228,0.1178
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_3	-61202.61	122423.22	199970.89	5223.59	7.081,1.0852,2.9042,0.6187,0.2659,11.4912,6.2849,0.1114,0.136
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_4	-42685.09	85388.18	227972.04	3316.59	14.2764,0.9238,1.575,1.8166,0.4953,18.855,17.8526,0.2382,0.173
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_5	-49741.53	99501.06	422135.25	3264.45	14.73,1.4131,2.6042,1.7795,0.4313,25.5894,12.2755,0.1688,0.2051
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_6	-49645.85	99309.7	211643.58	3121.08	12.3398,1.9975,2.1357,1.3273,0.2422,22.3906,15.0752,0.1041,0.1983
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_7	-54839.57	109697.14	481063.81	5739.31	19.7101,2.2659,0.8442,1.5897,0.1371,28.6014,6.5526,0.1872,0.0838
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_8	-38532.94	77083.88	88616.0	6371.56	10.5277,3.0104,0.8352,0.7787,0.2537,21.7348,9.3864,0.2078,0.1334
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_9	-48803.28	97624.56	137058.42	6567.21	10.457,0.845,1.1408,1.8444,0.4217,13.4628,7.2875,0.352,0.1917
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_10	-45076.87	90171.74	155026.58	6237.84	9.1593,1.0606,1.7944,1.3741,0.2163,15.1852,6.2169,0.2885,0.2093
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_11	-50156.92	100331.84	1093731.77	3309.61	10.8007,1.0471,2.9246,2.2056,0.4398,26.1102,19.6728,0.2674,0.1654
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_12	-38047.25	76112.5	222901.91	4831.56	9.1062,1.6128,1.7842,0.99,0.385,19.9104,11.5732,0.2374,0.1298
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_13	-52756.33	105530.66	352481.16	6084.25	8.6514,1.0855,1.8412,2.505,0.1217,25.7148,6.1071,0.2277,0.2099
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_14	-74328.5	148675.0	704383.35	4570.04	7.8857,1.6525,3.3146,2.126,0.148,14.8603,6.2023,0.1067,0.1891
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_15	-31255.96	62529.92	107605.88	4284.23	16.8245,1.5065,1.1665,0.7762,0.1663,27.7889,13.5552,0.2415,0.124
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_16	-41629.75	83277.5	251999.78	2698.12	15.4424,2.0295,2.2026,0.88,0.2389,13.9772,19.5946,0.2037,0.1166
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_17	-64420.06	128858.12	992332.1	4114.67	14.7729,0.9792,2.7536,2.4923,0.1726,25.5364,7.3026,0.2168,0.2036
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_18	-46036.92	92091.84	157708.8	4900.93	8.411,1.5401,3.1516,0.6756,0.1751,21.9795,8.3025,0.1601,0.174
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_19	-41616.18	83250.36	138385.49	4140.65	12.3105,1.791,1.7872,1.903,0.2214,21.6053,12.7663,0.2334,0.2552
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_20	-35484.08	70986.16	133846.35	5278.88	10.1103,1.9681,1.8725,1.1117,0.1157,29.5907,9.7769,0.2669,0.1916
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_21	-39264.92	78547.84	108783.73	3250.51	20.4695,1.1152,0.9676,1.0824,0.3784,28.8227,17.4799,0.1606,0.1513
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_22	-47158.41	94334.82	329427.82	3981.61	12.6445,1.4126,2.6416,2.1466,0.1141,15.3574,10.7424,0.3054,0.2294
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_23	-45039.97	90097.94	286393.59	5128.53	9.3111,1.5766,2.4098,0.921,0.4271,21.6898,7.5506,0.2203,0.1419
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_24	-42392.56	84803.12	174493.72	4635.61	12.0527,1.2639,1.6232,1.4463,0.4041,29.9841,9.4935,0.1765,0.1971
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_25	-62017.02	124052.04	205510.09	5519.7	9.6045,2.0574,1.5575,1.7581,0.2443,12.1251,5.6015,0.1626,0.2085
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_26	-43669.41	87356.82	274666.89	3323.97	13.1193,2.3096,2.1618,1.4702,0.4205,20.8381,14.8026,0.1831,0.1814
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_27	-44313.46	88644.92	189126.38	3112.03	19.3008,1.0003,2.8305,1.8586,0.2476,12.4406,12.9889,0.3405,0.2819
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_28	-49296.47	98610.94	104187.73	7947.64	17.6266,1.7581,0.7738,0.6806,0.3005,27.224,5.5192,0.2056,0.1998
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_29	-59600.42	119218.84	610459.22	4727.76	10.9634,0.8966,1.4114,1.3639,0.1444,28.1465,7.2341,0.0992,0.111
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_30	-46154.73	92327.46	160047.8	4098.28	17.8657,1.0654,0.9262,1.6642,0.2995,24.4304,13.4925,0.2096,0.1447
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_31	-40588.18	81194.36	132150.18	2516.19	18.6845,1.5619,2.1481,1.0054,0.265,14.1335,19.9083,0.1879,0.1946
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_32	-54556.22	109130.44	292464.93	6047.76	10.2816,0.9153,0.9335,2.1305,0.3138,16.6956,8.5618,0.2554,0.1165
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_33	-30351.0	60720.0	164056.66	3219.11	14.195,0.8921,1.6249,0.6263,0.3619,27.5314,21.4647,0.2015,0.0987
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_34	-49013.61	98045.22	252059.18	3680.35	14.1544,1.9921,1.5709,1.9772,0.2833,14.0678,13.0254,0.2404,0.1707
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_35	-41962.29	83942.58	101886.32	4843.72	12.1449,1.9925,0.959,1.1128,0.1553,21.6601,12.8548,0.1912,0.1629
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_36	-41846.5	83711.0	166274.69	2331.18	20.5866,2.801,1.3635,0.7204,0.164,27.7095,21.3705,0.0951,0.1183
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_37	-47420.72	94859.44	897378.92	4184.05	10.3721,1.3514,1.5649,1.9154,0.2028,25.343,21.9471,0.3056,0.1057
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_38	-36986.86	73991.72	142730.53	2973.22	15.8525,0.9917,2.0478,0.9081,0.4394,11.546,17.5714,0.2676,0.1499
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_39	-37513.63	75045.26	105176.83	7034.75	11.9063,0.9113,1.4193,0.8744,0.1842,17.8004,5.9536,0.3491,0.1669
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_40	-41933.34	83884.68	124801.2	4140.09	12.139,0.8688,2.4837,0.6414,0.1371,11.7492,10.5051,0.2483,0.1616
