Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2, T3)
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_16	-143946.61	287911.22	647886.84	11755.2	8.5826,0.4134,1.7493,3.7538,0.326,0.0666,0.2316,0.5157,0.2162
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_17	-137312.85	274643.7	745012.03	7611.22	3.7161,2.9331,5.4431,4.6597,1.7652,0.39,0.2428,0.4096,0.5145
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_18	-153316.01	306650.02	590298.36	11693.2	23.6489,0.3666,1.0934,10.0618,0.2762,0.4681,0.1087,0.4357,0.3208
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_19	-90134.16	180286.32	291018.25	15858.79	7.7413,0.4221,2.2386,0.9378,0.6966,0.9196,0.1792,0.1846,0.0761
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_20	-175291.89	350601.78	1185823.95	6098.93	28.0679,1.3819,4.874,7.5154,0.2822,0.1284,1.3142,0.3045,0.0481
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_21	-145315.15	290648.3	831561.09	8890.34	7.0048,0.4119,2.1211,2.479,0.2642,0.0663,0.4306,1.8939,0.1774
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_22	-136571.57	273161.14	648748.35	11657.08	10.2708,0.5418,3.595,1.214,0.8202,0.1161,0.4197,0.2003,0.1405
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_23	-146393.79	292805.58	739574.7	9620.68	2.6867,0.9767,2.9147,1.7316,1.004,0.2197,0.5087,0.6272,0.597
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_24	-120352.24	240722.48	474969.49	9087.31	29.2979,1.5985,1.5826,2.334,0.2519,0.2021,0.7923,2.1068,0.1707
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_25	-145439.17	290896.34	1456381.82	10738.15	5.0223,0.3391,0.9244,8.2593,0.54,0.8872,1.951,0.3256,0.0428
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_26	-137793.25	275604.5	440536.5	13930.15	10.9761,0.964,0.7606,9.9964,0.8412,0.1349,0.1291,0.2915,0.2198
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_27	-115933.23	231884.46	417243.34	11688.2	8.5986,1.7566,3.7174,1.5449,0.9461,0.5325,0.1198,0.2295,0.3298
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_28	-86628.48	173274.96	285637.45	10771.94	25.6627,4.7363,2.7785,1.2132,1.6613,0.0782,0.5305,1.6279,0.1375
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_29	-166423.15	332864.3	1708989.66	9713.02	16.1935,0.3369,2.1987,8.5669,2.1283,0.1846,1.2698,0.249,0.0505
sec_contact_asym_mig_size_three_epoch	Round_3_Replicate_30	-123080.72	246179.44	511322.16	9547.93	12.2314,3.2195,3.5128,3.4319,1.0602,0.4101,0.2806,0.2592,0.3724
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_1	-86513.96	173045.92	295642.26	16308.42	2.8051,0.5002,1.4348,1.2005,0.9299,0.5662,0.3108,0.2965,0.0477
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_2	-89599.48	179216.96	335370.32	20365.52	5.723,0.5349,0.8172,0.5667,0.6616,0.5316,0.3744,0.3965,0.0142
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_3	-93740.02	187498.04	257570.54	19342.49	3.0446,0.4237,0.6082,1.1708,0.4908,1.1519,0.2977,0.8193,0.0204
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_4	-73724.57	147467.14	218902.14	17071.08	3.676,0.4579,0.7708,1.4753,0.9111,1.6056,0.558,0.418,0.0195
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_5	-71066.82	142151.64	231932.11	17235.07	2.654,0.2283,1.2545,0.5374,0.6562,1.0338,0.5728,0.6348,0.0128
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_6	-73865.13	147748.26	234282.33	17708.46	5.3595,0.4323,1.2583,0.8107,0.7562,1.089,0.2396,0.3727,0.0233
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_7	-71203.99	142425.98	223839.26	17888.3	4.6732,0.7236,0.9782,0.6634,0.621,1.1977,0.4751,0.4124,0.0118
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_8	-66171.89	132361.78	184814.53	19189.38	3.804,0.3309,0.7865,0.4951,0.5343,1.5523,0.7946,0.5091,0.015
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_9	-67959.14	135936.28	214049.12	13771.95	5.9172,0.8457,1.4982,0.9539,0.7227,1.0355,0.5799,0.7833,0.0234
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_10	-81946.73	163911.46	272528.87	16805.19	2.4739,0.3642,1.0454,0.6083,0.5582,0.741,0.8819,0.7628,0.0414
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_11	-82442.53	164903.06	269246.7	20154.37	6.4883,0.3617,0.8862,0.9219,0.7403,0.518,0.2129,0.2472,0.0185
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_12	-92638.24	185294.48	265614.6	16388.38	2.8028,0.4691,0.7452,1.706,0.4101,1.4607,0.4483,0.8731,0.0194
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_13	-78671.16	157360.32	279912.7	13370.24	2.8277,0.274,1.757,1.3264,0.8497,0.712,0.5501,0.7075,0.0119
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_14	-89056.14	178130.28	326671.03	18920.13	7.1498,0.3119,0.9508,0.5912,0.6624,0.7003,0.4557,0.5605,0.0432
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_15	-87788.13	175594.26	273822.85	15929.31	7.8611,0.4958,1.0367,1.599,0.5182,0.7937,0.2537,0.5726,0.0344
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_16	-82123.85	164265.7	252005.06	18511.15	2.6739,0.7591,0.6224,0.9438,0.5748,1.4069,0.6906,0.3029,0.0156
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_17	-87761.75	175541.5	235858.79	20214.91	2.6651,0.5465,0.5816,0.9931,0.7481,1.0834,0.3367,0.7249,0.0441
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_18	-86727.02	173472.04	316870.69	17702.26	3.5047,0.3251,1.0616,1.0493,0.6461,0.7536,0.3472,0.3862,0.0218
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_19	-90625.63	181269.26	295314.56	15477.07	5.8002,0.6823,0.7502,1.4888,0.5417,0.8173,0.8179,0.5181,0.025
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_20	-93614.67	187247.34	371686.11	15110.7	5.823,0.6988,1.4709,0.7063,0.4116,0.5205,0.4725,0.6886,0.02
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_21	-73377.38	146772.76	196605.87	21224.45	4.7393,0.5097,0.6498,0.4978,0.5531,1.4409,0.6734,0.7253,0.0245
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_22	-84472.08	168962.16	307549.3	13732.43	3.4627,0.4436,1.2598,1.7143,0.7578,0.8862,0.7793,0.4695,0.04
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_23	-73644.28	147306.56	200727.46	19208.74	8.5732,0.6014,0.6882,0.8994,0.5621,1.6705,0.4363,0.4209,0.0214
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_24	-79100.84	158219.68	209108.43	17827.61	6.6521,0.2845,0.6864,0.857,0.4275,1.2486,0.8765,0.6901,0.0202
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_25	-93903.03	187824.06	357622.13	18758.21	7.567,0.2388,0.6701,0.6364,0.3022,1.1093,0.8054,0.3531,0.0241
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_26	-84363.33	168744.66	322198.56	13744.08	2.9591,0.6724,1.463,0.8474,0.6325,0.5443,0.9724,0.6119,0.0315
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_27	-79130.87	158279.74	241213.88	20951.8	7.7577,0.5996,0.6992,0.4999,0.4277,1.2056,0.4911,0.5002,0.0164
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_28	-68313.24	136644.48	188211.28	20848.9	4.6815,0.7067,0.6633,0.9835,0.9981,1.4021,0.2287,0.2373,0.0175
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_29	-110455.0	220928.0	329419.01	16686.86	3.1822,0.6533,0.621,1.9427,0.3129,1.0355,0.491,0.6573,0.0174
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_30	-101431.03	202880.06	440929.46	15835.99	5.55,0.5221,0.9747,0.9602,0.4223,0.7526,0.7242,0.3362,0.045
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_31	-76737.19	153492.38	261968.49	16186.19	3.0683,0.8731,1.1003,0.8505,0.8445,0.5402,0.5983,0.547,0.0158
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_32	-68518.58	137055.16	190159.77	18415.02	7.2315,0.5054,0.7471,1.1205,1.0267,1.3615,0.2954,0.6926,0.0121
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_33	-89393.99	178805.98	286551.51	15919.71	3.3734,0.793,1.1835,1.6822,0.4069,0.6899,0.3026,0.3259,0.0255
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_34	-74670.9	149359.8	228540.56	16216.03	3.9814,0.4447,0.8405,1.247,1.0678,0.6242,0.7759,0.6749,0.0324
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_35	-100121.58	200261.16	431912.01	15271.37	4.9907,0.3505,1.1483,1.3989,0.6566,0.5195,0.5635,0.4743,0.049
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_36	-93912.77	187843.54	404687.41	13726.33	2.7581,0.5893,1.4051,1.6616,0.7882,0.5362,0.7376,0.4033,0.0218
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_37	-76160.09	152338.18	237163.67	18858.32	3.8986,0.3394,0.7369,0.843,0.7989,1.1202,0.632,0.4201,0.0314
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_38	-115866.05	231750.1	571625.23	15909.4	3.1743,0.66,1.1636,0.5153,0.295,0.5322,0.8999,0.3972,0.026
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_39	-89739.13	179496.26	270153.29	17715.7	3.2829,0.4113,0.6238,1.1929,0.3126,1.571,0.8384,0.3737,0.019
sec_contact_asym_mig_size_three_epoch	Round_4_Replicate_40	-78994.66	158007.32	281248.05	14996.7	3.3126,0.5798,1.1684,1.5531,0.5017,1.6973,0.2633,0.8157,0.0262
