Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
sec_contact_sym_mig_size	Round_2_Replicate_5	-71647.81	143309.62	6600356.04	12763.95	0.0889,0.8361,0.9318,1.3269,4.8918,0.4042,7.3606
sec_contact_sym_mig_size	Round_2_Replicate_6	-81442.78	162899.56	1634030.26	18956.35	0.4669,0.3197,0.3446,2.496,5.3069,0.5381,8.4728
sec_contact_sym_mig_size	Round_2_Replicate_7	-73401.77	146817.54	8360952.91	16492.4	0.7271,0.1847,0.6976,1.0385,6.8628,0.1897,16.5963
sec_contact_sym_mig_size	Round_2_Replicate_8	-78960.75	157935.5	18375799.35	14743.35	0.2884,0.1024,0.8567,1.0339,7.5433,0.0953,14.7811
sec_contact_sym_mig_size	Round_2_Replicate_9	-75599.48	151212.96	524789.24	7201.15	0.1516,0.1423,0.9816,4.8389,1.2583,0.109,12.4474
sec_contact_sym_mig_size	Round_2_Replicate_10	-112187.08	224388.16	304257.33	19542.15	0.1019,0.1146,0.2543,1.7464,1.4399,0.5667,16.5955
sec_contact_sym_mig_size	Round_2_Replicate_11	-160531.62	321077.24	513333.28	15066.1	1.2903,0.2693,0.2138,2.7847,0.9304,0.115,25.9775
sec_contact_sym_mig_size	Round_2_Replicate_12	-90140.82	180295.64	29093069.11	13070.67	0.4201,0.3364,2.241,0.6987,7.0961,0.236,3.0078
sec_contact_sym_mig_size	Round_2_Replicate_13	-101055.07	202124.14	276719.91	16485.23	0.9747,0.3432,0.3805,2.1102,1.1875,0.5525,2.0027
sec_contact_sym_mig_size	Round_2_Replicate_14	-129583.25	259180.5	391876.13	16022.94	0.8157,0.2485,0.2521,3.2116,1.4371,0.0866,3.6281
sec_contact_sym_mig_size	Round_2_Replicate_15	-61456.78	122927.56	147584.91	15747.79	0.2119,0.8376,0.7111,0.9436,0.9037,0.2218,12.629
sec_contact_sym_mig_size	Round_2_Replicate_16	-62938.73	125891.46	524293.36	17256.81	0.4086,0.6799,0.5183,1.3694,3.0657,0.6992,4.7481
sec_contact_sym_mig_size	Round_2_Replicate_17	-108440.01	216894.02	337850022.86	6692.95	0.4015,0.1469,2.6432,1.806,7.8003,0.1025,11.6722
sec_contact_sym_mig_size	Round_2_Replicate_18	-52795.49	105604.98	901558.85	29062.22	1.2269,0.2535,0.5082,0.4301,6.5991,0.1334,25.3139
sec_contact_sym_mig_size	Round_2_Replicate_19	-68480.6	136975.2	744947.49	17099.27	1.3752,0.0699,0.4748,1.6418,3.477,0.2617,5.5728
sec_contact_sym_mig_size	Round_2_Replicate_20	-98157.97	196329.94	407386.05	14257.07	0.099,1.0954,0.3503,3.8227,2.143,0.2015,24.6118
sec_contact_sym_mig_size	Round_3_Replicate_1	-48387.17	96788.34	475276.29	30425.31	0.4165,0.0689,0.6566,0.2996,6.0039,0.3198,25.391
sec_contact_sym_mig_size	Round_3_Replicate_2	-61869.91	123753.82	1623431.86	17212.1	1.0705,0.4191,1.6673,0.4194,5.2045,0.3548,28.9265
sec_contact_sym_mig_size	Round_3_Replicate_3	-63637.56	127289.12	3653110.52	15535.38	0.3872,0.9635,0.9818,0.7899,5.239,0.532,19.6993
sec_contact_sym_mig_size	Round_3_Replicate_4	-50731.55	101477.1	732351.34	24832.32	0.4806,0.3773,0.724,0.4109,5.4723,0.2519,28.9265
sec_contact_sym_mig_size	Round_3_Replicate_5	-75613.2	151240.4	1267587.29	32436.96	0.9625,0.1095,1.741,0.1547,10.5851,0.1752,27.6183
sec_contact_sym_mig_size	Round_3_Replicate_6	-75172.87	150359.74	1050982.31	28717.27	3.8797,0.2004,1.979,0.1708,8.9576,0.0416,20.4668
sec_contact_sym_mig_size	Round_3_Replicate_7	-65709.65	131433.3	238665.84	23486.31	0.9735,0.0737,1.7675,0.1893,3.9905,0.3327,27.6183
sec_contact_sym_mig_size	Round_3_Replicate_8	-45744.26	91502.52	309477.06	57824.69	2.7932,0.1217,0.338,0.1582,9.8427,0.2655,25.391
sec_contact_sym_mig_size	Round_3_Replicate_9	-45210.99	90435.98	272510.47	24347.71	0.6967,0.1656,0.6299,0.4808,3.7436,0.4606,24.3277
sec_contact_sym_mig_size	Round_3_Replicate_10	-73641.42	147296.84	848527.3	26712.86	0.7986,0.6882,0.2712,1.2659,5.8104,0.0898,6.4836
sec_contact_sym_mig_size	Round_3_Replicate_11	-42774.91	85563.82	132230.4	40114.07	0.8283,0.2042,0.4087,0.2603,4.242,0.0433,11.6415
sec_contact_sym_mig_size	Round_3_Replicate_12	-52611.97	105237.94	217688.76	41879.54	4.9353,0.235,0.71,0.1421,6.6833,0.134,21.794
sec_contact_sym_mig_size	Round_3_Replicate_13	-64244.38	128502.76	159728.15	26811.91	0.594,0.728,0.3474,0.7064,2.0255,0.1875,25.391
sec_contact_sym_mig_size	Round_3_Replicate_14	-58131.39	116276.78	428072.34	36084.82	2.3268,0.5114,0.9448,0.1622,7.8051,0.1149,19.7111
sec_contact_sym_mig_size	Round_3_Replicate_15	-48936.48	97886.96	559478.16	68471.01	0.8406,0.2765,0.2661,0.1461,13.9475,0.0471,7.4121
sec_contact_sym_mig_size	Round_3_Replicate_16	-94770.43	189554.86	248438.83	23021.5	0.7627,0.7589,0.2611,1.2722,1.7622,0.2952,9.9329
sec_contact_sym_mig_size	Round_3_Replicate_17	-52960.18	105934.36	280352.43	16385.66	0.3641,0.1488,0.6583,1.0698,2.3323,0.0729,19.9892
sec_contact_sym_mig_size	Round_3_Replicate_18	-67576.4	135166.8	885020.07	36353.36	0.3745,0.312,0.2276,0.7385,7.9472,0.1591,7.6444
sec_contact_sym_mig_size	Round_3_Replicate_19	-49427.85	98869.7	347676.2	26940.24	0.9319,0.4681,0.4665,0.5469,4.3507,0.1267,25.5293
sec_contact_sym_mig_size	Round_3_Replicate_20	-72617.76	145249.52	636255.39	36964.52	0.3341,0.9631,0.1967,0.8755,7.1712,0.1335,27.6183
sec_contact_sym_mig_size	Round_3_Replicate_21	-89821.1	179656.2	61357434.88	10795.9	0.4067,0.1175,2.0585,0.8648,7.8093,0.0608,27.6183
sec_contact_sym_mig_size	Round_3_Replicate_22	-53318.65	106651.3	771347.44	55613.4	0.4221,0.1524,0.2335,0.259,11.8484,0.0357,13.193
sec_contact_sym_mig_size	Round_3_Replicate_23	-50990.82	101995.64	181812.38	31319.9	2.2574,0.3586,0.8951,0.1933,4.4225,0.0489,6.1487
sec_contact_sym_mig_size	Round_3_Replicate_24	-62965.13	125944.26	221091.46	19335.46	1.235,0.3638,0.4492,1.1436,2.1967,0.1302,28.9265
sec_contact_sym_mig_size	Round_3_Replicate_25	-42874.4	85762.8	172389.99	89284.01	0.8991,0.0734,0.1878,0.1167,11.4371,0.3562,24.5492
sec_contact_sym_mig_size	Round_3_Replicate_26	-44760.78	89535.56	277753.7	42225.16	0.3153,0.0996,0.4145,0.2411,6.7411,0.3613,25.391
sec_contact_sym_mig_size	Round_3_Replicate_27	-58025.48	116064.96	174417.0	37485.69	0.8164,0.1864,0.6381,0.1524,2.75,0.3233,20.5618
sec_contact_sym_mig_size	Round_3_Replicate_28	-70913.99	141841.98	966494.45	23810.41	0.3022,0.7764,0.3252,1.2734,5.3959,0.3006,18.3712
sec_contact_sym_mig_size	Round_3_Replicate_29	-45693.98	91401.96	280246.37	85553.47	1.5467,0.602,0.1731,0.1423,13.1891,0.5085,24.5492
sec_contact_sym_mig_size	Round_3_Replicate_30	-85453.59	170921.18	12594192.65	28424.6	0.4441,0.2318,0.2776,1.2287,13.7719,0.4999,28.9265
sec_contact_sym_mig_size	Round_4_Replicate_1	-42819.65	85653.3	129661.38	31268.09	0.5661,0.2312,0.5867,0.2924,3.3076,0.0195,22.0545
sec_contact_sym_mig_size	Round_4_Replicate_2	-43062.09	86138.18	154127.3	48836.66	0.4709,0.1544,0.3211,0.228,5.7428,0.0588,25.9583
sec_contact_sym_mig_size	Round_4_Replicate_3	-42642.6	85299.2	148204.71	33137.37	0.4397,0.1079,0.499,0.3158,3.8579,0.0536,5.944
sec_contact_sym_mig_size	Round_4_Replicate_4	-50061.64	100137.28	125717.4	44256.26	1.0447,0.1011,0.3306,0.2518,2.9142,0.0324,7.2376
sec_contact_sym_mig_size	Round_4_Replicate_5	-48268.07	96550.14	226253.72	38067.74	1.4252,0.2366,0.324,0.3902,5.0925,0.0164,7.3781
sec_contact_sym_mig_size	Round_4_Replicate_6	-48307.35	96628.7	121111.04	44646.9	0.6704,0.1947,0.3143,0.2679,3.3081,0.0446,17.1292
sec_contact_sym_mig_size	Round_4_Replicate_7	-45285.32	90584.64	307433.53	22821.93	1.6591,0.2936,0.7668,0.4479,3.7823,0.0731,27.7401
sec_contact_sym_mig_size	Round_4_Replicate_8	-42534.87	85083.74	144581.21	42488.68	0.5873,0.1619,0.3994,0.2387,4.8936,0.0435,22.4626
sec_contact_sym_mig_size	Round_4_Replicate_9	-43086.46	86186.92	139158.01	39087.45	1.0164,0.3294,0.4995,0.2203,4.4693,0.0556,11.0268
sec_contact_sym_mig_size	Round_4_Replicate_10	-42524.97	85063.94	136390.33	42114.57	0.765,0.2481,0.4139,0.2322,4.6574,0.0315,18.3458
sec_contact_sym_mig_size	Round_4_Replicate_11	-42836.22	85686.44	127938.3	42655.48	0.5668,0.1303,0.4249,0.2168,4.4333,0.0456,27.427
sec_contact_sym_mig_size	Round_4_Replicate_12	-43832.16	87678.32	119142.35	33828.73	1.4823,0.2003,0.5051,0.2864,3.0329,0.0743,21.0819
sec_contact_sym_mig_size	Round_4_Replicate_13	-46997.05	94008.1	119462.45	34600.16	1.2484,0.159,0.4375,0.3156,2.5869,0.0455,5.6205
sec_contact_sym_mig_size	Round_4_Replicate_14	-42517.05	85048.1	141499.05	59085.75	1.0133,0.3788,0.3021,0.1619,6.7721,0.0326,9.3271
sec_contact_sym_mig_size	Round_4_Replicate_15	-42792.35	85598.7	170469.81	37400.44	0.4202,0.1073,0.4769,0.2602,4.8349,0.0279,17.1122
sec_contact_sym_mig_size	Round_4_Replicate_16	-42538.96	85091.92	136098.58	23225.3	0.432,0.2116,0.762,0.4137,2.5713,0.0307,10.7386
sec_contact_sym_mig_size	Round_4_Replicate_17	-42559.54	85133.08	152045.89	40631.81	0.4282,0.2779,0.4213,0.2483,4.8574,0.0441,15.2235
sec_contact_sym_mig_size	Round_4_Replicate_18	-43050.33	86114.66	179533.49	27089.67	0.9334,0.1023,0.6831,0.3466,3.6296,0.0297,8.7441
sec_contact_sym_mig_size	Round_4_Replicate_19	-43601.95	87217.9	154549.01	27430.36	0.7465,0.1095,0.7472,0.3019,3.4248,0.0719,12.773
sec_contact_sym_mig_size	Round_4_Replicate_20	-43678.69	87371.38	124231.91	29345.41	0.4668,0.1502,0.5278,0.3757,2.8165,0.0784,15.344
sec_contact_sym_mig_size	Round_4_Replicate_21	-42541.82	85097.64	147075.23	28475.09	0.9147,0.1329,0.5965,0.3564,3.3211,0.0355,13.4168
sec_contact_sym_mig_size	Round_4_Replicate_22	-44171.86	88357.72	150595.98	27184.16	1.0561,0.1656,0.7833,0.2907,3.3373,0.0237,11.6223
sec_contact_sym_mig_size	Round_4_Replicate_23	-43113.84	86241.68	137278.63	26511.0	1.0348,0.1898,0.7361,0.3243,2.9918,0.0572,7.7653
sec_contact_sym_mig_size	Round_4_Replicate_24	-42520.99	85055.98	147744.55	39104.88	1.0513,0.1929,0.4398,0.2561,4.59,0.0303,7.4684
sec_contact_sym_mig_size	Round_4_Replicate_25	-42525.01	85064.02	136857.29	30064.49	0.9578,0.1687,0.5744,0.3288,3.328,0.0781,17.158
sec_contact_sym_mig_size	Round_4_Replicate_26	-45221.05	90456.1	225835.74	36754.23	0.4177,0.3835,0.3891,0.3419,5.1342,0.0707,13.4911
sec_contact_sym_mig_size	Round_4_Replicate_27	-42501.79	85017.58	145848.05	62043.44	0.7049,0.1158,0.2824,0.1579,7.2476,0.06,12.0694
sec_contact_sym_mig_size	Round_4_Replicate_28	-45591.96	91197.92	148740.2	32273.9	1.1692,0.2835,0.417,0.4078,3.4764,0.0657,8.7965
sec_contact_sym_mig_size	Round_4_Replicate_29	-42654.54	85323.08	150339.94	45862.75	0.5339,0.2561,0.3609,0.2282,5.3927,0.0444,13.7818
sec_contact_sym_mig_size	Round_4_Replicate_30	-42528.79	85071.58	150195.71	39486.84	0.5363,0.145,0.4464,0.2471,4.7151,0.0462,8.9555
sec_contact_sym_mig_size	Round_4_Replicate_31	-42610.86	85235.72	137699.93	30591.17	0.6732,0.1955,0.545,0.3365,3.3739,0.0409,20.0301
sec_contact_sym_mig_size	Round_4_Replicate_32	-42500.42	85014.84	144081.09	52048.81	1.359,0.2411,0.3389,0.1866,6.0346,0.0374,9.1028
sec_contact_sym_mig_size	Round_4_Replicate_33	-46036.69	92087.38	240978.8	32737.16	0.6348,0.2334,0.4215,0.4004,4.6596,0.0254,28.34
sec_contact_sym_mig_size	Round_4_Replicate_34	-48024.14	96062.28	183154.13	33180.19	0.4629,0.1183,0.37,0.4456,3.951,0.0353,7.8734
sec_contact_sym_mig_size	Round_4_Replicate_35	-48251.59	96517.18	130275.54	39606.56	0.7163,0.2389,0.4813,0.2037,2.9434,0.0303,20.4785
sec_contact_sym_mig_size	Round_4_Replicate_36	-42568.94	85151.88	139085.64	46971.59	0.5903,0.1265,0.3859,0.1996,5.3233,0.0294,20.7157
sec_contact_sym_mig_size	Round_4_Replicate_37	-43282.71	86579.42	126286.06	28403.19	1.1673,0.124,0.5571,0.38,2.8163,0.0286,8.4405
sec_contact_sym_mig_size	Round_4_Replicate_38	-42577.16	85168.32	132928.22	42575.28	1.3835,0.1079,0.4062,0.2309,4.5893,0.064,5.8218
sec_contact_sym_mig_size	Round_4_Replicate_39	-42969.12	85952.24	167456.1	25419.18	0.7919,0.2093,0.6366,0.4254,3.1732,0.0568,13.496
sec_contact_sym_mig_size	Round_4_Replicate_40	-47216.26	94446.52	121975.56	50833.99	0.5646,0.1785,0.323,0.1927,3.6789,0.0177,28.4913
