Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_2_Replicate_7	-45848.82	91705.64	138194.24	20409.75	0.6596,0.641,2.054,8.4522
sym_mig	Round_2_Replicate_8	-73980.22	147968.44	785296.97	22869.0	0.3903,1.4796,4.1197,0.6017
sym_mig	Round_2_Replicate_9	-62514.23	125036.46	195326.45	23505.11	0.8821,0.2735,1.2817,4.0568
sym_mig	Round_2_Replicate_10	-37312.52	74633.04	116278.99	36996.54	0.4947,0.1844,5.0555,0.5552
sym_mig	Round_2_Replicate_11	-95192.2	190392.4	112839614.2	10997.73	1.8588,0.9304,8.9624,8.0547
sym_mig	Round_2_Replicate_12	-74600.92	149209.84	255974.4	15165.67	3.1505,0.2649,2.4535,2.7446
sym_mig	Round_2_Replicate_13	-81679.05	163366.1	7674445.6	17078.04	0.9874,1.0721,5.0215,1.068
sym_mig	Round_2_Replicate_14	-88134.57	176277.14	1661736.14	15553.8	3.885,0.4181,4.1475,0.7989
sym_mig	Round_2_Replicate_15	-53459.45	106926.9	401020.8	8150.81	1.8601,1.8516,1.201,6.085
sym_mig	Round_2_Replicate_16	-55939.85	111887.7	242758.63	21959.19	1.458,0.272,3.5444,1.0005
sym_mig	Round_2_Replicate_17	-44214.05	88436.1	168850.44	16353.26	1.2382,0.5338,2.0878,4.8499
sym_mig	Round_2_Replicate_18	-90377.29	180762.58	52095054.07	17831.05	1.0984,0.6404,11.149,2.2796
sym_mig	Round_2_Replicate_19	-63875.34	127758.68	2192382.1	12736.56	2.1091,0.6223,3.9678,5.5483
sym_mig	Round_2_Replicate_20	-53086.06	106180.12	442487.13	12169.79	2.0427,0.6827,2.2316,4.1766
sym_mig	Round_3_Replicate_1	-60458.36	120924.72	215216.93	18413.17	1.7348,0.3799,2.1382,0.8906
sym_mig	Round_3_Replicate_2	-53920.05	107848.1	123801.21	32004.26	0.2461,0.4796,1.8363,0.1011
sym_mig	Round_3_Replicate_3	-58464.88	116937.76	195349.82	17448.84	1.6549,0.4308,1.7903,1.1783
sym_mig	Round_3_Replicate_4	-52067.66	104143.32	133439.58	27614.16	0.559,0.446,1.6626,0.3023
sym_mig	Round_3_Replicate_5	-48914.96	97837.92	123606.71	25649.44	0.5544,0.4742,1.8813,2.2826
sym_mig	Round_3_Replicate_6	-26053.47	52114.94	80205.85	45004.18	0.2458,0.0845,11.1448,0.1331
sym_mig	Round_3_Replicate_7	-46787.56	93583.12	173512.14	28983.13	0.925,0.1889,4.7254,0.5557
sym_mig	Round_3_Replicate_8	-30698.72	61405.44	93690.04	63658.39	0.2107,0.1003,10.3999,0.3922
sym_mig	Round_3_Replicate_9	-41644.17	83296.34	149053.99	32247.2	0.5658,0.2791,4.048,1.448
sym_mig	Round_3_Replicate_10	-41131.4	82270.8	127617.45	29836.56	0.728,0.2076,4.0379,0.3531
sym_mig	Round_3_Replicate_11	-43858.17	87724.34	149339.92	22365.67	0.8043,0.4485,2.5114,2.2577
sym_mig	Round_3_Replicate_12	-42262.01	84532.02	168316.46	33048.41	0.3207,0.3553,4.8582,0.1895
sym_mig	Round_3_Replicate_13	-30565.73	61139.46	82989.49	42868.43	0.3194,0.1316,6.6595,0.2624
sym_mig	Round_3_Replicate_14	-30293.95	60595.9	105743.49	44642.92	0.3321,0.1134,8.9851,0.2644
sym_mig	Round_3_Replicate_15	-57205.8	114419.6	274676.95	24609.97	1.5274,0.1968,4.9887,0.4619
sym_mig	Round_3_Replicate_16	-43619.23	87246.46	246166.57	41239.79	0.4745,0.2079,6.7601,1.6465
sym_mig	Round_3_Replicate_17	-51766.35	103540.7	153841.99	24838.64	0.8867,0.4643,1.4296,0.1982
sym_mig	Round_3_Replicate_18	-41602.45	83212.9	130209.49	31246.62	0.4315,0.3551,3.5583,0.307
sym_mig	Round_3_Replicate_19	-38587.63	77183.26	126564.24	30961.8	0.7184,0.1479,5.619,0.1749
sym_mig	Round_3_Replicate_20	-57495.01	114998.02	138765.53	30543.42	0.3903,0.4583,1.8449,2.2913
sym_mig	Round_3_Replicate_21	-41753.75	83515.5	100899.25	33328.83	0.3643,0.269,2.7562,0.1706
sym_mig	Round_3_Replicate_22	-49089.91	98187.82	171919.45	26151.92	1.2491,0.1849,4.4585,0.2213
sym_mig	Round_3_Replicate_23	-47774.48	95556.96	140793.45	25034.87	0.7832,0.4029,2.2225,0.5136
sym_mig	Round_3_Replicate_24	-53250.95	106509.9	542067.81	52862.99	0.5279,0.1245,12.3039,1.4561
sym_mig	Round_3_Replicate_25	-50722.25	101452.5	156197.44	24298.14	1.1238,0.3118,2.4028,0.2735
sym_mig	Round_3_Replicate_26	-29448.08	58904.16	85349.9	40430.74	0.3272,0.126,7.2556,0.1885
sym_mig	Round_3_Replicate_27	-36342.78	72693.56	132887.33	31808.7	0.5439,0.209,5.0468,0.2037
sym_mig	Round_3_Replicate_28	-53399.27	106806.54	242078.73	26180.57	1.229,0.2018,4.8527,0.6847
sym_mig	Round_3_Replicate_29	-35986.0	71980.0	109048.54	43515.78	0.2829,0.2124,5.812,0.4713
sym_mig	Round_3_Replicate_30	-45646.28	91300.56	121614.01	33194.7	0.5462,0.1869,2.6954,0.3784
sym_mig	Round_4_Replicate_1	-25977.73	51963.46	77649.23	40136.97	0.2451,0.07,11.873,0.0701
sym_mig	Round_4_Replicate_2	-23728.72	47465.44	65930.56	49607.02	0.1697,0.0598,14.8547,0.0956
sym_mig	Round_4_Replicate_3	-24943.48	49894.96	70664.03	45348.29	0.214,0.0669,12.7375,0.0974
sym_mig	Round_4_Replicate_4	-24143.47	48294.94	73010.43	47838.49	0.1908,0.0619,14.8507,0.0973
sym_mig	Round_4_Replicate_5	-26871.88	53751.76	78049.36	52280.47	0.2287,0.0841,10.9923,0.2059
sym_mig	Round_4_Replicate_6	-26885.39	53778.78	75793.97	44350.76	0.2585,0.0947,9.3981,0.1506
sym_mig	Round_4_Replicate_7	-25016.11	50040.22	74352.59	51490.3	0.1813,0.0798,12.7702,0.1428
sym_mig	Round_4_Replicate_8	-28857.72	57723.44	82358.45	41283.21	0.3238,0.1062,8.0455,0.1703
sym_mig	Round_4_Replicate_9	-30130.87	60269.74	89720.78	43019.22	0.3325,0.1211,7.6119,0.2517
sym_mig	Round_4_Replicate_10	-27542.58	55093.16	78633.33	47547.87	0.2605,0.0946,9.5177,0.1993
sym_mig	Round_4_Replicate_11	-25580.3	51168.6	77036.85	41943.8	0.2151,0.0853,11.0746,0.0851
sym_mig	Round_4_Replicate_12	-26804.56	53617.12	78756.84	51649.67	0.2165,0.0935,10.6243,0.2051
sym_mig	Round_4_Replicate_13	-27688.41	55384.82	80651.11	48209.15	0.2419,0.1069,9.2464,0.2145
sym_mig	Round_4_Replicate_14	-26011.18	52030.36	74500.8	60742.82	0.1828,0.071,13.241,0.2063
sym_mig	Round_4_Replicate_15	-23556.09	47120.18	70632.87	51436.82	0.1548,0.0629,15.9103,0.1004
sym_mig	Round_4_Replicate_16	-26538.58	53085.16	79268.43	44008.77	0.2606,0.0882,10.3325,0.1369
sym_mig	Round_4_Replicate_17	-26396.96	52801.92	80038.68	40678.24	0.2579,0.0875,10.2945,0.0942
sym_mig	Round_4_Replicate_18	-27774.98	55557.96	88642.92	42168.76	0.2933,0.1057,9.225,0.1581
sym_mig	Round_4_Replicate_19	-26850.01	53708.02	72622.73	55307.8	0.2015,0.0864,10.6675,0.2172
sym_mig	Round_4_Replicate_20	-31747.58	63503.16	112001.24	36210.64	0.4372,0.1308,7.454,0.1672
sym_mig	Round_4_Replicate_21	-27300.7	54609.4	89426.92	51432.02	0.2328,0.0939,11.1418,0.2195
sym_mig	Round_4_Replicate_22	-24180.51	48369.02	70027.12	51819.51	0.1811,0.0614,14.791,0.1183
sym_mig	Round_4_Replicate_23	-23863.14	47734.28	66698.88	53969.38	0.1618,0.0618,14.9957,0.1198
sym_mig	Round_4_Replicate_24	-23438.16	46884.32	65541.35	48846.01	0.1475,0.0611,15.4837,0.0804
sym_mig	Round_4_Replicate_25	-29114.2	58236.4	113367.82	38627.29	0.3505,0.1035,10.0038,0.1259
sym_mig	Round_4_Replicate_26	-27556.28	55120.56	78654.1	44133.06	0.2804,0.0953,9.1767,0.166
sym_mig	Round_4_Replicate_27	-23573.97	47155.94	80262.12	58391.23	0.1517,0.0468,21.1964,0.11
sym_mig	Round_4_Replicate_28	-24190.95	48389.9	78936.67	45991.44	0.18,0.0706,14.5565,0.0873
sym_mig	Round_4_Replicate_29	-26769.05	53546.1	68237.23	51827.73	0.2194,0.0734,10.5776,0.1731
sym_mig	Round_4_Replicate_30	-29306.79	58621.58	83514.9	42633.96	0.2982,0.1285,7.3546,0.2168
sym_mig	Round_4_Replicate_31	-27567.72	55143.44	85953.86	41568.96	0.3037,0.0858,10.3181,0.1269
sym_mig	Round_4_Replicate_32	-26029.49	52066.98	72451.99	59649.23	0.1802,0.075,12.5669,0.2049
sym_mig	Round_4_Replicate_33	-29471.51	58951.02	93051.73	40103.5	0.3506,0.1142,8.1477,0.1781
sym_mig	Round_4_Replicate_34	-24103.13	48214.26	64824.88	62800.77	0.1381,0.0589,15.9844,0.146
sym_mig	Round_4_Replicate_35	-25321.39	50650.78	86915.09	48822.59	0.2198,0.0617,15.5297,0.1181
sym_mig	Round_4_Replicate_36	-26983.64	53975.28	84637.62	38672.06	0.246,0.0948,9.6498,0.0729
sym_mig	Round_4_Replicate_37	-26323.15	52654.3	94408.21	46807.72	0.2347,0.0901,12.0699,0.1523
sym_mig	Round_4_Replicate_38	-22422.8	44853.6	60969.63	56427.4	0.1222,0.0421,21.0251,0.0802
sym_mig	Round_4_Replicate_39	-23808.42	47624.84	72848.99	48822.48	0.1639,0.067,15.0668,0.0943
sym_mig	Round_4_Replicate_40	-22103.01	44214.02	72532.71	55533.65	0.113,0.0389,26.066,0.0676
