Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nuB, nuF, T)
bottlegrowth	Round_4_Replicate_60	-7338.8	14683.6	14376.17	446170.17	0.3399,0.0316,0.01
bottlegrowth	Round_4_Replicate_61	-7243.2	14492.4	14190.98	446686.67	0.4648,0.0282,0.0102
bottlegrowth	Round_4_Replicate_62	-7125.57	14257.14	13957.32	446216.17	0.816,0.0237,0.01
bottlegrowth	Round_4_Replicate_63	-7203.14	14412.28	14112.32	446875.7	1.0803,0.024,0.0106
bottlegrowth	Round_4_Replicate_64	-7163.13	14332.26	14040.06	448336.75	0.6545,0.0246,0.0101
bottlegrowth	Round_4_Replicate_65	-7140.75	14287.5	13992.5	447518.26	0.9414,0.0229,0.0101
bottlegrowth	Round_4_Replicate_66	-7689.41	15384.82	15061.39	445906.49	0.5195,0.0402,0.014
bottlegrowth	Round_4_Replicate_67	-7247.54	14501.08	14195.76	445927.17	0.4413,0.0287,0.01
bottlegrowth	Round_4_Replicate_68	-7182.37	14370.74	14078.51	448685.44	1.0489,0.0226,0.0102
bottlegrowth	Round_4_Replicate_69	-7195.54	14397.08	14097.61	446759.74	0.5188,0.0267,0.01
bottlegrowth	Round_4_Replicate_70	-7206.71	14419.42	14110.39	444943.33	0.5236,0.0273,0.01
bottlegrowth	Round_4_Replicate_71	-7161.21	14328.42	14019.09	444569.61	0.6707,0.0256,0.0101
bottlegrowth	Round_4_Replicate_72	-7197.26	14400.52	14097.9	446298.92	1.0974,0.0234,0.0103
bottlegrowth	Round_4_Replicate_73	-7149.44	14304.88	13996.54	444674.95	0.7723,0.0248,0.0101
bottlegrowth	Round_4_Replicate_74	-7217.76	14441.52	14138.11	446094.37	0.478,0.0277,0.01
bottlegrowth	Round_4_Replicate_75	-7166.25	14338.5	14034.45	445740.58	1.036,0.0231,0.01
bottlegrowth	Round_4_Replicate_76	-7317.83	14641.66	14338.94	446938.98	0.3602,0.0306,0.0101
bottlegrowth	Round_4_Replicate_77	-7174.63	14355.26	14067.08	449926.71	0.9821,0.0221,0.01
bottlegrowth	Round_4_Replicate_78	-7160.49	14326.98	14019.87	445065.22	0.9943,0.0235,0.0101
bottlegrowth	Round_4_Replicate_79	-7178.82	14363.64	14072.79	448844.0	0.6145,0.0249,0.0101
bottlegrowth	Round_4_Replicate_80	-7159.53	14325.06	14032.25	448164.3	0.7739,0.0242,0.0103
bottlegrowth	Round_4_Replicate_81	-7219.72	14445.44	14145.9	446924.17	0.553,0.0272,0.0104
bottlegrowth	Round_4_Replicate_82	-7186.62	14379.24	14073.75	445555.14	1.0007,0.0245,0.0106
bottlegrowth	Round_4_Replicate_83	-7197.05	14400.1	14108.36	448728.15	0.6445,0.0254,0.0104
bottlegrowth	Round_4_Replicate_84	-7131.94	14269.88	13974.4	447308.12	0.8958,0.0231,0.01
bottlegrowth	Round_4_Replicate_85	-7520.25	15046.5	14730.41	445918.85	0.4696,0.0359,0.0123
bottlegrowth	Round_4_Replicate_86	-7632.27	15270.54	14973.24	450391.81	0.9192,0.0358,0.0157
bottlegrowth	Round_4_Replicate_87	-7381.59	14769.18	14481.03	451345.08	0.368,0.0293,0.0102
bottlegrowth	Round_4_Replicate_88	-7312.61	14631.22	14308.45	443413.46	0.4072,0.0306,0.0101
bottlegrowth	Round_4_Replicate_89	-7170.68	14347.36	14038.89	444788.79	0.6129,0.0261,0.01
bottlegrowth	Round_4_Replicate_90	-7289.01	14584.02	14291.41	449132.03	0.4029,0.0285,0.01
bottlegrowth	Round_4_Replicate_91	-7276.41	14558.82	14260.44	447585.18	0.4012,0.029,0.01
bottlegrowth	Round_4_Replicate_92	-7237.3	14480.6	14192.26	450143.89	0.5243,0.0258,0.0101
bottlegrowth	Round_4_Replicate_93	-7129.28	14264.56	13969.89	447482.41	0.8786,0.0231,0.01
bottlegrowth	Round_4_Replicate_94	-7161.88	14329.76	14025.55	445553.53	0.7356,0.0253,0.0103
bottlegrowth	Round_4_Replicate_95	-7404.35	14814.7	14485.55	443113.79	0.321,0.0336,0.01
bottlegrowth	Round_4_Replicate_96	-7159.87	14325.74	14010.35	443508.51	0.7453,0.0251,0.01
bottlegrowth	Round_4_Replicate_97	-7140.56	14287.12	13988.6	446627.4	0.859,0.0239,0.0102
bottlegrowth	Round_4_Replicate_98	-7387.12	14780.24	14474.94	446907.87	0.297,0.033,0.01
bottlegrowth	Round_4_Replicate_99	-7160.35	14326.7	14030.94	447469.19	0.9522,0.0236,0.0104
bottlegrowth	Round_4_Replicate_100	-7343.76	14693.52	14386.3	446244.39	0.3471,0.0316,0.0101
