Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nuB, nuF, T)
bottlegrowth	Round_3_Replicate_33	-10972.16	21950.32	21447.71	447517.35	3.7635,0.1176,0.0857
bottlegrowth	Round_3_Replicate_34	-12338.1	24682.2	23990.76	435688.85	9.6404,0.1614,0.1849
bottlegrowth	Round_3_Replicate_35	-10662.47	21330.94	20938.54	451637.16	11.7948,0.1129,0.1209
bottlegrowth	Round_3_Replicate_36	-15519.54	31045.08	29788.3	429046.82	4.5464,0.2103,0.1974
bottlegrowth	Round_3_Replicate_37	-20654.2	41314.4	39725.95	407621.91	7.2882,0.3045,0.5168
bottlegrowth	Round_3_Replicate_38	-15507.66	31021.32	29800.49	435126.2	2.7278,0.1998,0.1441
bottlegrowth	Round_3_Replicate_39	-12033.81	24073.62	23309.42	432048.93	9.9205,0.1553,0.166
bottlegrowth	Round_3_Replicate_40	-14913.33	29832.66	29337.64	466465.81	2.8042,0.1721,0.1594
bottlegrowth	Round_3_Replicate_41	-16582.08	33170.16	31451.12	422016.81	1.8877,0.1973,0.0965
bottlegrowth	Round_3_Replicate_42	-9663.3	19332.6	18988.55	454454.28	6.476,0.0834,0.0667
bottlegrowth	Round_3_Replicate_43	-13681.13	27368.26	26478.96	439301.43	3.5499,0.1723,0.1359
bottlegrowth	Round_3_Replicate_44	-32168.13	64342.26	64082.39	4034780.26	1.2028,0.0371,0.4283
bottlegrowth	Round_3_Replicate_45	-21476.27	42958.54	42083.79	491270.5	1.0461,0.2413,0.1875
bottlegrowth	Round_3_Replicate_46	-14037.63	28081.26	27247.75	445138.44	2.5443,0.1738,0.124
bottlegrowth	Round_3_Replicate_47	-16419.82	32845.64	32531.98	492134.48	0.9688,0.1601,0.1029
bottlegrowth	Round_3_Replicate_48	-9573.05	19152.1	18806.4	453797.46	4.475,0.0821,0.0599
bottlegrowth	Round_3_Replicate_49	-21308.41	42622.82	40206.52	385675.59	7.708,0.3295,0.4893
bottlegrowth	Round_3_Replicate_50	-13718.78	27443.56	26386.76	412441.52	15.5107,0.2044,0.2908
bottlegrowth	Round_4_Replicate_1	-7320.92	14647.84	14348.42	448088.17	1.3061,0.0245,0.0111
bottlegrowth	Round_4_Replicate_2	-7882.08	15770.16	15448.7	448075.88	2.2723,0.0371,0.0181
bottlegrowth	Round_4_Replicate_3	-7771.37	15548.74	15238.36	449715.6	1.93,0.0301,0.0138
bottlegrowth	Round_4_Replicate_4	-8455.46	16916.92	16561.73	446645.44	0.9363,0.0582,0.0237
bottlegrowth	Round_4_Replicate_5	-7501.44	15008.88	14714.74	451109.47	1.5506,0.0261,0.0123
bottlegrowth	Round_4_Replicate_6	-8323.64	16653.28	16322.73	449470.14	3.1951,0.049,0.027
bottlegrowth	Round_4_Replicate_7	-7303.86	14613.72	14314.13	447890.73	1.2783,0.0244,0.011
bottlegrowth	Round_4_Replicate_8	-7215.69	14437.38	14136.86	446752.97	0.9515,0.0257,0.0112
bottlegrowth	Round_4_Replicate_9	-7728.33	15462.66	15116.39	443233.88	1.8244,0.0356,0.0163
bottlegrowth	Round_4_Replicate_10	-7485.47	14976.94	14665.48	446796.44	1.5615,0.0295,0.0136
bottlegrowth	Round_4_Replicate_11	-7536.75	15079.5	14782.05	450472.35	1.6232,0.0271,0.0127
bottlegrowth	Round_4_Replicate_12	-7429.61	14865.22	14554.18	446725.77	1.4237,0.025,0.011
bottlegrowth	Round_4_Replicate_13	-7430.61	14867.22	14568.65	449081.16	1.4749,0.0273,0.0128
bottlegrowth	Round_4_Replicate_14	-7938.6	15883.2	15593.53	455080.31	0.9334,0.039,0.0178
bottlegrowth	Round_4_Replicate_15	-7753.85	15513.7	15195.17	447394.04	1.9843,0.0368,0.0181
bottlegrowth	Round_4_Replicate_16	-7487.07	14980.14	14668.89	446664.92	1.4279,0.0318,0.0147
bottlegrowth	Round_4_Replicate_17	-7292.65	14591.3	14295.01	448647.89	1.2578,0.0236,0.0107
bottlegrowth	Round_4_Replicate_18	-8022.82	16051.64	15750.52	453502.91	2.4373,0.0354,0.0178
bottlegrowth	Round_4_Replicate_19	-7834.45	15674.9	15352.27	447002.05	0.9247,0.0428,0.0178
bottlegrowth	Round_4_Replicate_20	-7468.49	14942.98	14616.83	444417.94	1.434,0.026,0.0111
bottlegrowth	Round_4_Replicate_21	-8004.84	16015.68	15703.63	451066.97	2.3993,0.0355,0.0172
bottlegrowth	Round_4_Replicate_22	-7157.64	14321.28	14031.0	448913.84	0.8058,0.0236,0.0102
bottlegrowth	Round_4_Replicate_23	-7274.83	14555.66	14233.79	443335.76	1.0238,0.0269,0.0114
bottlegrowth	Round_4_Replicate_24	-8394.43	16794.86	16459.82	449228.96	3.3295,0.0513,0.0288
bottlegrowth	Round_4_Replicate_25	-7712.67	15431.34	15132.12	451202.79	1.9458,0.032,0.0157
bottlegrowth	Round_4_Replicate_26	-7178.44	14362.88	14069.33	448295.6	1.0579,0.0225,0.0101
bottlegrowth	Round_4_Replicate_27	-8538.75	17083.5	16716.47	445877.75	2.2743,0.0595,0.0313
bottlegrowth	Round_4_Replicate_28	-7214.92	14435.84	14115.49	443165.25	1.0233,0.0246,0.0104
bottlegrowth	Round_4_Replicate_29	-8011.46	16028.92	15728.03	452145.6	1.7287,0.0434,0.0225
bottlegrowth	Round_4_Replicate_30	-7961.64	15929.28	15618.96	450442.15	2.4414,0.0393,0.0203
bottlegrowth	Round_4_Replicate_31	-7991.45	15988.9	15680.32	451787.77	2.3246,0.0341,0.0164
bottlegrowth	Round_4_Replicate_32	-7299.23	14604.46	14318.97	452794.78	1.1185,0.022,0.0104
bottlegrowth	Round_4_Replicate_33	-8410.32	16826.64	16491.18	449178.82	3.3051,0.0526,0.0298
bottlegrowth	Round_4_Replicate_34	-7658.3	15322.6	15033.58	453451.02	1.3894,0.0325,0.0162
bottlegrowth	Round_4_Replicate_35	-8201.3	16408.6	16073.38	448082.84	2.9151,0.0457,0.024
bottlegrowth	Round_4_Replicate_36	-8720.78	17447.56	17068.16	445662.48	1.6727,0.0642,0.0311
bottlegrowth	Round_4_Replicate_37	-7971.66	15949.32	15632.7	449542.47	2.4586,0.0386,0.0194
bottlegrowth	Round_4_Replicate_38	-8326.9	16659.8	16337.65	451050.21	3.2219,0.0463,0.0251
bottlegrowth	Round_4_Replicate_39	-7737.8	15481.6	15145.08	444390.13	0.923,0.0405,0.0165
bottlegrowth	Round_4_Replicate_40	-8505.62	17017.24	16562.11	437152.22	1.1499,0.0547,0.0215
bottlegrowth	Round_4_Replicate_41	-7528.47	15062.94	14766.77	450700.19	1.6109,0.0272,0.0128
bottlegrowth	Round_4_Replicate_42	-8410.28	16826.56	16482.69	447901.45	2.9678,0.0547,0.0307
bottlegrowth	Round_4_Replicate_43	-7321.48	14648.96	14326.86	443740.83	1.235,0.0261,0.0113
bottlegrowth	Round_4_Replicate_44	-7258.22	14522.44	14207.37	444335.39	1.0592,0.0264,0.0114
bottlegrowth	Round_4_Replicate_45	-7487.3	14980.6	14674.99	448070.34	1.573,0.0279,0.0128
bottlegrowth	Round_4_Replicate_46	-7249.45	14504.9	14177.41	442277.76	0.9424,0.0262,0.0108
bottlegrowth	Round_4_Replicate_47	-7527.59	15061.18	14749.37	447255.83	1.613,0.028,0.0127
bottlegrowth	Round_4_Replicate_48	-7700.36	15406.72	15094.41	448211.06	1.942,0.0341,0.0165
bottlegrowth	Round_4_Replicate_49	-7842.53	15691.06	15365.89	446938.07	2.12,0.0393,0.0195
bottlegrowth	Round_4_Replicate_50	-7488.55	14983.1	14670.66	446579.12	1.5408,0.0303,0.014
bottlegrowth	Round_4_Replicate_51	-7233.54	14473.08	14142.67	441744.5	0.9703,0.0249,0.0103
bottlegrowth	Round_4_Replicate_52	-7818.97	15643.94	15312.75	445974.13	2.103,0.0377,0.0182
bottlegrowth	Round_4_Replicate_53	-7280.46	14566.92	14269.07	448172.5	1.2428,0.0233,0.0105
bottlegrowth	Round_4_Replicate_54	-7402.9	14811.8	14489.66	444465.22	1.3754,0.026,0.0113
bottlegrowth	Round_4_Replicate_55	-8201.91	16409.82	16100.34	452318.19	2.9323,0.0435,0.0237
bottlegrowth	Round_4_Replicate_56	-7328.19	14662.38	14359.85	447494.62	1.3162,0.0244,0.0109
bottlegrowth	Round_4_Replicate_57	-7275.61	14557.22	14260.08	448164.56	1.2205,0.0246,0.0112
bottlegrowth	Round_4_Replicate_58	-7238.58	14483.16	14187.48	448311.69	1.1744,0.023,0.0103
bottlegrowth	Round_4_Replicate_59	-8510.71	17027.42	16727.5	455663.16	2.9756,0.0518,0.0315
bottlegrowth	Round_4_Replicate_60	-8404.26	16814.52	16488.44	450509.52	3.3309,0.0516,0.0295
bottlegrowth	Round_4_Replicate_61	-7500.52	15007.04	14710.58	450848.24	1.4515,0.0235,0.0105
bottlegrowth	Round_4_Replicate_62	-7159.47	14324.94	14018.56	445200.51	0.9993,0.0234,0.0101
bottlegrowth	Round_4_Replicate_63	-8491.42	16988.84	16625.83	446015.42	1.8337,0.0586,0.0291
bottlegrowth	Round_4_Replicate_64	-7389.18	14784.36	14463.83	444444.17	1.3163,0.0287,0.0127
bottlegrowth	Round_4_Replicate_65	-7318.72	14643.44	14355.49	451633.72	1.2299,0.0227,0.0106
bottlegrowth	Round_4_Replicate_66	-7141.42	14288.84	13989.54	446501.36	0.9429,0.0233,0.0101
bottlegrowth	Round_4_Replicate_67	-7409.77	14825.54	14528.11	449216.06	1.4409,0.0267,0.0124
bottlegrowth	Round_4_Replicate_68	-8065.47	16136.94	15838.38	454112.49	2.5653,0.0378,0.02
bottlegrowth	Round_4_Replicate_69	-8009.14	16024.28	15683.52	446024.89	2.4634,0.0413,0.0204
bottlegrowth	Round_4_Replicate_70	-7255.29	14516.58	14189.68	442432.92	1.0261,0.0257,0.0108
bottlegrowth	Round_4_Replicate_71	-7448.59	14903.18	14571.28	443069.26	1.1091,0.0318,0.0136
bottlegrowth	Round_4_Replicate_72	-7385.06	14776.12	14484.89	450391.17	1.0236,0.0285,0.013
bottlegrowth	Round_4_Replicate_73	-7367.35	14740.7	14419.11	444132.12	1.2932,0.0278,0.0122
bottlegrowth	Round_4_Replicate_74	-7569.59	15145.18	14850.42	451289.72	1.6783,0.0287,0.0139
bottlegrowth	Round_4_Replicate_75	-7885.2	15776.4	15472.4	451488.52	2.2593,0.035,0.0175
bottlegrowth	Round_4_Replicate_76	-7166.5	14339.0	14030.3	444750.76	0.8576,0.0249,0.0104
bottlegrowth	Round_4_Replicate_77	-8048.71	16103.42	15770.46	447783.94	2.4791,0.038,0.0181
bottlegrowth	Round_4_Replicate_78	-7433.64	14873.28	14572.11	448572.03	1.4868,0.0269,0.0124
bottlegrowth	Round_4_Replicate_79	-7578.91	15163.82	14835.03	444705.36	1.6637,0.0306,0.0137
bottlegrowth	Round_4_Replicate_80	-7200.84	14407.68	14095.67	444467.81	1.0383,0.0245,0.0105
bottlegrowth	Round_4_Replicate_81	-7237.83	14481.66	14190.46	449402.8	1.0886,0.0241,0.011
bottlegrowth	Round_4_Replicate_82	-7245.95	14497.9	14172.0	442549.52	1.0742,0.0246,0.0103
bottlegrowth	Round_4_Replicate_83	-7234.56	14475.12	14164.05	444874.61	1.0722,0.0255,0.0111
bottlegrowth	Round_4_Replicate_84	-7175.97	14357.94	14058.38	446746.48	1.0317,0.0235,0.0104
bottlegrowth	Round_4_Replicate_85	-7273.63	14553.26	14230.23	443136.79	0.9831,0.0272,0.0114
bottlegrowth	Round_4_Replicate_86	-8269.65	16545.3	16121.31	438385.08	1.6383,0.0494,0.0217
bottlegrowth	Round_4_Replicate_87	-7332.61	14671.22	14328.76	440818.5	1.1184,0.0255,0.0105
bottlegrowth	Round_4_Replicate_88	-7146.43	14298.86	14008.59	448886.03	0.8973,0.0227,0.01
bottlegrowth	Round_4_Replicate_89	-7247.06	14500.12	14213.46	451418.41	1.098,0.022,0.0102
bottlegrowth	Round_4_Replicate_90	-7570.51	15147.02	14832.66	446944.12	1.7077,0.0309,0.0144
bottlegrowth	Round_4_Replicate_91	-7707.84	15421.68	15092.06	445478.92	1.9041,0.0343,0.016
bottlegrowth	Round_4_Replicate_92	-7463.57	14933.14	14627.24	447543.91	1.445,0.0305,0.0143
bottlegrowth	Round_4_Replicate_93	-8088.96	16183.92	15810.06	442250.87	1.5197,0.048,0.0217
bottlegrowth	Round_4_Replicate_94	-7893.25	15792.5	15471.35	448412.66	2.2444,0.0354,0.0168
bottlegrowth	Round_4_Replicate_95	-7394.34	14794.68	14508.92	453174.16	1.0853,0.0255,0.0122
bottlegrowth	Round_4_Replicate_96	-7261.51	14529.02	14213.46	444417.43	1.175,0.0239,0.0102
bottlegrowth	Round_4_Replicate_97	-7989.79	15985.58	15506.3	430921.58	0.7324,0.0317,0.0106
bottlegrowth	Round_4_Replicate_98	-7953.7	15913.4	15598.37	450242.22	2.2493,0.0338,0.0158
bottlegrowth	Round_4_Replicate_99	-7720.7	15447.4	15139.96	449024.72	1.8282,0.0366,0.0182
bottlegrowth	Round_4_Replicate_100	-7715.4	15436.8	15129.08	449555.99	1.9289,0.031,0.0146
