Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_2_Replicate_10	-140891.04	281794.08	740028.52	19801.71	2.124,0.2389,14.9703,0.3782,0.9498,0.2743
sec_contact_sym_mig_three_epoch	Round_2_Replicate_11	-54878.7	109769.4	279090.24	19426.52	1.9001,0.3453,10.7836,0.3456,2.8054,0.0515
sec_contact_sym_mig_three_epoch	Round_2_Replicate_12	-76752.54	153517.08	243826.08	16624.21	2.0266,0.3811,1.6903,0.1537,0.8287,0.0581
sec_contact_sym_mig_three_epoch	Round_2_Replicate_13	-161938.86	323889.72	1084844.59	17148.98	1.8484,0.1153,2.4942,1.2402,0.2982,0.1194
sec_contact_sym_mig_three_epoch	Round_2_Replicate_14	-52163.98	104339.96	175956.73	17702.39	1.0128,0.7518,7.4823,0.4163,1.0923,0.1057
sec_contact_sym_mig_three_epoch	Round_2_Replicate_15	-116419.89	232851.78	530270.15	26021.85	0.8325,0.0969,1.6433,1.016,0.443,0.0306
sec_contact_sym_mig_three_epoch	Round_2_Replicate_16	-114484.48	228980.96	471463.28	24695.32	0.8386,0.3518,4.8639,0.0967,0.3938,0.2597
sec_contact_sym_mig_three_epoch	Round_2_Replicate_17	-91308.41	182628.82	376661.51	9001.89	5.6585,0.8981,7.5433,1.1952,0.3676,0.2402
sec_contact_sym_mig_three_epoch	Round_2_Replicate_18	-61891.72	123795.44	154736.15	23164.49	0.7465,0.5137,16.1398,0.1608,0.9896,0.1589
sec_contact_sym_mig_three_epoch	Round_2_Replicate_19	-157580.39	315172.78	863129.1	9096.84	7.2221,0.3366,1.8694,0.5114,2.5213,0.2526
sec_contact_sym_mig_three_epoch	Round_2_Replicate_20	-127229.99	254471.98	519148.33	14641.29	5.2033,0.2765,7.9768,0.0875,1.5749,0.2092
sec_contact_sym_mig_three_epoch	Round_3_Replicate_1	-53430.18	106872.36	251977.67	16627.37	1.7553,0.4845,6.7254,0.3601,1.7482,0.0654
sec_contact_sym_mig_three_epoch	Round_3_Replicate_2	-81808.21	163628.42	252456.07	12682.94	2.1091,0.7811,2.8363,0.8842,0.5977,0.2739
sec_contact_sym_mig_three_epoch	Round_3_Replicate_3	-65647.67	131307.34	247232.54	10787.4	2.438,1.1162,2.0129,1.3303,0.4399,0.1103
sec_contact_sym_mig_three_epoch	Round_3_Replicate_4	-117548.53	235109.06	490746.78	29234.55	0.6316,0.2989,7.1719,0.1149,0.5412,0.2418
sec_contact_sym_mig_three_epoch	Round_3_Replicate_5	-88050.26	176112.52	3621034.45	12688.06	1.5988,1.8747,24.6148,0.3853,0.6214,0.096
sec_contact_sym_mig_three_epoch	Round_3_Replicate_6	-64201.81	128415.62	432413.13	15349.14	0.6202,2.063,7.0807,0.2047,2.3734,0.0649
sec_contact_sym_mig_three_epoch	Round_3_Replicate_7	-68593.5	137199.0	210888.79	17477.83	2.2262,0.4739,24.5456,0.3089,0.3096,0.1474
sec_contact_sym_mig_three_epoch	Round_3_Replicate_8	-77213.96	154439.92	430916.87	14272.05	1.2187,1.9844,4.9409,0.3168,0.4795,0.1304
sec_contact_sym_mig_three_epoch	Round_3_Replicate_9	-48778.15	97568.3	216027.56	10208.15	1.7063,1.2371,3.0677,0.1941,4.7733,0.114
sec_contact_sym_mig_three_epoch	Round_3_Replicate_10	-83792.59	167597.18	269180.18	14914.29	2.7273,0.5964,2.5327,0.1702,0.4082,0.1284
sec_contact_sym_mig_three_epoch	Round_3_Replicate_11	-70004.83	140021.66	2177237.89	12266.18	1.8275,1.0886,22.1263,0.3491,1.9514,0.0792
sec_contact_sym_mig_three_epoch	Round_3_Replicate_12	-91402.38	182816.76	738954.2	11394.8	2.6602,1.8104,27.5227,0.1716,0.5511,0.2332
sec_contact_sym_mig_three_epoch	Round_3_Replicate_13	-54463.43	108938.86	236247.94	21951.85	1.9525,0.3042,27.2473,0.3475,0.675,0.0632
sec_contact_sym_mig_three_epoch	Round_3_Replicate_14	-76837.21	153686.42	231717.45	19750.28	1.3652,0.4041,4.3106,0.203,0.6119,0.156
sec_contact_sym_mig_three_epoch	Round_3_Replicate_15	-138604.32	277220.64	633548.75	34242.82	0.4343,0.3356,7.5396,0.7044,1.9042,0.2681
sec_contact_sym_mig_three_epoch	Round_3_Replicate_16	-56597.49	113206.98	242413.65	12375.15	1.4718,1.2178,5.287,0.5235,1.768,0.1396
sec_contact_sym_mig_three_epoch	Round_3_Replicate_17	-64190.92	128393.84	275589.02	13577.89	2.7,0.4893,4.1829,1.0006,0.3152,0.0611
sec_contact_sym_mig_three_epoch	Round_3_Replicate_18	-55979.82	111971.64	241480.96	18640.59	0.6075,1.1647,7.8134,0.8277,0.644,0.072
sec_contact_sym_mig_three_epoch	Round_3_Replicate_19	-58686.77	117385.54	239805.15	18142.47	2.1292,0.3398,6.237,0.4916,1.0734,0.0458
sec_contact_sym_mig_three_epoch	Round_3_Replicate_20	-60464.12	120940.24	262606.45	17895.01	0.4849,1.6563,11.2328,1.1564,0.5035,0.0727
sec_contact_sym_mig_three_epoch	Round_3_Replicate_21	-57554.66	115121.32	315650.3	23096.44	0.4776,0.9585,6.127,0.3846,0.408,0.0349
sec_contact_sym_mig_three_epoch	Round_3_Replicate_22	-66083.45	132178.9	459857.36	17205.87	0.9189,1.315,4.6405,0.2952,0.5152,0.0642
sec_contact_sym_mig_three_epoch	Round_3_Replicate_23	-57694.32	115400.64	243133.85	15475.88	2.9203,0.4332,15.4685,0.6395,2.0468,0.0899
sec_contact_sym_mig_three_epoch	Round_3_Replicate_24	-51546.1	103104.2	248466.33	13722.36	1.0651,1.2155,8.4293,1.6753,0.3805,0.1142
sec_contact_sym_mig_three_epoch	Round_3_Replicate_25	-67994.65	136001.3	313929.85	18848.81	0.4463,2.5277,16.6449,0.3382,1.2691,0.076
sec_contact_sym_mig_three_epoch	Round_3_Replicate_26	-75531.16	151074.32	172897.47	21618.54	0.4007,1.2466,3.8981,0.5746,0.5344,0.0815
sec_contact_sym_mig_three_epoch	Round_3_Replicate_27	-77481.7	154975.4	1419830.46	10718.16	1.3396,2.8939,21.4948,1.0202,0.7875,0.1268
sec_contact_sym_mig_three_epoch	Round_3_Replicate_28	-51441.83	102895.66	122836.93	26773.27	0.4794,0.548,5.4502,0.3057,3.1284,0.0638
sec_contact_sym_mig_three_epoch	Round_3_Replicate_29	-51040.12	102092.24	204783.93	19049.53	0.7664,0.8246,3.4955,0.3782,1.1929,0.0421
sec_contact_sym_mig_three_epoch	Round_3_Replicate_30	-53880.31	107772.62	256884.23	14001.71	1.4958,0.8723,10.6264,0.6565,1.4015,0.124
sec_contact_sym_mig_three_epoch	Round_4_Replicate_1	-47775.05	95562.1	128328.86	15734.63	0.8925,0.8618,4.3176,0.2994,6.3749,0.1042
sec_contact_sym_mig_three_epoch	Round_4_Replicate_2	-43700.35	87412.7	166750.31	7267.22	2.3937,1.4661,1.6784,0.1992,16.9542,0.1201
sec_contact_sym_mig_three_epoch	Round_4_Replicate_3	-43739.75	87491.5	187550.76	14613.04	1.0544,0.8107,2.689,0.2226,10.0806,0.0345
sec_contact_sym_mig_three_epoch	Round_4_Replicate_4	-46614.79	93241.58	184531.71	13974.27	1.4626,0.705,2.3789,0.3463,3.2648,0.0379
sec_contact_sym_mig_three_epoch	Round_4_Replicate_5	-46281.77	92575.54	170534.27	6710.68	2.1928,1.9809,2.9047,0.1153,14.3421,0.2189
sec_contact_sym_mig_three_epoch	Round_4_Replicate_6	-43902.84	87817.68	176257.95	7241.36	2.4328,1.4669,1.4607,0.1664,13.4613,0.0939
sec_contact_sym_mig_three_epoch	Round_4_Replicate_7	-55295.0	110602.0	131097.51	11938.01	1.0016,1.3903,1.8645,0.279,6.5529,0.1227
sec_contact_sym_mig_three_epoch	Round_4_Replicate_8	-44774.58	89561.16	140693.28	7892.31	2.2415,1.3404,2.3999,0.2172,16.7921,0.177
sec_contact_sym_mig_three_epoch	Round_4_Replicate_9	-43549.93	87111.86	172155.98	12537.65	1.2574,0.9262,2.4303,0.0945,11.3012,0.0515
sec_contact_sym_mig_three_epoch	Round_4_Replicate_10	-48566.03	97144.06	168967.65	11866.62	1.3279,1.1405,4.8648,0.2659,4.4038,0.137
sec_contact_sym_mig_three_epoch	Round_4_Replicate_11	-46339.11	92690.22	180254.1	7817.96	1.866,1.7238,2.586,0.0805,11.3569,0.1586
sec_contact_sym_mig_three_epoch	Round_4_Replicate_12	-48299.82	96611.64	140543.13	12111.51	1.2932,1.0813,3.0482,0.1376,4.8744,0.1257
sec_contact_sym_mig_three_epoch	Round_4_Replicate_13	-47506.51	95025.02	214693.26	7996.85	1.8616,1.729,1.5538,0.1519,8.1736,0.0802
sec_contact_sym_mig_three_epoch	Round_4_Replicate_14	-48003.82	96019.64	172007.17	11435.42	1.0718,1.3531,2.038,0.3295,11.7081,0.0582
sec_contact_sym_mig_three_epoch	Round_4_Replicate_15	-48178.28	96368.56	194546.55	6986.07	2.9049,1.508,2.2549,0.1097,8.3233,0.1777
sec_contact_sym_mig_three_epoch	Round_4_Replicate_16	-46545.22	93102.44	148310.92	10181.63	1.6989,1.1368,2.6518,0.214,6.441,0.1323
sec_contact_sym_mig_three_epoch	Round_4_Replicate_17	-54101.5	108215.0	202381.51	10420.67	2.7336,0.8251,5.8068,0.2876,3.9238,0.1539
sec_contact_sym_mig_three_epoch	Round_4_Replicate_18	-43568.55	87149.1	143547.06	13074.06	1.3063,0.819,2.7233,0.1443,10.5059,0.0718
sec_contact_sym_mig_three_epoch	Round_4_Replicate_19	-45202.4	90416.8	191384.08	13100.03	1.6424,0.6705,3.6101,0.2435,10.066,0.0656
sec_contact_sym_mig_three_epoch	Round_4_Replicate_20	-43949.97	87911.94	181731.89	14290.07	1.1869,0.7707,3.3665,0.1264,7.0499,0.0576
sec_contact_sym_mig_three_epoch	Round_4_Replicate_21	-48796.98	97605.96	161055.13	7760.97	1.6724,2.0045,3.3688,0.1421,11.5158,0.2064
sec_contact_sym_mig_three_epoch	Round_4_Replicate_22	-45416.44	90844.88	186447.44	13108.11	1.2602,0.8994,5.6038,0.1803,6.313,0.1024
sec_contact_sym_mig_three_epoch	Round_4_Replicate_23	-44600.15	89212.3	184598.87	13096.46	1.4727,0.7516,3.3073,0.2372,6.5952,0.0663
sec_contact_sym_mig_three_epoch	Round_4_Replicate_24	-45031.38	90074.76	155176.31	13472.12	1.0753,0.9626,2.583,0.4119,7.0545,0.061
sec_contact_sym_mig_three_epoch	Round_4_Replicate_25	-46381.66	92775.32	189347.7	16309.11	1.0304,0.7413,4.4696,0.1792,3.1458,0.0662
sec_contact_sym_mig_three_epoch	Round_4_Replicate_26	-50542.47	101096.94	227456.63	8546.76	2.8685,1.0826,4.1314,0.0945,6.2155,0.1562
sec_contact_sym_mig_three_epoch	Round_4_Replicate_27	-43729.34	87470.68	135807.25	14179.83	1.072,0.8383,2.219,0.1154,10.6719,0.0472
sec_contact_sym_mig_three_epoch	Round_4_Replicate_28	-43323.5	86659.0	177383.6	16180.79	1.0998,0.6344,3.4269,0.2596,8.9588,0.0422
sec_contact_sym_mig_three_epoch	Round_4_Replicate_29	-44728.48	89468.96	178686.2	9283.33	2.0188,1.0997,2.7007,0.1163,10.1953,0.1132
sec_contact_sym_mig_three_epoch	Round_4_Replicate_30	-46858.81	93729.62	152856.34	8016.57	2.1687,1.4433,4.963,0.2805,9.4423,0.2303
sec_contact_sym_mig_three_epoch	Round_4_Replicate_31	-44816.5	89645.0	189012.27	9599.43	1.8666,1.1167,3.2283,0.2675,9.8609,0.1175
sec_contact_sym_mig_three_epoch	Round_4_Replicate_32	-47537.12	95086.24	199359.52	6537.75	2.9276,1.6889,4.5836,0.1366,10.1583,0.2461
sec_contact_sym_mig_three_epoch	Round_4_Replicate_33	-56328.48	112668.96	184971.53	10702.85	1.36,1.6714,2.0681,0.0773,3.3758,0.1208
sec_contact_sym_mig_three_epoch	Round_4_Replicate_34	-50738.04	101488.08	285071.43	9873.79	1.5944,1.4664,5.2938,0.2498,4.7811,0.1359
sec_contact_sym_mig_three_epoch	Round_4_Replicate_35	-47871.29	95754.58	222129.26	11561.14	2.1723,0.7,4.673,0.2942,9.2629,0.0892
sec_contact_sym_mig_three_epoch	Round_4_Replicate_36	-48934.01	97880.02	163607.35	6884.95	2.5346,1.7999,3.0754,0.0965,8.4155,0.2562
sec_contact_sym_mig_three_epoch	Round_4_Replicate_37	-51861.63	103735.26	173826.34	9530.72	1.21,1.9073,3.144,0.3689,8.5547,0.1442
sec_contact_sym_mig_three_epoch	Round_4_Replicate_38	-46434.4	92880.8	191198.64	11551.68	1.5651,0.9809,2.3162,0.3486,4.5577,0.0651
sec_contact_sym_mig_three_epoch	Round_4_Replicate_39	-43846.53	87705.06	144069.41	14526.46	1.2066,0.7292,2.1668,0.1812,5.0145,0.0368
sec_contact_sym_mig_three_epoch	Round_4_Replicate_40	-45819.38	91650.76	157474.43	10645.84	1.575,1.1055,2.9695,0.0861,6.8717,0.1192
