Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, T)
schange	Round_4_Replicate_59	-203752.58	407515.16	407818.6	461129.98	1.3089,2.3262,0.1374,0.0553,0.0928
schange	Round_4_Replicate_60	-184906.94	369823.88	361660.03	476719.45	1.7357,3.088,0.0906,0.0456,0.0765
schange	Round_4_Replicate_61	-194357.51	388725.02	374285.83	467050.94	1.9075,3.5463,0.1018,0.059,0.094
schange	Round_4_Replicate_62	-182064.75	364139.5	351388.93	491797.54	1.2292,2.0654,0.0834,0.0473,0.074
schange	Round_4_Replicate_63	-183316.41	366642.82	347888.98	492751.59	1.0178,1.6618,0.0813,0.0502,0.0691
schange	Round_4_Replicate_64	-176782.12	353574.24	345141.51	502760.53	1.3637,4.3531,0.0727,0.0353,0.0719
schange	Round_4_Replicate_65	-179025.29	358060.58	353261.91	489541.83	1.3673,2.2627,0.0827,0.0387,0.0669
schange	Round_4_Replicate_66	-200487.27	400984.54	398206.01	458106.3	1.7739,3.558,0.1267,0.0553,0.0981
schange	Round_4_Replicate_67	-192550.25	385110.5	380192.38	467796.97	2.243,4.2414,0.1039,0.0526,0.0976
schange	Round_4_Replicate_68	-193188.17	386386.34	369018.88	475467.11	0.997,2.7758,0.1103,0.0558,0.0846
schange	Round_4_Replicate_69	-167518.32	335046.64	331045.72	514639.83	1.8147,1.5634,0.0491,0.0286,0.0505
schange	Round_4_Replicate_70	-163894.98	327799.96	319985.73	522431.69	1.0199,1.2439,0.0459,0.0251,0.0418
schange	Round_4_Replicate_71	-166409.42	332828.84	321994.27	510142.4	2.3638,2.9988,0.0481,0.0291,0.0544
schange	Round_4_Replicate_72	-219605.0	439220.0	429823.16	442433.52	0.8502,3.7554,0.1992,0.0644,0.1054
schange	Round_4_Replicate_73	-167137.08	334284.16	326521.67	512911.04	0.8066,4.3907,0.0661,0.0241,0.0526
schange	Round_4_Replicate_74	-164368.33	328746.66	320941.62	519338.61	1.1383,3.2434,0.0516,0.0232,0.0485
schange	Round_4_Replicate_75	-200960.02	401930.04	393917.3	462925.11	1.2645,1.4142,0.1193,0.0649,0.0814
schange	Round_4_Replicate_76	-182656.21	365322.42	347223.62	490356.4	0.7781,2.6661,0.0908,0.043,0.0668
schange	Round_4_Replicate_77	-205673.72	411357.44	393109.04	473192.34	1.7114,1.2218,0.0963,0.086,0.098
schange	Round_4_Replicate_78	-168145.29	336300.58	326892.73	502318.57	2.5064,4.2672,0.0518,0.0286,0.0556
schange	Round_4_Replicate_79	-189852.93	379715.86	374314.36	476433.45	2.9634,3.8791,0.0867,0.0531,0.0973
schange	Round_4_Replicate_80	-173589.21	347188.42	347735.46	500971.56	1.2965,2.8176,0.0692,0.0274,0.0557
schange	Round_4_Replicate_81	-183547.86	367105.72	359620.78	493622.5	1.3407,3.4657,0.0851,0.043,0.0807
schange	Round_4_Replicate_82	-203459.2	406928.4	396425.15	462155.72	1.1602,1.6623,0.1323,0.0696,0.0942
schange	Round_4_Replicate_83	-176525.16	353060.32	340511.14	495594.54	1.352,1.3961,0.0671,0.0426,0.0587
schange	Round_4_Replicate_84	-174810.9	349631.8	337561.4	497188.94	1.8617,1.9,0.0641,0.0413,0.0642
schange	Round_4_Replicate_85	-181655.93	363321.86	355013.25	488086.26	2.7399,2.6845,0.0728,0.0477,0.0815
schange	Round_4_Replicate_86	-184252.7	368515.4	364734.77	487841.41	2.0547,1.3453,0.0786,0.051,0.0759
schange	Round_4_Replicate_87	-179824.91	359659.82	350212.06	513041.31	1.3001,1.2684,0.062,0.0437,0.0655
schange	Round_4_Replicate_88	-171534.33	343078.66	339489.04	506140.32	1.9725,4.0538,0.0616,0.0301,0.0647
schange	Round_4_Replicate_89	-195272.68	390555.36	376989.35	470147.83	1.0222,1.9231,0.118,0.0594,0.0826
schange	Round_4_Replicate_90	-183489.57	366989.14	359525.0	494120.49	0.8182,2.5444,0.0986,0.0419,0.0744
schange	Round_4_Replicate_91	-199619.27	399248.54	391423.43	465084.05	1.0998,2.459,0.1332,0.0588,0.0932
schange	Round_4_Replicate_92	-184279.17	368568.34	354315.95	483025.47	2.2041,3.1773,0.0789,0.0503,0.0828
schange	Round_4_Replicate_93	-197360.28	394730.56	375856.17	472172.28	1.9161,1.2779,0.0911,0.0766,0.0884
schange	Round_4_Replicate_94	-171949.37	343908.74	336869.75	504586.72	1.6055,3.8588,0.0653,0.0319,0.0651
schange	Round_4_Replicate_95	-183953.24	367916.48	365083.57	485562.04	1.6313,2.0413,0.0879,0.0449,0.076
schange	Round_4_Replicate_96	-167847.15	335704.3	319266.57	518622.43	0.8678,1.6297,0.052,0.0299,0.0473
schange	Round_4_Replicate_97	-183119.45	366248.9	355362.69	479773.53	2.5962,2.8547,0.0782,0.0492,0.0799
schange	Round_4_Replicate_98	-166046.91	332103.82	328028.23	512052.49	2.2905,3.6386,0.0495,0.0251,0.0535
schange	Round_4_Replicate_99	-181842.8	363695.6	358165.39	486494.27	2.6413,3.0756,0.0765,0.0454,0.0824
schange	Round_4_Replicate_100	-174943.6	349897.2	339923.72	504558.39	1.0674,2.1164,0.0722,0.0372,0.0638
