Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nuB, nuF, T)
bottlegrowth	Round_3_Replicate_41	-8101.57	16209.14	15232.11	988356.29	0.8312,0.013,0.059
bottlegrowth	Round_3_Replicate_42	-12324.21	24654.42	22909.77	1003363.49	0.8888,0.0291,0.1234
bottlegrowth	Round_3_Replicate_43	-9454.51	18915.02	17697.74	1404107.44	2.3702,0.0142,0.1097
bottlegrowth	Round_3_Replicate_44	-11204.42	22414.84	20874.56	1756092.76	1.0568,0.0155,0.1172
bottlegrowth	Round_3_Replicate_45	-7719.03	15444.06	14531.07	1088056.49	0.4406,0.0108,0.0477
bottlegrowth	Round_3_Replicate_46	-13190.43	26386.86	24468.65	1383219.26	0.3569,0.0245,0.108
bottlegrowth	Round_3_Replicate_47	-7574.97	15155.94	14271.81	794624.18	0.7195,0.01,0.0357
bottlegrowth	Round_3_Replicate_48	-7487.88	14981.76	14109.64	883202.11	0.4565,0.0104,0.0375
bottlegrowth	Round_3_Replicate_49	-17392.51	34791.02	32055.09	849215.72	0.2927,0.0529,0.1169
bottlegrowth	Round_3_Replicate_50	-7844.04	15694.08	14759.69	1134019.74	0.9071,0.011,0.0598
bottlegrowth	Round_4_Replicate_1	-7397.28	14800.56	13942.65	937514.41	0.3,0.01,0.0349
bottlegrowth	Round_4_Replicate_2	-7414.6	14835.2	13974.75	915095.71	0.5663,0.0101,0.0401
bottlegrowth	Round_4_Replicate_3	-7402.59	14811.18	13952.54	924048.31	0.2472,0.0101,0.0327
bottlegrowth	Round_4_Replicate_4	-7422.14	14850.28	13988.36	930869.22	0.4354,0.0101,0.0385
bottlegrowth	Round_4_Replicate_5	-7433.91	14873.82	14010.32	903289.12	0.3798,0.0102,0.0361
bottlegrowth	Round_4_Replicate_6	-7425.94	14857.88	13994.75	985887.14	0.7806,0.01,0.0466
bottlegrowth	Round_4_Replicate_7	-7413.72	14833.44	13972.39	979916.7	0.5433,0.01,0.0425
bottlegrowth	Round_4_Replicate_8	-7401.68	14809.36	13950.67	942995.56	0.4643,0.01,0.0393
bottlegrowth	Round_4_Replicate_9	-7406.66	14819.32	13960.26	908569.41	0.6327,0.01,0.0407
bottlegrowth	Round_4_Replicate_10	-7421.98	14849.96	13987.7	962958.79	0.5738,0.0101,0.0425
bottlegrowth	Round_4_Replicate_11	-7390.29	14786.58	13930.05	919212.99	0.2974,0.01,0.034
bottlegrowth	Round_4_Replicate_12	-7490.6	14987.2	14114.92	866361.51	0.279,0.0104,0.0322
bottlegrowth	Round_4_Replicate_13	-7405.9	14817.8	13958.27	952310.88	0.2716,0.0101,0.0347
bottlegrowth	Round_4_Replicate_14	-7394.36	14794.72	13937.44	927136.03	0.4097,0.01,0.0373
bottlegrowth	Round_4_Replicate_15	-7393.34	14792.68	13935.34	945430.95	0.3464,0.01,0.0365
bottlegrowth	Round_4_Replicate_16	-7393.68	14793.36	13935.92	946912.47	0.2642,0.01,0.0341
bottlegrowth	Round_4_Replicate_17	-7396.53	14799.06	13941.2	945265.38	0.428,0.01,0.0386
bottlegrowth	Round_4_Replicate_18	-7390.22	14786.44	13929.59	945428.58	0.2694,0.01,0.0342
bottlegrowth	Round_4_Replicate_19	-7402.45	14810.9	13952.11	940926.54	0.4816,0.01,0.0396
bottlegrowth	Round_4_Replicate_20	-7400.62	14807.24	13948.98	923763.32	0.898,0.01,0.0447
bottlegrowth	Round_4_Replicate_21	-7392.97	14791.94	13934.95	921149.51	0.3472,0.01,0.0355
bottlegrowth	Round_4_Replicate_22	-7429.7	14865.4	14001.58	993714.3	0.8817,0.01,0.0483
bottlegrowth	Round_4_Replicate_23	-7436.41	14878.82	14014.43	939671.82	0.8386,0.0102,0.0455
bottlegrowth	Round_4_Replicate_24	-7408.59	14823.18	13963.32	947574.74	0.8578,0.01,0.0456
bottlegrowth	Round_4_Replicate_25	-7416.18	14838.36	13977.42	930908.01	0.4835,0.0101,0.0394
bottlegrowth	Round_4_Replicate_26	-7417.46	14840.92	13980.45	885802.04	0.7351,0.01,0.0409
bottlegrowth	Round_4_Replicate_27	-7406.98	14819.96	13961.07	894961.04	0.6369,0.01,0.04
bottlegrowth	Round_4_Replicate_28	-7401.51	14809.02	13950.6	924666.19	0.723,0.01,0.0427
bottlegrowth	Round_4_Replicate_29	-7432.49	14870.98	14008.28	871075.99	0.5468,0.01,0.0375
bottlegrowth	Round_4_Replicate_30	-7403.1	14812.2	13953.56	923062.56	0.868,0.01,0.0444
bottlegrowth	Round_4_Replicate_31	-7508.05	15022.1	14144.76	1053957.7	0.5423,0.0102,0.0462
bottlegrowth	Round_4_Replicate_32	-7397.85	14801.7	13944.01	914172.64	0.4341,0.01,0.0373
bottlegrowth	Round_4_Replicate_33	-7404.06	14814.12	13955.12	937652.78	0.7135,0.01,0.0433
bottlegrowth	Round_4_Replicate_34	-7411.33	14828.66	13968.52	931185.58	0.5334,0.0101,0.0403
bottlegrowth	Round_4_Replicate_35	-7392.36	14790.72	13934.03	905501.57	0.2746,0.01,0.0328
bottlegrowth	Round_4_Replicate_36	-7417.3	14840.6	13979.98	895424.7	0.4539,0.0101,0.0371
bottlegrowth	Round_4_Replicate_37	-7395.86	14797.72	13939.94	946782.19	0.3075,0.01,0.0355
bottlegrowth	Round_4_Replicate_38	-7398.84	14803.68	13945.32	955016.12	0.4001,0.01,0.0383
bottlegrowth	Round_4_Replicate_39	-7425.37	14856.74	13993.8	976311.28	0.8248,0.0101,0.0468
bottlegrowth	Round_4_Replicate_40	-7405.94	14817.88	13958.39	952311.12	0.4835,0.01,0.0402
bottlegrowth	Round_4_Replicate_41	-7403.86	14813.72	13954.97	917598.04	0.357,0.0101,0.0358
bottlegrowth	Round_4_Replicate_42	-7590.71	15187.42	14295.78	1135197.58	0.4917,0.0101,0.048
bottlegrowth	Round_4_Replicate_43	-7425.17	14856.34	13994.17	912573.13	0.8665,0.0101,0.0442
bottlegrowth	Round_4_Replicate_44	-7407.82	14821.64	13962.51	900559.34	0.58,0.01,0.0394
bottlegrowth	Round_4_Replicate_45	-7411.77	14829.54	13968.99	956750.89	0.2487,0.0101,0.0341
bottlegrowth	Round_4_Replicate_46	-7443.0	14892.0	14027.92	853553.97	0.4622,0.01,0.0351
bottlegrowth	Round_4_Replicate_47	-7444.91	14895.82	14029.5	990274.15	0.8894,0.0101,0.0485
bottlegrowth	Round_4_Replicate_48	-7404.18	14814.36	13955.82	901922.47	0.5196,0.01,0.0384
bottlegrowth	Round_4_Replicate_49	-7410.15	14826.3	13966.83	898435.17	0.7386,0.01,0.0416
bottlegrowth	Round_4_Replicate_50	-7423.74	14853.48	13991.46	919049.91	0.627,0.0101,0.0414
bottlegrowth	Round_4_Replicate_51	-7402.39	14810.78	13952.2	925868.0	0.4521,0.01,0.0383
bottlegrowth	Round_4_Replicate_52	-7398.04	14802.08	13944.1	934739.62	0.5678,0.01,0.0408
bottlegrowth	Round_4_Replicate_53	-7408.96	14823.92	13964.74	892526.39	0.7133,0.01,0.0409
bottlegrowth	Round_4_Replicate_54	-7399.15	14804.3	13946.3	922636.06	0.6604,0.01,0.0417
bottlegrowth	Round_4_Replicate_55	-7390.95	14787.9	13931.1	931842.42	0.2867,0.01,0.0342
bottlegrowth	Round_4_Replicate_56	-7402.57	14811.14	13952.78	907235.06	0.4193,0.01,0.0367
bottlegrowth	Round_4_Replicate_57	-7396.58	14799.16	13941.55	925527.29	0.5128,0.01,0.0394
bottlegrowth	Round_4_Replicate_58	-7447.24	14900.48	14035.21	878851.34	0.83,0.0101,0.0421
bottlegrowth	Round_4_Replicate_59	-7409.44	14824.88	13964.98	939473.97	0.7524,0.0101,0.044
bottlegrowth	Round_4_Replicate_60	-7407.69	14821.38	13961.61	953073.28	0.9427,0.01,0.0468
bottlegrowth	Round_4_Replicate_61	-7416.69	14839.38	13978.08	955993.76	0.6206,0.0101,0.0429
bottlegrowth	Round_4_Replicate_62	-7420.64	14847.28	13985.61	931849.26	0.7563,0.0101,0.0438
bottlegrowth	Round_4_Replicate_63	-7413.69	14833.38	13972.37	976549.49	0.5791,0.01,0.043
bottlegrowth	Round_4_Replicate_64	-7399.91	14805.82	13947.72	920523.41	0.7763,0.01,0.0431
bottlegrowth	Round_4_Replicate_65	-7399.85	14805.7	13947.21	954050.23	0.5286,0.01,0.041
bottlegrowth	Round_4_Replicate_66	-7415.5	14837.0	13976.08	939654.3	0.7443,0.0101,0.044
bottlegrowth	Round_4_Replicate_67	-7405.81	14817.62	13958.77	904067.56	0.4272,0.01,0.0368
bottlegrowth	Round_4_Replicate_68	-7388.91	14783.82	13927.73	901905.0	0.2178,0.01,0.0306
bottlegrowth	Round_4_Replicate_69	-7430.94	14867.88	14005.08	889421.66	0.3545,0.0101,0.0347
bottlegrowth	Round_4_Replicate_70	-7403.19	14812.38	13953.87	911170.63	0.7355,0.01,0.0422
bottlegrowth	Round_4_Replicate_71	-7417.15	14840.3	13978.75	969790.91	0.3561,0.0101,0.038
bottlegrowth	Round_4_Replicate_72	-7421.08	14848.16	13985.89	980003.93	0.731,0.01,0.0456
bottlegrowth	Round_4_Replicate_73	-7402.56	14811.12	13952.16	954887.98	0.4089,0.01,0.0386
bottlegrowth	Round_4_Replicate_74	-7396.03	14798.06	13940.39	936093.2	0.435,0.01,0.0383
bottlegrowth	Round_4_Replicate_75	-7403.51	14813.02	13953.95	950459.27	0.4219,0.01,0.0387
bottlegrowth	Round_4_Replicate_76	-7405.39	14816.78	13957.78	920405.13	0.5657,0.01,0.0402
bottlegrowth	Round_4_Replicate_77	-7414.39	14834.78	13973.93	949495.41	0.7362,0.0101,0.0443
bottlegrowth	Round_4_Replicate_78	-7390.15	14786.3	13929.63	930870.87	0.278,0.01,0.0339
bottlegrowth	Round_4_Replicate_79	-7400.22	14806.44	13948.35	917045.15	0.6151,0.01,0.0407
bottlegrowth	Round_4_Replicate_80	-7406.02	14818.04	13958.64	942226.36	0.4208,0.0101,0.0384
bottlegrowth	Round_4_Replicate_81	-7398.75	14803.5	13945.64	914770.86	0.3592,0.01,0.0356
bottlegrowth	Round_4_Replicate_82	-7423.45	14852.9	13990.23	981268.24	0.8626,0.01,0.0474
bottlegrowth	Round_4_Replicate_83	-7425.03	14856.06	13993.31	961938.55	0.7262,0.0101,0.0449
bottlegrowth	Round_4_Replicate_84	-7425.7	14857.4	13995.16	909305.52	0.4021,0.0101,0.0368
bottlegrowth	Round_4_Replicate_85	-7410.23	14826.46	13966.39	939433.57	0.3898,0.0101,0.0376
bottlegrowth	Round_4_Replicate_86	-7401.97	14809.94	13951.19	946810.79	0.9172,0.01,0.0462
bottlegrowth	Round_4_Replicate_87	-7408.01	14822.02	13962.35	939909.26	0.6738,0.01,0.0429
bottlegrowth	Round_4_Replicate_88	-7401.76	14809.52	13951.16	915982.34	0.4978,0.01,0.0387
bottlegrowth	Round_4_Replicate_89	-7411.42	14828.84	13969.28	890281.96	0.4993,0.01,0.0376
bottlegrowth	Round_4_Replicate_90	-7402.58	14811.16	13952.87	902695.0	0.4187,0.01,0.0365
bottlegrowth	Round_4_Replicate_91	-7391.69	14789.38	13932.3	944979.0	0.2751,0.01,0.0344
bottlegrowth	Round_4_Replicate_92	-7420.39	14846.78	13984.57	986484.41	0.5599,0.01,0.0431
bottlegrowth	Round_4_Replicate_93	-7469.96	14945.92	14077.24	859760.33	0.445,0.0102,0.0356
bottlegrowth	Round_4_Replicate_94	-7396.09	14798.18	13940.79	911513.72	0.2967,0.01,0.0338
bottlegrowth	Round_4_Replicate_95	-7430.36	14866.72	14003.65	914894.04	0.5379,0.0102,0.0399
bottlegrowth	Round_4_Replicate_96	-7401.13	14808.26	13949.87	927503.57	0.676,0.01,0.0422
bottlegrowth	Round_4_Replicate_97	-7411.27	14828.54	13968.31	938265.07	0.3553,0.0101,0.0367
bottlegrowth	Round_4_Replicate_98	-7398.6	14803.2	13945.36	917018.02	0.4623,0.01,0.0381
bottlegrowth	Round_4_Replicate_99	-7402.46	14810.92	13952.7	898454.14	0.4437,0.01,0.0368
bottlegrowth	Round_4_Replicate_100	-7572.14	15150.28	14261.99	1086538.0	0.314,0.0103,0.0418
