Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nuB, nuF, T)
bottlegrowth	Round_2_Replicate_17	-29434.79	58875.58	53785.49	580182.64	0.4953,0.1218,0.1742
bottlegrowth	Round_2_Replicate_18	-31647.6	63301.2	57599.14	1126674.68	0.2088,0.077,0.19
bottlegrowth	Round_2_Replicate_19	-30651.25	61308.5	55875.56	746969.42	0.486,0.1067,0.234
bottlegrowth	Round_2_Replicate_20	-17757.24	35520.48	32788.28	612066.85	1.1597,0.0607,0.1373
bottlegrowth	Round_2_Replicate_21	-41840.56	83687.12	75986.83	1206624.32	0.543,0.0901,0.3808
bottlegrowth	Round_2_Replicate_22	-60287.46	120580.92	111073.6	367622.61	1.2353,0.2865,0.2341
bottlegrowth	Round_2_Replicate_23	-66084.96	132175.92	120414.83	1701637.16	0.242,0.0928,0.3873
bottlegrowth	Round_2_Replicate_24	-48460.79	96927.58	89022.53	398947.11	0.8801,0.2158,0.1691
bottlegrowth	Round_2_Replicate_25	-84025.64	168057.28	153237.88	354208.84	0.2009,0.7976,0.1203
bottlegrowth	Round_2_Replicate_26	-14594.68	29195.36	27043.12	692246.78	0.3204,0.046,0.0816
bottlegrowth	Round_2_Replicate_27	-25205.13	50416.26	46113.31	651143.75	0.2493,0.0997,0.1253
bottlegrowth	Round_2_Replicate_28	-106189.27	212384.54	198534.19	306294.46	0.968,0.6718,0.4134
bottlegrowth	Round_2_Replicate_29	-50036.42	100078.84	90906.24	967074.38	0.8104,0.1288,0.5467
bottlegrowth	Round_2_Replicate_30	-53049.66	106105.32	96533.98	547840.28	0.5525,0.2306,0.3442
bottlegrowth	Round_3_Replicate_1	-8222.01	16450.02	15453.64	903469.36	0.2425,0.014,0.041
bottlegrowth	Round_3_Replicate_2	-11352.47	22710.94	21154.23	855779.63	0.2087,0.0287,0.0637
bottlegrowth	Round_3_Replicate_3	-11008.22	22022.44	20542.25	731019.94	0.3679,0.0275,0.0612
bottlegrowth	Round_3_Replicate_4	-15725.28	31456.56	29050.56	930310.79	0.396,0.0432,0.1237
bottlegrowth	Round_3_Replicate_5	-9495.59	18997.18	17778.26	909141.31	1.1109,0.0196,0.0826
bottlegrowth	Round_3_Replicate_6	-10587.14	21180.28	19776.91	733196.5	0.525,0.0252,0.064
bottlegrowth	Round_3_Replicate_7	-19672.1	39350.2	36176.51	738997.09	0.8812,0.0663,0.1839
bottlegrowth	Round_3_Replicate_8	-8472.8	16951.6	15914.66	828100.53	0.8317,0.0151,0.0549
bottlegrowth	Round_3_Replicate_9	-7615.12	15236.24	14341.53	987113.83	1.8157,0.0109,0.0597
bottlegrowth	Round_3_Replicate_10	-12823.33	25652.66	23805.4	1441048.09	0.9213,0.0226,0.1378
bottlegrowth	Round_3_Replicate_11	-15330.16	30666.32	28342.98	875642.02	0.4512,0.0437,0.1221
bottlegrowth	Round_3_Replicate_12	-8690.95	17387.9	16306.91	1230379.3	0.9672,0.0133,0.0768
bottlegrowth	Round_3_Replicate_13	-20883.21	41772.42	38326.68	891597.89	0.9792,0.0619,0.2288
bottlegrowth	Round_3_Replicate_14	-8294.77	16595.54	15595.52	724700.57	1.8345,0.0123,0.0459
bottlegrowth	Round_3_Replicate_15	-8966.55	17939.1	16809.9	1169202.48	0.3011,0.0149,0.0594
bottlegrowth	Round_3_Replicate_16	-13737.99	27481.98	25467.12	939492.07	0.4409,0.0358,0.1108
bottlegrowth	Round_3_Replicate_17	-11597.09	23200.18	21614.19	718839.81	0.7812,0.0302,0.0818
bottlegrowth	Round_3_Replicate_18	-10413.49	20832.98	19448.87	896875.97	1.0524,0.0236,0.0949
bottlegrowth	Round_3_Replicate_19	-9628.0	19262.0	18055.03	623647.56	2.1835,0.0133,0.0404
bottlegrowth	Round_3_Replicate_20	-7588.6	15183.2	14292.61	1023992.04	1.2034,0.0106,0.0558
bottlegrowth	Round_3_Replicate_21	-7898.89	15803.78	14861.75	944971.92	0.4577,0.0123,0.0464
bottlegrowth	Round_3_Replicate_22	-7450.78	14907.56	14039.67	1041573.85	0.0996,0.0101,0.0282
bottlegrowth	Round_3_Replicate_23	-8433.79	16873.58	15841.68	876848.26	0.6162,0.0149,0.0542
bottlegrowth	Round_3_Replicate_24	-13422.95	26851.9	24896.7	986252.46	0.7832,0.0333,0.1321
bottlegrowth	Round_3_Replicate_25	-8087.04	16180.08	15203.96	1185354.88	0.4145,0.0116,0.0537
bottlegrowth	Round_3_Replicate_26	-7466.33	14938.66	14070.17	882862.48	1.201,0.0102,0.0462
bottlegrowth	Round_3_Replicate_27	-19986.86	39979.72	37101.27	478202.51	1.6337,0.0432,0.0656
bottlegrowth	Round_3_Replicate_28	-10266.36	20538.72	19187.8	779992.83	0.3062,0.0241,0.0565
bottlegrowth	Round_3_Replicate_29	-9504.75	19015.5	17788.28	1741736.78	1.07,0.0118,0.0919
bottlegrowth	Round_3_Replicate_30	-7741.9	15489.8	14572.33	1226027.04	1.1048,0.0101,0.0619
bottlegrowth	Round_3_Replicate_31	-9365.4	18736.8	17534.61	1754764.25	1.4918,0.0114,0.0961
bottlegrowth	Round_3_Replicate_32	-7438.94	14883.88	14018.63	982230.64	1.9343,0.0101,0.0564
bottlegrowth	Round_3_Replicate_33	-15139.55	30285.1	28001.38	784928.05	0.1555,0.0478,0.0743
bottlegrowth	Round_3_Replicate_34	-14286.9	28579.8	26469.98	799593.79	1.1257,0.0418,0.1421
bottlegrowth	Round_3_Replicate_35	-7401.02	14808.04	13949.29	954594.84	0.2177,0.0101,0.0327
bottlegrowth	Round_3_Replicate_36	-22100.53	44207.06	40484.04	1285622.62	0.2507,0.0478,0.1563
bottlegrowth	Round_3_Replicate_37	-7902.02	15810.04	14866.07	1090668.26	1.6406,0.0115,0.068
bottlegrowth	Round_3_Replicate_38	-8084.72	16175.44	15199.41	1238776.06	0.1952,0.0113,0.0441
bottlegrowth	Round_3_Replicate_39	-7714.97	15435.94	14525.92	887287.15	0.9893,0.0115,0.0491
bottlegrowth	Round_3_Replicate_40	-15384.78	30775.56	28495.79	635251.49	1.0927,0.0486,0.1156
bottlegrowth	Round_3_Replicate_41	-8444.25	16894.5	15856.2	1313089.89	0.532,0.0119,0.0636
bottlegrowth	Round_3_Replicate_42	-7911.81	15829.62	14889.85	781844.46	0.2808,0.0117,0.0313
bottlegrowth	Round_3_Replicate_43	-22647.43	45300.86	41514.29	759485.68	0.8976,0.0765,0.223
bottlegrowth	Round_3_Replicate_44	-11808.13	23622.26	21968.15	1581828.21	0.2189,0.0185,0.0816
bottlegrowth	Round_3_Replicate_45	-9834.12	19674.24	18395.3	851119.79	0.1134,0.0223,0.0417
bottlegrowth	Round_3_Replicate_46	-7854.56	15715.12	14779.68	1023011.11	0.3495,0.0118,0.0453
bottlegrowth	Round_3_Replicate_47	-7674.76	15355.52	14452.44	872969.79	0.2982,0.0113,0.0354
bottlegrowth	Round_3_Replicate_48	-13617.51	27241.02	25420.02	525673.19	1.6571,0.0184,0.037
bottlegrowth	Round_3_Replicate_49	-7450.14	14906.28	14038.75	1031764.45	0.4403,0.01,0.0425
bottlegrowth	Round_3_Replicate_50	-9580.35	19166.7	17928.56	1131665.87	0.6872,0.0174,0.0824
bottlegrowth	Round_4_Replicate_1	-7418.78	14843.56	13981.75	971184.54	0.4767,0.0101,0.0409
bottlegrowth	Round_4_Replicate_2	-7396.38	14798.76	13940.92	946108.12	0.4439,0.01,0.0389
bottlegrowth	Round_4_Replicate_3	-7396.49	14798.98	13941.27	932306.19	0.4065,0.01,0.0375
bottlegrowth	Round_4_Replicate_4	-7394.15	14794.3	13936.8	946804.14	0.3249,0.01,0.036
bottlegrowth	Round_4_Replicate_5	-7379.2	14764.4	13909.55	925561.72	0.1649,0.01,0.029
bottlegrowth	Round_4_Replicate_6	-7391.04	14788.08	13930.96	956997.48	0.2265,0.01,0.033
bottlegrowth	Round_4_Replicate_7	-7398.2	14802.4	13944.31	937247.43	0.2542,0.0101,0.0334
bottlegrowth	Round_4_Replicate_8	-7403.0	14812.0	13953.14	934493.34	0.2317,0.0101,0.0326
bottlegrowth	Round_4_Replicate_9	-7380.93	14767.86	13912.85	914103.91	0.1451,0.01,0.0276
bottlegrowth	Round_4_Replicate_10	-7396.87	14799.74	13941.72	951527.41	0.2472,0.01,0.0337
bottlegrowth	Round_4_Replicate_11	-7386.62	14779.24	13922.88	946941.41	0.1356,0.0101,0.0281
bottlegrowth	Round_4_Replicate_12	-7421.69	14849.38	13988.38	871014.59	0.1976,0.0101,0.0288
bottlegrowth	Round_4_Replicate_13	-7385.33	14776.66	13920.7	936012.96	0.2138,0.01,0.0317
bottlegrowth	Round_4_Replicate_14	-7423.61	14853.22	13990.34	994437.47	0.2594,0.0101,0.0358
bottlegrowth	Round_4_Replicate_15	-7384.79	14775.58	13919.65	941769.45	0.2104,0.01,0.0318
bottlegrowth	Round_4_Replicate_16	-7387.48	14780.96	13924.78	926585.88	0.2405,0.01,0.0324
bottlegrowth	Round_4_Replicate_17	-7387.17	14780.34	13923.94	948790.42	0.2163,0.01,0.0323
bottlegrowth	Round_4_Replicate_18	-7425.49	14856.98	13994.26	949480.32	0.3677,0.0101,0.0377
bottlegrowth	Round_4_Replicate_19	-7398.56	14803.12	13945.32	911685.0	0.2754,0.01,0.0331
bottlegrowth	Round_4_Replicate_20	-7393.69	14793.38	13936.39	912186.26	0.3038,0.01,0.034
bottlegrowth	Round_4_Replicate_21	-7472.67	14951.34	14079.88	1047863.35	0.1949,0.0101,0.0348
bottlegrowth	Round_4_Replicate_22	-7382.06	14770.12	13914.79	928398.41	0.1948,0.01,0.0306
bottlegrowth	Round_4_Replicate_23	-7387.62	14781.24	13924.66	956622.93	0.1953,0.01,0.0316
bottlegrowth	Round_4_Replicate_24	-7414.63	14835.26	13975.19	883343.86	0.1811,0.0101,0.0286
bottlegrowth	Round_4_Replicate_25	-7405.09	14816.18	13957.11	913391.05	0.1071,0.0102,0.0254
bottlegrowth	Round_4_Replicate_26	-7370.68	14747.36	13893.91	924140.91	0.1354,0.01,0.0273
bottlegrowth	Round_4_Replicate_27	-7392.26	14790.52	13933.52	932592.49	0.3502,0.01,0.0361
bottlegrowth	Round_4_Replicate_28	-7405.79	14817.58	13958.6	912497.25	0.3652,0.0101,0.0358
bottlegrowth	Round_4_Replicate_29	-7388.07	14782.14	13926.06	910394.35	0.2119,0.01,0.0307
bottlegrowth	Round_4_Replicate_30	-7402.85	14811.7	13952.86	939903.12	0.4328,0.01,0.0385
bottlegrowth	Round_4_Replicate_31	-7404.34	14814.68	13956.25	891438.23	0.3266,0.01,0.0338
bottlegrowth	Round_4_Replicate_32	-7436.92	14879.84	14015.02	967899.54	0.3102,0.0102,0.0369
bottlegrowth	Round_4_Replicate_33	-7384.71	14775.42	13919.8	916092.06	0.1994,0.01,0.0304
bottlegrowth	Round_4_Replicate_34	-7381.3	14768.6	13913.34	932030.82	0.187,0.01,0.0304
bottlegrowth	Round_4_Replicate_35	-7415.36	14836.72	13975.75	943828.57	0.3447,0.0101,0.0367
bottlegrowth	Round_4_Replicate_36	-7389.78	14785.56	13929.01	926497.5	0.25,0.01,0.0328
bottlegrowth	Round_4_Replicate_37	-7383.25	14772.5	13916.6	959534.86	0.1677,0.01,0.0303
bottlegrowth	Round_4_Replicate_38	-7396.29	14798.58	13941.27	901251.84	0.2067,0.01,0.0302
bottlegrowth	Round_4_Replicate_39	-7388.27	14782.54	13925.73	965855.56	0.1554,0.01,0.0299
bottlegrowth	Round_4_Replicate_40	-7384.1	14774.2	13918.52	923960.56	0.132,0.0101,0.0272
bottlegrowth	Round_4_Replicate_41	-7398.6	14803.2	13945.62	896936.55	0.3118,0.01,0.0336
bottlegrowth	Round_4_Replicate_42	-7390.2	14786.4	13929.5	950406.8	0.26,0.01,0.034
bottlegrowth	Round_4_Replicate_43	-7400.36	14806.72	13948.28	939458.63	0.3814,0.01,0.0373
bottlegrowth	Round_4_Replicate_44	-7392.4	14790.8	13933.92	918631.13	0.2898,0.01,0.0338
bottlegrowth	Round_4_Replicate_45	-7358.44	14722.88	13871.38	924199.64	0.1012,0.01,0.0248
bottlegrowth	Round_4_Replicate_46	-7417.65	14841.3	13980.64	893210.7	0.3875,0.0101,0.0355
bottlegrowth	Round_4_Replicate_47	-7388.19	14782.38	13926.15	920272.25	0.2164,0.01,0.0313
bottlegrowth	Round_4_Replicate_48	-7391.72	14789.44	13932.52	930715.96	0.2814,0.01,0.034
bottlegrowth	Round_4_Replicate_49	-7402.35	14810.7	13951.55	965389.91	0.155,0.0101,0.03
bottlegrowth	Round_4_Replicate_50	-7406.95	14819.9	13960.23	953419.66	0.4166,0.01,0.0388
bottlegrowth	Round_4_Replicate_51	-7419.35	14844.7	13982.68	971835.02	0.1637,0.0101,0.0308
bottlegrowth	Round_4_Replicate_52	-7386.23	14778.46	13922.67	910481.46	0.1983,0.01,0.0301
bottlegrowth	Round_4_Replicate_53	-7392.61	14791.22	13934.04	941037.47	0.3243,0.01,0.0357
bottlegrowth	Round_4_Replicate_54	-7408.89	14823.78	13963.43	986644.93	0.2885,0.01,0.0364
bottlegrowth	Round_4_Replicate_55	-7412.76	14831.52	13970.57	985296.15	0.3997,0.01,0.0396
bottlegrowth	Round_4_Replicate_56	-7380.26	14766.52	13911.43	922358.7	0.0995,0.0101,0.0248
bottlegrowth	Round_4_Replicate_57	-7414.05	14834.1	13974.23	882822.31	0.4716,0.01,0.0367
bottlegrowth	Round_4_Replicate_58	-7399.69	14805.38	13947.16	929520.4	0.2836,0.0101,0.0342
bottlegrowth	Round_4_Replicate_59	-7385.74	14777.48	13921.45	937135.03	0.212,0.01,0.0317
bottlegrowth	Round_4_Replicate_60	-7402.16	14810.32	13951.44	954079.83	0.4618,0.01,0.0397
bottlegrowth	Round_4_Replicate_61	-7412.26	14830.52	13970.55	904604.35	0.262,0.0101,0.0326
bottlegrowth	Round_4_Replicate_62	-7388.21	14782.42	13925.78	951927.89	0.166,0.01,0.03
bottlegrowth	Round_4_Replicate_63	-7371.56	14749.12	13895.37	937592.53	0.14,0.01,0.028
bottlegrowth	Round_4_Replicate_64	-7405.19	14816.38	13957.34	922529.73	0.3266,0.0101,0.0352
bottlegrowth	Round_4_Replicate_65	-7405.63	14817.26	13958.67	887678.02	0.2892,0.01,0.0325
bottlegrowth	Round_4_Replicate_66	-7398.4	14802.8	13944.28	967207.94	0.1449,0.0101,0.0294
bottlegrowth	Round_4_Replicate_67	-7437.49	14880.98	14017.45	870292.8	0.3589,0.0101,0.0339
bottlegrowth	Round_4_Replicate_68	-7387.34	14780.68	13924.11	957543.02	0.1517,0.01,0.0294
bottlegrowth	Round_4_Replicate_69	-7393.39	14792.78	13935.69	921248.61	0.2383,0.01,0.0322
bottlegrowth	Round_4_Replicate_70	-7462.47	14930.94	14062.65	906506.71	0.4123,0.0103,0.0374
bottlegrowth	Round_4_Replicate_71	-7394.63	14795.26	13937.78	938450.61	0.2938,0.01,0.0348
bottlegrowth	Round_4_Replicate_72	-7423.86	14853.72	13991.14	962172.24	0.3809,0.0101,0.0385
bottlegrowth	Round_4_Replicate_73	-7365.14	14736.28	13883.56	936692.2	0.1174,0.01,0.0264
bottlegrowth	Round_4_Replicate_74	-7367.42	14740.84	13887.77	933359.25	0.1097,0.01,0.0258
bottlegrowth	Round_4_Replicate_75	-7377.5	14761.0	13906.1	952074.73	0.1458,0.01,0.0288
bottlegrowth	Round_4_Replicate_76	-7496.44	14998.88	14124.93	904431.22	0.2588,0.0105,0.0335
bottlegrowth	Round_4_Replicate_77	-7376.08	14758.16	13903.94	914717.83	0.1379,0.01,0.0272
bottlegrowth	Round_4_Replicate_78	-7386.5	14779.0	13923.08	917980.42	0.2223,0.01,0.0314
bottlegrowth	Round_4_Replicate_79	-7371.07	14748.14	13894.85	904172.54	0.1189,0.01,0.0256
bottlegrowth	Round_4_Replicate_80	-7363.62	14733.24	13880.9	921779.64	0.094,0.01,0.0242
bottlegrowth	Round_4_Replicate_81	-7367.99	14741.98	13888.78	937926.42	0.1239,0.01,0.027
bottlegrowth	Round_4_Replicate_82	-7405.0	14816.0	13956.58	953169.17	0.2134,0.0101,0.0325
bottlegrowth	Round_4_Replicate_83	-7375.51	14757.02	13902.75	927743.51	0.157,0.01,0.0287
bottlegrowth	Round_4_Replicate_84	-7420.75	14847.5	13985.44	950552.27	0.1388,0.0102,0.0288
bottlegrowth	Round_4_Replicate_85	-7390.87	14787.74	13930.68	953230.5	0.2106,0.01,0.0322
bottlegrowth	Round_4_Replicate_86	-7393.31	14792.62	13935.48	926779.07	0.2539,0.01,0.033
bottlegrowth	Round_4_Replicate_87	-7409.28	14824.56	13965.06	901919.48	0.1776,0.0101,0.0291
bottlegrowth	Round_4_Replicate_88	-7405.69	14817.38	13958.43	908266.62	0.2514,0.0101,0.0323
bottlegrowth	Round_4_Replicate_89	-7389.39	14784.78	13928.38	919837.81	0.2584,0.01,0.0328
bottlegrowth	Round_4_Replicate_90	-7389.28	14784.56	13927.97	936298.95	0.2819,0.01,0.0342
bottlegrowth	Round_4_Replicate_91	-7450.82	14907.64	14040.32	983208.09	0.2279,0.0102,0.0346
bottlegrowth	Round_4_Replicate_92	-7405.25	14816.5	13957.92	888403.53	0.208,0.0101,0.0298
bottlegrowth	Round_4_Replicate_93	-7395.03	14796.06	13938.4	945493.46	0.2208,0.01,0.0324
bottlegrowth	Round_4_Replicate_94	-7399.21	14804.42	13946.15	938170.28	0.2121,0.0101,0.0319
bottlegrowth	Round_4_Replicate_95	-7410.78	14827.56	13967.48	932146.64	0.3557,0.0101,0.0365
bottlegrowth	Round_4_Replicate_96	-7416.64	14839.28	13978.17	935060.94	0.2762,0.0101,0.0343
bottlegrowth	Round_4_Replicate_97	-7388.88	14783.76	13927.16	939731.14	0.1827,0.01,0.0305
bottlegrowth	Round_4_Replicate_98	-7379.6	14765.2	13910.58	903132.01	0.15,0.01,0.0275
bottlegrowth	Round_4_Replicate_99	-7418.31	14842.62	13980.79	975725.84	0.2539,0.0101,0.035
bottlegrowth	Round_4_Replicate_100	-7390.2	14786.4	13929.5	945207.18	0.1676,0.0101,0.0299
