Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T)
asym_mig	Round_3_Replicate_27	-56451.47	112912.94	263683.2	27316.08	0.9076,0.4616,5.8228,0.3614,0.6068
asym_mig	Round_3_Replicate_28	-70584.12	141178.24	163388.98	25433.71	0.2576,1.1107,3.1199,0.5191,0.4881
asym_mig	Round_3_Replicate_29	-44897.26	89804.52	177954.2	26451.75	0.8311,0.3861,4.0807,1.1887,0.1528
asym_mig	Round_3_Replicate_30	-48871.08	97752.16	174315.64	27357.9	0.3579,0.8557,5.3166,0.1937,0.1309
asym_mig	Round_4_Replicate_1	-26524.23	53058.46	71677.7	41880.72	0.1962,0.21,14.2369,0.6876,0.1386
asym_mig	Round_4_Replicate_2	-27112.82	54235.64	80819.64	40380.86	0.2471,0.171,14.5098,0.6175,0.114
asym_mig	Round_4_Replicate_3	-26411.87	52833.74	76959.9	37637.84	0.2291,0.165,13.6442,0.4741,0.0771
asym_mig	Round_4_Replicate_4	-26371.89	52753.78	69943.66	40581.71	0.2015,0.2044,14.036,0.3186,0.1198
asym_mig	Round_4_Replicate_5	-30079.27	60168.54	103386.36	35865.29	0.3256,0.2332,11.7847,0.23,0.125
asym_mig	Round_4_Replicate_6	-28527.88	57065.76	94674.53	36175.01	0.3134,0.1533,13.4222,0.6677,0.0787
asym_mig	Round_4_Replicate_7	-24439.12	48888.24	58975.92	43282.46	0.1463,0.1545,17.0563,0.677,0.0889
asym_mig	Round_4_Replicate_8	-23226.24	46462.48	68766.66	45065.51	0.1532,0.1257,22.213,0.559,0.0811
asym_mig	Round_4_Replicate_9	-24294.62	48599.24	64891.42	42885.99	0.1679,0.1564,17.8446,0.1945,0.0928
asym_mig	Round_4_Replicate_10	-25400.87	50811.74	75610.8	44949.88	0.1623,0.2016,18.4717,0.246,0.1348
asym_mig	Round_4_Replicate_11	-28644.48	57298.96	77613.35	36910.45	0.2972,0.1528,11.7439,0.5092,0.0867
asym_mig	Round_4_Replicate_12	-25861.31	51732.62	73919.59	39294.83	0.225,0.1495,14.9926,0.5891,0.083
asym_mig	Round_4_Replicate_13	-28625.33	57260.66	63910.66	39634.64	0.1619,0.1931,11.8186,0.44,0.0883
asym_mig	Round_4_Replicate_14	-24688.05	49386.1	73030.74	41287.01	0.1778,0.1696,17.6008,0.3093,0.0909
asym_mig	Round_4_Replicate_15	-27643.06	55296.12	85096.07	39318.03	0.2487,0.2115,13.6782,0.313,0.1293
asym_mig	Round_4_Replicate_16	-26005.55	52021.1	67953.3	47775.13	0.1764,0.1647,17.1961,0.3428,0.1412
asym_mig	Round_4_Replicate_17	-28536.58	57083.16	77961.26	36853.59	0.2855,0.1907,11.0324,0.4785,0.1047
asym_mig	Round_4_Replicate_18	-26395.06	52800.12	90472.17	40253.56	0.2306,0.1748,16.2546,0.5957,0.1047
asym_mig	Round_4_Replicate_19	-28668.67	57347.34	89510.15	40283.6	0.2206,0.2684,13.6281,0.4647,0.1762
asym_mig	Round_4_Replicate_20	-24921.27	49852.54	72794.63	43427.88	0.1915,0.1436,18.0889,0.6728,0.0982
asym_mig	Round_4_Replicate_21	-30323.74	60657.48	90764.49	35184.27	0.3492,0.2061,10.3442,0.4594,0.1113
asym_mig	Round_4_Replicate_22	-34118.72	68247.44	101075.38	32255.68	0.4391,0.2799,7.3725,0.6058,0.146
asym_mig	Round_4_Replicate_23	-23857.73	47725.46	73552.11	41675.84	0.1524,0.1523,20.3478,0.4438,0.0747
asym_mig	Round_4_Replicate_24	-26817.72	53645.44	73151.01	45332.23	0.1519,0.236,17.2864,0.3619,0.1649
asym_mig	Round_4_Replicate_25	-31141.17	62292.34	89639.62	33361.32	0.363,0.1714,8.022,0.5232,0.0702
asym_mig	Round_4_Replicate_26	-25581.49	51172.98	64363.12	44560.99	0.142,0.2048,17.5743,0.3909,0.1266
asym_mig	Round_4_Replicate_27	-28385.52	56781.04	79515.54	38116.38	0.2792,0.1916,12.0889,0.3997,0.1176
asym_mig	Round_4_Replicate_28	-28417.75	56845.5	81114.82	36443.14	0.2442,0.2349,11.5345,0.2758,0.1042
asym_mig	Round_4_Replicate_29	-26558.89	53127.78	79046.18	39836.47	0.2054,0.2179,14.7956,0.2733,0.1185
asym_mig	Round_4_Replicate_30	-30818.9	61647.8	88917.36	33642.57	0.3275,0.1934,8.0592,0.4793,0.0741
asym_mig	Round_4_Replicate_31	-25033.71	50077.42	68855.05	44073.76	0.1568,0.1912,17.7542,0.5407,0.1202
asym_mig	Round_4_Replicate_32	-28572.83	57155.66	89842.11	35318.4	0.3075,0.159,12.1963,0.2253,0.0712
asym_mig	Round_4_Replicate_33	-28566.93	57143.86	85338.88	40904.47	0.237,0.2434,13.2586,0.3716,0.1748
asym_mig	Round_4_Replicate_34	-24843.78	49697.56	66607.81	46065.06	0.1466,0.1859,18.5954,0.571,0.1279
asym_mig	Round_4_Replicate_35	-30778.52	61567.04	104990.16	35094.15	0.3568,0.2262,11.0096,0.4444,0.1219
asym_mig	Round_4_Replicate_36	-29745.72	59501.44	80409.13	37278.36	0.2889,0.2416,10.4001,0.389,0.1512
asym_mig	Round_4_Replicate_37	-31608.03	63226.06	113722.72	32865.42	0.4035,0.1883,10.0328,0.2463,0.074
asym_mig	Round_4_Replicate_38	-32016.82	64043.64	118466.3	32685.01	0.4102,0.2062,9.8747,0.2326,0.0807
asym_mig	Round_4_Replicate_39	-29211.03	58432.06	67841.6	38900.43	0.2093,0.2498,10.616,0.3013,0.1411
asym_mig	Round_4_Replicate_40	-27819.88	55649.76	82324.35	45234.86	0.1909,0.2349,15.542,0.4173,0.1929
