Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_bottle_schange	Round_1_Replicate_13	-481218.8	962457.6	1461582.88	121364.64	6.3598,0.9527,0.875,6.8908,1.4637,1.0292,0.9253,0.4815,3.1497,1.6923
sec_contact_bottle_schange	Round_1_Replicate_14	-684762.04	1369544.08	1515740.58	378883.39	0.9091,0.4416,0.2339,0.8074,0.1848,0.3691,0.8886,0.6184,1.3734,0.6822
sec_contact_bottle_schange	Round_1_Replicate_15	-3928293.92	7856607.84	11784028645439.95	103794.44	0.1684,1.9342,3.1352,4.6588,2.6102,5.1756,6.3128,1.8025,0.146,1.3734
sec_contact_bottle_schange	Round_2_Replicate_1	-1390729.22	2781478.44	61420304.04	443240.05	10.3804,4.4729,9.6219,0.5149,0.3447,1.0971,0.6371,7.2911,0.4738,7.0166
sec_contact_bottle_schange	Round_2_Replicate_2	-285033.96	570087.92	544220.44	400861.1	4.2324,3.8489,5.4273,0.0983,0.3515,0.1527,0.2772,4.8826,0.1304,1.3905
sec_contact_bottle_schange	Round_2_Replicate_3	-1113248.67	2226517.34	44210051.09	170742.52	3.2653,7.7368,13.4444,0.0871,0.9513,1.1077,0.4703,4.1147,0.2263,6.825
sec_contact_bottle_schange	Round_2_Replicate_4	-637647.99	1275315.98	1419347.26	238411.38	2.0776,4.4566,5.3979,0.063,0.6537,0.8295,0.0801,1.0938,0.203,12.378
sec_contact_bottle_schange	Round_2_Replicate_5	-629283.26	1258586.52	1389780.72	187527.71	2.2053,5.8716,1.8024,0.2365,0.8186,1.0881,0.0966,0.7044,0.6233,10.2421
sec_contact_bottle_schange	Round_2_Replicate_6	-598738.91	1197497.82	1502009.93	177462.14	0.7826,7.7329,12.3069,0.1457,1.5128,0.2019,0.1679,1.8456,0.4799,1.7442
sec_contact_bottle_schange	Round_2_Replicate_7	-484116.32	968252.64	1063274.44	584079.19	2.3864,2.5978,2.9782,0.4774,0.4198,0.2089,0.0676,3.9063,0.8529,14.1374
sec_contact_bottle_schange	Round_2_Replicate_8	-1039310.92	2078641.84	40176316.85	143515.2	10.0041,1.8129,23.4665,0.129,1.488,0.6434,0.0914,5.2176,0.0863,2.6554
sec_contact_bottle_schange	Round_2_Replicate_9	-657518.43	1315056.86	2044693.42	228192.85	2.2412,4.7839,14.7204,0.1354,0.4574,0.9826,0.0569,2.581,0.127,2.2635
sec_contact_bottle_schange	Round_2_Replicate_10	-420502.02	841024.04	907620.36	484827.95	9.203,15.8774,3.2464,0.3939,0.5435,0.1766,0.0455,4.7474,1.0254,8.4436
sec_contact_bottle_schange	Round_2_Replicate_11	-453268.43	906556.86	961592.65	121520.92	1.5065,5.2413,9.3017,0.2501,1.962,0.9065,0.1046,0.6279,0.1058,3.368
sec_contact_bottle_schange	Round_2_Replicate_12	-904521.86	1809063.72	2413695.99	512888.8	2.843,2.7534,16.23,0.1016,0.2802,0.4666,0.0745,2.0429,0.5423,16.1487
sec_contact_bottle_schange	Round_2_Replicate_13	-318843.05	637706.1	644924.79	359386.19	4.4116,14.8161,1.7106,0.4806,0.494,0.1857,0.2016,4.6992,0.7063,1.2478
sec_contact_bottle_schange	Round_2_Replicate_14	-438066.86	876153.72	900484.63	291804.8	0.6802,13.7885,10.1525,0.1813,0.5972,0.4249,0.0794,2.0139,0.2746,8.1715
sec_contact_bottle_schange	Round_2_Replicate_15	-1115086.0	2230192.0	3833915.01	455456.63	6.8398,6.4758,18.6673,0.1225,0.1935,0.119,0.4312,0.6209,0.1045,1.3147
sec_contact_bottle_schange	Round_2_Replicate_16	-386336.42	772692.84	771949.24	526390.43	5.3912,23.058,3.3193,0.0948,0.2716,0.1658,0.4973,2.6709,0.8478,2.9936
sec_contact_bottle_schange	Round_2_Replicate_17	-1153790.06	2307600.12	4100405.15	264885.18	1.0768,5.8064,5.5291,0.0588,0.805,0.1261,0.2794,0.5997,0.2727,13.0866
sec_contact_bottle_schange	Round_2_Replicate_18	-413213.78	826447.56	780814.1	267575.55	2.7927,8.0945,4.1422,0.0559,0.4933,0.6644,0.235,1.6222,0.2121,2.1754
sec_contact_bottle_schange	Round_2_Replicate_19	-865240.7	1730501.4	14672896.29	230891.78	1.1316,7.8872,7.3559,0.1311,0.7637,0.5633,0.2129,5.734,1.1313,1.9965
sec_contact_bottle_schange	Round_2_Replicate_20	-497556.62	995133.24	1606008.06	148135.69	7.7901,6.238,13.8983,0.3364,0.9867,0.9646,0.3492,1.7802,0.323,4.3439
sec_contact_bottle_schange	Round_2_Replicate_21	-861944.21	1723908.42	2993335.83	338234.99	0.7048,4.5455,2.7525,0.4517,0.3893,0.9729,0.2727,2.8199,0.348,4.7543
sec_contact_bottle_schange	Round_2_Replicate_22	-700448.43	1400916.86	1636006.02	158914.35	0.9894,3.8063,5.0699,0.1939,2.4488,0.4567,0.1082,1.0543,0.622,1.1897
sec_contact_bottle_schange	Round_2_Replicate_23	-547519.93	1095059.86	1824271.47	491250.09	4.2428,13.7546,12.0803,0.1765,0.4689,0.2927,0.3456,5.4143,0.7006,15.6225
sec_contact_bottle_schange	Round_2_Replicate_24	-719379.09	1438778.18	1801710.81	161228.18	11.1933,1.6096,1.7774,0.1882,2.7217,0.2801,0.0587,1.1109,0.2941,2.0209
sec_contact_bottle_schange	Round_2_Replicate_25	-584396.81	1168813.62	1663786.72	148026.42	9.7538,2.6794,4.7611,0.8496,1.5939,1.1643,0.1145,1.1379,0.1541,1.8333
sec_contact_bottle_schange	Round_2_Replicate_26	-995393.46	1990806.92	3423512.07	210297.2	1.1773,6.6039,14.3782,0.1529,0.8691,0.1458,0.1514,0.7009,0.2456,2.5965
sec_contact_bottle_schange	Round_2_Replicate_27	-963333.45	1926686.9	7977375.62	254373.53	0.9469,4.0728,12.2796,0.168,0.406,1.2238,0.1292,4.0246,0.1651,2.1273
sec_contact_bottle_schange	Round_2_Replicate_28	-1327230.39	2654480.78	140158610.53	230202.02	0.7325,7.146,4.9795,0.5755,1.0121,0.7005,0.0503,7.0786,0.4499,4.9548
sec_contact_bottle_schange	Round_2_Replicate_29	-598708.56	1197437.12	1598877.98	200695.38	1.3357,13.2215,1.5112,0.2126,1.8094,0.1437,0.0901,6.1028,0.3437,11.346
sec_contact_bottle_schange	Round_2_Replicate_30	-646353.69	1292727.38	1586536.03	730730.96	1.9472,4.1681,6.7263,0.0759,0.2412,0.2884,0.1613,4.9406,0.2211,6.542
sec_contact_bottle_schange	Round_3_Replicate_1	-914315.49	1828650.98	2780484.26	886812.67	1.1824,1.5568,1.7834,0.1558,0.1996,0.0634,0.2748,2.4205,0.4595,3.2285
sec_contact_bottle_schange	Round_3_Replicate_2	-721821.04	1443662.08	2220681.91	334759.05	2.6943,1.8356,16.3393,0.031,0.408,0.0799,0.1614,2.4922,0.0822,0.7304
sec_contact_bottle_schange	Round_3_Replicate_3	-476822.98	953665.96	1180022.79	218870.42	4.3929,2.8923,3.1927,0.1915,1.1483,0.2217,0.5711,3.1178,0.2671,4.4074
sec_contact_bottle_schange	Round_3_Replicate_4	-297173.06	594366.12	586858.52	532527.76	1.3329,1.056,6.9472,0.0417,0.2915,0.0955,0.2731,8.356,0.181,1.9388
sec_contact_bottle_schange	Round_3_Replicate_5	-713832.14	1427684.28	1790248.81	234385.54	14.3503,7.0643,8.7547,0.0274,1.1415,0.4566,0.0673,2.9272,0.0326,0.4702
sec_contact_bottle_schange	Round_3_Replicate_6	-1111547.02	2223114.04	33784858.38	189247.13	7.7963,4.459,9.5547,0.0266,1.3996,0.4104,0.3047,7.5593,0.0771,1.2031
sec_contact_bottle_schange	Round_3_Replicate_7	-1315021.72	2630063.44	4286139.73	512459.24	4.3382,1.426,6.7646,0.282,0.1207,0.1944,0.0773,1.6137,0.4086,1.6829
sec_contact_bottle_schange	Round_3_Replicate_8	-350680.25	701380.5	721350.69	481576.9	4.5753,12.994,1.7477,0.041,0.2596,0.1805,0.5845,2.8111,0.0747,0.6165
sec_contact_bottle_schange	Round_3_Replicate_9	-544466.4	1088952.8	1594333.84	319769.48	7.2954,2.2117,4.4141,0.1118,0.7138,0.0656,0.6327,10.636,0.0496,1.5259
sec_contact_bottle_schange	Round_3_Replicate_10	-307875.1	615770.2	650154.56	489312.41	8.7397,1.6297,8.0638,0.0699,0.2728,0.0685,0.4071,8.2756,0.2435,1.4558
sec_contact_bottle_schange	Round_3_Replicate_11	-511870.28	1023760.56	1694763.78	317553.62	3.559,3.3164,13.561,0.0788,0.4933,0.1055,0.7303,11.0627,0.0334,0.6455
sec_contact_bottle_schange	Round_3_Replicate_12	-497101.7	994223.4	1201247.57	1192940.02	2.7582,0.9794,1.5218,0.0236,0.189,0.123,0.36,10.046,0.1728,3.9177
sec_contact_bottle_schange	Round_3_Replicate_13	-547379.81	1094779.62	1191510.21	732492.15	5.7726,3.3787,4.331,0.0589,0.1672,0.2036,0.2301,5.5169,0.0592,2.055
sec_contact_bottle_schange	Round_3_Replicate_14	-813514.66	1627049.32	2347481.32	500868.91	5.847,2.1045,1.6435,0.0708,0.3348,0.0661,0.2175,2.2466,0.4873,1.4987
sec_contact_bottle_schange	Round_3_Replicate_15	-916877.58	1833775.16	3278071.51	306951.73	1.0922,1.6007,10.5877,0.1043,0.6527,0.0718,0.7635,2.1035,0.144,1.2125
sec_contact_bottle_schange	Round_3_Replicate_16	-730797.66	1461615.32	2055738.58	435992.51	5.2327,1.9383,21.0007,0.13,0.1503,0.1875,0.0693,1.3065,0.053,0.8492
sec_contact_bottle_schange	Round_3_Replicate_17	-351921.68	703863.36	660146.4	300722.27	10.2976,1.6542,9.2692,0.132,0.3621,0.536,0.5265,1.4952,0.0971,0.9225
sec_contact_bottle_schange	Round_3_Replicate_18	-415428.92	830877.84	1001534.88	419348.74	1.0922,1.3954,2.8794,0.2051,0.2586,0.1742,0.3914,1.3887,0.0419,0.3239
sec_contact_bottle_schange	Round_3_Replicate_19	-785267.32	1570554.64	3059027.09	564077.32	13.9052,4.1743,2.9401,0.0441,0.112,0.2673,0.0992,11.1013,0.5429,0.6591
sec_contact_bottle_schange	Round_3_Replicate_20	-393428.8	786877.6	1063886.81	298585.76	7.4263,2.0547,11.465,0.0482,0.2989,0.326,0.1328,4.906,0.2455,0.3614
sec_contact_bottle_schange	Round_3_Replicate_21	-628224.42	1256468.84	1683734.82	237838.54	13.6707,8.934,9.9823,0.055,1.0244,0.1382,0.5516,3.8461,0.1146,0.82
sec_contact_bottle_schange	Round_3_Replicate_22	-340891.62	681803.24	847830.62	312813.64	4.2148,1.2398,6.1111,0.0285,0.4,0.2019,0.0769,6.2965,0.5158,0.7628
sec_contact_bottle_schange	Round_3_Replicate_23	-802198.54	1604417.08	2459416.97	322548.13	1.0642,1.2547,18.7052,0.1504,0.4873,0.0864,0.5663,2.0101,0.0445,0.3906
sec_contact_bottle_schange	Round_3_Replicate_24	-418820.07	837660.14	876518.32	536162.93	4.947,9.2608,10.2361,0.2832,0.129,0.089,0.4732,3.7311,0.16,0.7508
sec_contact_bottle_schange	Round_3_Replicate_25	-527260.53	1054541.06	1524342.69	541193.62	6.8551,6.3012,1.4739,0.1657,0.5266,0.0794,0.2949,13.9013,0.4872,3.2462
sec_contact_bottle_schange	Round_3_Replicate_26	-464790.3	929600.6	1689505.23	552165.56	1.3101,3.8711,3.6999,0.1048,0.1937,0.1223,0.5164,14.4592,0.2956,0.6694
sec_contact_bottle_schange	Round_3_Replicate_27	-355603.84	711227.68	844915.47	500459.78	1.7177,7.2603,6.5539,0.1283,0.3331,0.113,0.1065,9.8036,0.0381,1.987
sec_contact_bottle_schange	Round_3_Replicate_28	-540472.73	1080965.46	1656383.81	277873.39	2.8988,1.0295,17.2509,0.3799,0.6764,0.0678,0.3005,14.1097,0.0833,2.6746
sec_contact_bottle_schange	Round_3_Replicate_29	-441211.82	882443.64	986144.17	412113.74	1.2899,8.2067,1.5551,0.0407,0.6737,0.1011,0.2795,7.2782,0.1382,2.8298
sec_contact_bottle_schange	Round_3_Replicate_30	-464553.9	929127.8	1102190.65	280516.09	1.433,6.5548,1.443,0.0911,0.8966,0.412,0.2543,2.9796,0.1977,1.1908
sec_contact_bottle_schange	Round_3_Replicate_31	-492652.35	985324.7	1623560.4	404340.27	1.9498,2.8548,2.0049,0.0276,0.5284,0.1779,0.3574,8.2078,0.0346,1.4028
sec_contact_bottle_schange	Round_3_Replicate_32	-1144963.47	2289946.94	3654551.05	696899.8	1.3363,1.1842,1.6647,0.0631,0.124,0.5662,0.2108,5.9382,0.1277,1.3686
sec_contact_bottle_schange	Round_3_Replicate_33	-449711.51	899443.02	924446.08	377323.59	4.0773,9.0835,1.6153,0.0636,0.3658,0.5864,0.9176,1.9432,0.0542,0.3859
sec_contact_bottle_schange	Round_3_Replicate_34	-324335.93	648691.86	615844.43	345936.46	1.4893,1.8033,2.4899,0.2801,0.4282,0.3169,0.6001,1.8444,0.0499,0.677
sec_contact_bottle_schange	Round_3_Replicate_35	-965443.77	1930907.54	7760118.01	648279.77	8.4934,3.9299,7.2116,0.2434,0.2116,0.4488,0.2235,8.7662,0.0396,2.9972
sec_contact_bottle_schange	Round_3_Replicate_36	-699999.85	1400019.7	4673929.23	426341.75	1.0778,10.927,3.2436,0.0834,0.4015,0.3913,0.6566,6.5123,0.3808,3.3029
sec_contact_bottle_schange	Round_3_Replicate_37	-593744.68	1187509.36	2905889.69	204686.11	10.0037,10.1392,8.4806,0.1424,1.0123,0.3658,0.2813,4.7966,0.0714,5.1887
sec_contact_bottle_schange	Round_3_Replicate_38	-804619.8	1609259.6	8821474.23	321782.34	9.1281,11.2342,1.6347,0.2601,0.6168,0.48,0.4383,5.8229,0.1614,1.5261
sec_contact_bottle_schange	Round_3_Replicate_39	-388843.16	777706.32	843888.48	339856.72	7.7884,1.4145,5.7361,0.1847,0.2968,0.4324,0.1299,3.1184,0.0411,0.4746
sec_contact_bottle_schange	Round_3_Replicate_40	-1209240.11	2418500.22	4090475.92	193824.77	5.1288,5.6201,18.8386,0.117,1.3037,0.0728,0.2036,2.3493,0.3955,0.3759
sec_contact_bottle_schange	Round_3_Replicate_41	-402912.97	805845.94	1117544.39	550397.25	1.0717,2.843,13.7274,0.1527,0.253,0.1067,0.7565,12.6443,0.0513,2.1969
sec_contact_bottle_schange	Round_3_Replicate_42	-742313.1	1484646.2	1911410.81	487894.16	4.9606,3.1534,12.5234,0.0617,0.1255,0.1025,0.3685,1.8093,0.4114,0.7555
sec_contact_bottle_schange	Round_3_Replicate_43	-466271.42	932562.84	1074849.88	269870.52	3.7848,2.4538,2.5135,0.0334,0.8106,0.2627,0.1684,1.4064,0.0417,2.4271
sec_contact_bottle_schange	Round_3_Replicate_44	-776975.69	1553971.38	1901895.81	620425.72	2.5602,9.8791,4.7826,0.3443,0.1057,0.0884,0.7478,1.7052,0.2341,0.8146
sec_contact_bottle_schange	Round_3_Replicate_45	-1028727.86	2057475.72	3656719.62	281771.71	3.5974,15.427,9.7879,0.1002,0.6456,0.0686,0.0685,1.6145,0.0392,1.8451
sec_contact_bottle_schange	Round_3_Replicate_46	-781599.07	1563218.14	7629843.59	414293.49	1.1279,6.7467,2.7644,0.3355,0.2696,0.3634,0.2267,9.1756,0.1818,0.5651
sec_contact_bottle_schange	Round_3_Replicate_47	-413505.08	827030.16	989801.64	454091.45	13.275,1.9121,4.5522,0.1642,0.1664,0.1085,0.8671,2.2011,0.178,0.3623
sec_contact_bottle_schange	Round_3_Replicate_48	-486932.9	973885.8	1151446.71	1145984.2	2.9844,4.3258,1.8651,0.3246,0.19,0.0595,0.0803,6.9387,0.0451,2.4395
sec_contact_bottle_schange	Round_3_Replicate_49	-630553.09	1261126.18	1505215.65	209532.54	8.2824,1.4103,7.4723,0.2709,1.1563,0.0987,0.0846,5.7722,0.3832,0.4624
sec_contact_bottle_schange	Round_3_Replicate_50	-982428.77	1964877.54	30136402.71	264165.84	2.949,3.2712,5.9014,0.121,0.6931,0.5076,0.1622,7.2677,0.0569,0.9193
sec_contact_bottle_schange	Round_4_Replicate_1	-281603.34	563226.68	539537.28	447273.66	6.1412,4.5899,8.6595,0.1428,0.3084,0.1166,0.292,5.6452,0.0704,1.849
sec_contact_bottle_schange	Round_4_Replicate_2	-291593.96	583207.92	592641.87	336529.13	2.348,5.1029,8.486,0.0767,0.3755,0.1798,0.2094,4.4264,0.2005,0.7805
sec_contact_bottle_schange	Round_4_Replicate_3	-291206.65	582433.3	543722.48	378189.73	2.954,5.1848,4.188,0.109,0.3524,0.2179,0.3551,3.395,0.0906,1.0484
sec_contact_bottle_schange	Round_4_Replicate_4	-289890.94	579801.88	559140.38	527530.3	2.7423,6.5693,3.3496,0.0996,0.2423,0.1114,0.2005,6.3837,0.1797,1.0065
sec_contact_bottle_schange	Round_4_Replicate_5	-309823.79	619667.58	596435.42	445658.22	2.7477,5.6079,3.3995,0.0855,0.4135,0.1408,0.2619,5.0638,0.1883,2.3303
sec_contact_bottle_schange	Round_4_Replicate_6	-324618.78	649257.56	636984.26	487865.32	5.2782,5.5093,4.3322,0.0884,0.282,0.1331,0.2913,4.0013,0.1464,1.6902
sec_contact_bottle_schange	Round_4_Replicate_7	-303121.76	606263.52	610604.19	313911.49	3.2312,3.5844,8.8538,0.0842,0.445,0.2077,0.2792,3.2585,0.1206,0.9974
sec_contact_bottle_schange	Round_4_Replicate_8	-291366.69	582753.38	570924.38	413513.76	6.1234,3.4382,3.5625,0.052,0.3182,0.156,0.2649,4.6724,0.1021,0.7396
sec_contact_bottle_schange	Round_4_Replicate_9	-288401.16	576822.32	547477.46	450791.55	8.1611,5.7125,12.4068,0.1042,0.2538,0.1263,0.3941,4.6418,0.0786,1.7159
sec_contact_bottle_schange	Round_4_Replicate_10	-331406.14	662832.28	693490.21	250649.26	8.1232,3.493,11.6638,0.097,0.6497,0.2368,0.3386,3.4116,0.1749,1.5835
sec_contact_bottle_schange	Round_4_Replicate_11	-285511.51	571043.02	535911.59	370579.05	3.8306,4.6135,3.9673,0.1937,0.3844,0.1962,0.4659,3.2693,0.0853,1.1624
sec_contact_bottle_schange	Round_4_Replicate_12	-287278.7	574577.4	552870.33	446385.0	2.8362,2.8413,10.5976,0.0931,0.3171,0.1246,0.2066,5.9525,0.0932,2.1741
sec_contact_bottle_schange	Round_4_Replicate_13	-282598.61	565217.22	531008.58	445007.75	6.1138,2.428,9.5789,0.1069,0.3253,0.1355,0.396,5.5141,0.1261,2.5231
sec_contact_bottle_schange	Round_4_Replicate_14	-327498.21	655016.42	638329.16	431922.02	3.0422,6.4413,8.3774,0.0964,0.2311,0.2088,0.3718,4.8477,0.1415,1.2591
sec_contact_bottle_schange	Round_4_Replicate_15	-292920.57	585861.14	571659.06	370598.47	9.3786,2.0561,7.3879,0.1309,0.4046,0.1519,0.1417,4.9629,0.2565,2.0059
sec_contact_bottle_schange	Round_4_Replicate_16	-272150.32	544320.64	516520.77	399364.75	7.2016,3.1466,9.2389,0.1062,0.2529,0.1694,0.3809,3.9901,0.0868,0.8359
sec_contact_bottle_schange	Round_4_Replicate_17	-293845.59	587711.18	561421.26	393791.68	3.3303,2.7219,5.3044,0.1076,0.3916,0.1564,0.2768,4.0899,0.1329,1.9662
sec_contact_bottle_schange	Round_4_Replicate_18	-309240.16	618500.32	619780.99	433402.61	3.6188,5.4947,5.9255,0.0597,0.3944,0.1101,0.2447,6.627,0.1151,2.1472
sec_contact_bottle_schange	Round_4_Replicate_19	-336479.14	672978.28	710978.18	288961.13	8.8914,4.391,6.5094,0.0881,0.5235,0.2317,0.1421,2.7578,0.2005,0.8561
sec_contact_bottle_schange	Round_4_Replicate_20	-273735.06	547490.12	514358.19	433421.01	5.1292,4.5121,11.416,0.1547,0.2884,0.1294,0.3729,5.589,0.0617,1.7792
sec_contact_bottle_schange	Round_4_Replicate_21	-300918.73	601857.46	591591.8	420930.0	4.6071,3.6346,3.879,0.1015,0.2794,0.1697,0.1958,3.7963,0.0994,0.7725
sec_contact_bottle_schange	Round_4_Replicate_22	-306718.38	613456.76	588048.21	450213.35	4.9836,2.7768,6.2725,0.1271,0.2759,0.1742,0.2791,5.049,0.1109,1.5795
sec_contact_bottle_schange	Round_4_Replicate_23	-301002.56	602025.12	608461.87	307925.9	2.2472,4.1431,9.4824,0.0716,0.4651,0.1976,0.2122,4.0078,0.1801,1.1088
sec_contact_bottle_schange	Round_4_Replicate_24	-276182.33	552384.66	520995.58	577685.55	6.1839,2.8937,6.87,0.1614,0.2343,0.0909,0.5159,7.2554,0.0646,1.7241
sec_contact_bottle_schange	Round_4_Replicate_25	-279666.47	559352.94	545792.98	375182.56	2.2645,4.6493,7.5737,0.1495,0.3033,0.1746,0.1749,4.1619,0.1439,0.8434
sec_contact_bottle_schange	Round_4_Replicate_26	-358422.13	716864.26	772704.2	321934.44	2.6534,4.075,4.1237,0.1733,0.6184,0.1264,0.2379,5.425,0.1873,1.5007
sec_contact_bottle_schange	Round_4_Replicate_27	-291679.04	583378.08	569003.54	399141.09	5.8595,2.1532,4.9057,0.1065,0.378,0.1315,0.3994,5.4095,0.2223,1.5363
sec_contact_bottle_schange	Round_4_Replicate_28	-349839.49	699698.98	751673.4	317282.87	2.7509,3.3315,5.7347,0.057,0.4971,0.1962,0.4664,3.0764,0.194,0.8916
sec_contact_bottle_schange	Round_4_Replicate_29	-281419.91	562859.82	540190.73	325278.5	6.1441,4.1676,11.2826,0.1529,0.3901,0.1933,0.2081,3.4902,0.1462,1.5097
sec_contact_bottle_schange	Round_4_Replicate_30	-366034.47	732088.94	808259.91	360482.63	4.4132,2.8131,3.0867,0.094,0.5245,0.1232,0.3546,6.4554,0.1083,0.9258
sec_contact_bottle_schange	Round_4_Replicate_31	-276353.65	552727.3	529438.14	377994.52	5.4995,4.5881,6.7041,0.1773,0.3452,0.1479,0.5004,4.2835,0.185,1.3424
sec_contact_bottle_schange	Round_4_Replicate_32	-310766.87	621553.74	610698.26	415061.21	7.1852,5.7293,13.4365,0.1551,0.3068,0.1851,0.2792,5.1427,0.0792,2.4598
sec_contact_bottle_schange	Round_4_Replicate_33	-292620.99	585261.98	553497.57	650416.21	2.9644,4.2272,5.8278,0.1662,0.2535,0.0948,0.4611,7.7457,0.0778,2.4401
sec_contact_bottle_schange	Round_4_Replicate_34	-301666.21	603352.42	597897.83	330855.66	3.2863,2.1732,6.2733,0.0844,0.4073,0.213,0.2018,3.0149,0.2054,1.0919
sec_contact_bottle_schange	Round_4_Replicate_35	-299325.72	598671.44	552667.5	556834.46	6.4891,2.2256,3.1091,0.0412,0.2836,0.1422,0.5137,5.2097,0.1575,2.0221
sec_contact_bottle_schange	Round_4_Replicate_36	-298221.47	596462.94	573481.24	485819.85	3.4678,4.9066,5.0278,0.1595,0.3508,0.1166,0.2964,5.6028,0.0894,2.4204
sec_contact_bottle_schange	Round_4_Replicate_37	-299688.39	599396.78	598971.62	387344.5	2.4609,4.1144,8.3783,0.0843,0.4049,0.1272,0.1248,5.8392,0.1176,1.9834
sec_contact_bottle_schange	Round_4_Replicate_38	-290222.95	580465.9	551814.6	352592.55	2.8669,6.9658,4.7257,0.1555,0.4192,0.1909,0.4821,3.8184,0.1698,1.3622
sec_contact_bottle_schange	Round_4_Replicate_39	-288837.28	577694.56	566601.72	469670.89	2.4951,5.6708,3.638,0.0559,0.2759,0.127,0.1807,6.5003,0.1249,0.8519
sec_contact_bottle_schange	Round_4_Replicate_40	-356387.77	712795.54	824051.98	295949.09	8.2407,4.385,5.1685,0.0672,0.5484,0.2208,0.1104,4.6839,0.2085,0.7685
sec_contact_bottle_schange	Round_4_Replicate_41	-348271.59	696563.18	752811.19	289804.32	8.3188,7.3311,7.685,0.0705,0.6071,0.1579,0.4581,4.284,0.2173,2.3104
sec_contact_bottle_schange	Round_4_Replicate_42	-292406.56	584833.12	560525.44	523536.74	2.2278,8.7071,3.2849,0.065,0.2872,0.1144,0.2808,6.1215,0.0939,1.3357
sec_contact_bottle_schange	Round_4_Replicate_43	-323958.06	647936.12	630091.78	394176.01	2.2505,6.7372,11.2075,0.0562,0.2644,0.2258,0.2101,4.3607,0.0846,1.321
sec_contact_bottle_schange	Round_4_Replicate_44	-320796.16	641612.32	681778.79	310068.36	5.9306,3.7242,11.4713,0.0874,0.502,0.1334,0.1259,4.2732,0.0904,1.6332
sec_contact_bottle_schange	Round_4_Replicate_45	-326345.37	652710.74	647480.76	299728.8	3.9449,4.6094,4.6667,0.0818,0.6051,0.2234,0.3109,3.5302,0.096,1.6964
sec_contact_bottle_schange	Round_4_Replicate_46	-336003.3	672026.6	676227.89	329628.86	5.6391,3.3037,3.0623,0.1336,0.5779,0.1882,0.4025,3.8023,0.0805,1.299
sec_contact_bottle_schange	Round_4_Replicate_47	-306460.46	612940.92	628396.22	310048.69	10.2528,2.8719,7.4669,0.0788,0.488,0.1624,0.2183,4.1461,0.211,1.1923
sec_contact_bottle_schange	Round_4_Replicate_48	-378614.22	757248.44	750778.15	476945.33	6.1854,2.3636,6.4371,0.0554,0.2283,0.1664,0.4371,2.8569,0.1519,1.675
sec_contact_bottle_schange	Round_4_Replicate_49	-278947.51	557915.02	547041.83	403466.54	6.5833,5.7929,4.5455,0.1767,0.3172,0.1402,0.1886,4.9659,0.1088,0.8066
