Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2, T3)
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_4	-243133.61	486283.22	1436893.51	15579.22	2.8069,4.5739,0.2399,1.2625,3.0526,2.0647,0.3193,0.4087
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_5	-143439.94	286895.88	1935152.43	5072.76	2.202,3.6271,2.6405,1.86,2.087,8.8228,0.0909,0.0846
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_6	-294664.67	589345.34	3463241.78	12341.26	3.9124,8.1075,0.2417,0.1883,2.3301,11.0903,0.3036,0.3587
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_7	-50549.1	101114.2	146683.97	12896.95	1.853,22.1072,0.9132,0.2845,6.513,1.8329,0.162,0.0747
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_8	-229551.81	459119.62	2745219.0	8069.61	8.0506,25.9485,2.3049,0.2469,5.2596,2.7039,0.0644,0.4659
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_9	-141977.42	283970.84	543318.92	21700.39	3.8329,2.8198,0.3611,0.4885,17.1928,2.8289,0.7046,0.3659
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_10	-215108.98	430233.96	1497715.53	17149.09	7.6248,14.0819,0.3386,0.3202,10.373,3.1677,0.1584,0.4556
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_11	-209713.96	419443.92	1147715.55	8730.3	10.2116,10.9745,0.3413,0.3922,3.0932,12.1511,0.3631,0.4721
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_12	-51882.06	103780.12	130199.86	17377.07	1.9416,22.9099,0.5314,0.9739,9.6269,1.1266,0.7153,0.0997
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_13	-123006.75	246029.5	435765.26	12944.7	2.454,14.1411,0.5289,0.4383,1.6388,2.8978,0.2115,0.2061
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_14	-34698.86	69413.72	81600.95	6008.72	5.4491,4.3685,2.167,0.8925,3.4644,7.7917,0.8735,0.222
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_15	-181264.51	362545.02	965230.09	30628.25	3.6793,23.9566,0.2157,0.2048,5.311,1.6347,0.2723,0.2288
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_16	-62690.52	125397.04	134767.13	16589.89	18.6702,5.3118,0.4247,0.942,2.2695,1.5773,0.7993,0.0466
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_17	-128204.64	256425.28	425019.26	12573.71	14.1186,1.9823,0.3023,0.3065,4.0507,5.9786,0.2445,0.2283
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_18	-56499.34	113014.68	262553.22	7958.69	6.9454,2.6539,1.9048,0.6869,4.4484,2.8358,0.2421,0.0957
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_19	-34781.69	69579.38	100627.13	5892.81	23.3498,5.5011,1.1094,0.3536,3.1781,6.548,0.3509,0.0417
sec_contact_sym_mig_size_three_epoch	Round_2_Replicate_20	-82082.58	164181.16	220021.68	15959.94	4.0581,3.7441,0.3771,0.3571,2.5928,2.0858,0.1844,0.0996
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_1	-35298.91	70613.82	98895.64	28309.28	18.4071,18.1986,0.5869,0.2469,9.8738,0.8061,0.8514,0.0372
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_2	-110660.31	221336.62	391108.46	33692.5	5.0554,10.5259,2.4794,0.1156,24.9484,0.7324,1.5243,0.0803
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_3	-49312.5	98641.0	253320.82	29549.38	11.9227,20.071,0.2754,0.62,23.1761,0.3341,0.5421,0.0346
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_4	-42533.21	85082.42	344100.54	11472.86	2.0167,25.1152,1.0375,0.6246,6.4169,2.2985,0.471,0.046
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_5	-53735.26	107486.52	265282.54	22947.28	7.5317,19.2953,2.5516,0.1444,17.192,0.3778,0.2965,0.0201
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_6	-51720.37	103456.74	132085.84	14695.66	24.4726,5.6295,2.5709,0.1263,22.9255,3.4619,0.4627,0.0648
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_7	-40754.13	81524.26	125160.91	7321.21	21.646,6.5722,0.5327,0.4168,5.2444,4.606,0.1994,0.041
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_8	-38323.55	76663.1	147984.92	21962.93	2.164,24.9846,0.9394,0.3143,12.2746,1.8935,1.5684,0.0479
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_9	-52056.82	104129.64	996464.32	14728.49	25.1383,4.0212,1.7973,0.3966,9.1129,1.3614,0.8249,0.0224
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_10	-43715.78	87447.56	108969.99	17211.62	2.1727,4.4599,0.468,0.7116,5.2238,2.9512,1.1269,0.0566
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_11	-57802.73	115621.46	151165.52	37739.58	26.0755,3.2946,0.8333,0.1393,27.4308,0.502,0.8611,0.0592
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_12	-41874.16	83764.32	108705.8	26554.92	18.1032,21.3855,0.9898,0.0749,29.8023,0.5063,0.1414,0.0211
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_13	-78530.17	157076.34	169465.34	31398.64	7.2541,4.3903,0.2384,0.4958,5.6138,2.4462,1.3711,0.0805
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_14	-80980.45	161976.9	274474.67	15036.74	10.2786,3.8345,1.4109,0.2369,3.2787,1.0939,0.3367,0.1079
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_15	-63536.04	127088.08	180890.48	53814.7	8.6536,1.968,0.3107,0.1089,7.6244,0.5772,0.6905,0.0391
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_16	-48431.03	96878.06	120166.52	18359.64	4.5787,1.8177,0.7126,0.3123,2.5143,3.6518,1.2435,0.0695
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_17	-52839.54	105695.08	147373.0	19488.95	22.5672,19.2694,0.7302,0.1073,8.653,0.8697,0.1644,0.031
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_18	-73431.2	146878.4	229697.02	80639.75	10.6935,2.4117,0.2074,0.0759,4.9431,1.7478,1.0581,0.0145
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_19	-32060.57	64137.14	111783.7	12954.72	6.3491,2.4136,0.725,0.5024,21.4649,2.9678,0.4577,0.0779
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_20	-45884.85	91785.7	262368.2	18115.77	16.5799,4.8984,1.0889,0.4326,3.9403,0.5696,0.5538,0.0153
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_21	-32917.08	65850.16	102929.26	15229.06	9.704,6.6353,2.1044,0.1196,28.3012,3.0815,0.3518,0.028
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_22	-65956.8	131929.6	181612.25	69719.09	25.2209,4.932,0.2767,0.117,19.8865,0.4828,1.1156,0.0484
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_23	-45227.54	90471.08	112889.11	12809.0	22.3045,1.7916,0.3029,0.5551,6.7543,3.1423,0.2627,0.0339
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_24	-59069.61	118155.22	169100.51	11800.08	3.5189,4.2734,1.1308,0.2664,5.8374,2.5324,0.2098,0.1237
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_25	-67668.17	135352.34	201853.72	29540.1	6.4077,3.0379,0.2797,0.0761,4.4191,1.0532,0.1956,0.0206
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_26	-36482.52	72981.04	416866.22	11157.87	7.9592,5.5807,1.2688,0.4908,27.6291,3.6525,0.7797,0.0553
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_27	-39119.61	78255.22	104680.85	15044.26	4.8574,16.7668,0.6466,0.3238,15.9802,1.6037,0.2252,0.078
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_28	-50986.87	101989.74	133054.91	15609.07	25.7172,10.9559,1.4698,0.1841,10.0717,2.0492,0.5076,0.0781
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_29	-33343.14	66702.28	120034.28	8072.41	7.7156,22.5256,0.9018,0.4782,2.9336,4.3144,0.4254,0.0204
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_30	-47611.21	95238.42	1600659.48	20043.89	19.7934,5.3415,0.4535,0.3777,22.7448,4.3624,1.2535,0.0135
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_1	-38201.44	76418.88	152077.87	17331.49	7.611,1.4829,0.5399,0.5934,23.9915,1.8082,0.5635,0.0666
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_2	-41476.07	82968.14	147907.75	14685.94	3.2953,1.5011,0.5735,0.8735,24.9911,2.8912,0.8006,0.0882
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_3	-34503.05	69022.1	147872.1	10238.55	3.6682,1.93,0.7767,0.7529,15.1778,4.3909,0.4152,0.0846
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_4	-25535.66	51087.32	68664.24	11842.58	2.9166,2.0199,0.7411,0.3083,22.0465,4.314,0.2577,0.0672
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_5	-43106.96	86229.92	162526.43	16171.07	11.3429,1.5318,0.5559,0.7841,17.6214,1.6295,0.5489,0.0763
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_6	-46804.48	93624.96	99404.36	19525.77	3.5472,4.7359,0.3899,0.2894,24.1771,2.3973,0.3609,0.108
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_7	-28710.72	57437.44	68029.81	8907.88	4.4059,3.3852,0.6228,0.466,14.6777,6.2798,0.3134,0.0847
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_8	-32955.51	65927.02	107877.94	22171.71	14.357,2.3011,0.4283,0.3671,20.2643,2.1662,0.7788,0.0473
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_9	-31964.83	63945.66	113236.85	6889.61	6.4882,3.7309,1.251,0.8867,22.1163,6.6303,0.5465,0.144
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_10	-29989.4	59994.8	110415.12	13117.82	4.4005,3.6892,0.9784,0.3582,12.5105,2.7947,0.448,0.0598
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_11	-40033.62	80083.24	85706.98	13442.13	8.5841,3.0586,0.4987,0.6154,22.8885,3.0926,0.4672,0.1064
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_12	-29121.96	58259.92	87135.12	16920.01	7.4632,3.8633,0.5426,0.2796,21.835,1.9519,0.3021,0.0516
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_13	-25224.34	50464.68	77664.08	7702.79	4.5977,3.4012,0.7357,0.437,20.5852,7.8935,0.3242,0.0747
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_14	-30369.05	60754.1	98450.06	18595.13	4.1194,1.4711,0.6695,0.2771,28.5983,1.7154,0.307,0.0549
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_15	-28804.61	57625.22	109357.6	9684.14	2.8646,1.4339,0.7627,0.575,11.9716,5.9841,0.3484,0.0699
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_16	-43252.25	86520.5	170769.36	11783.04	8.6144,3.893,0.527,0.9064,16.5816,2.8438,0.4431,0.0738
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_17	-35454.34	70924.68	98889.63	13496.59	7.5781,2.5861,0.8994,0.5959,19.1445,2.547,0.746,0.112
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_18	-29220.17	58456.34	101754.52	7113.35	5.3708,1.2964,1.268,0.7065,12.1378,6.7737,0.2663,0.117
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_19	-39761.91	79539.82	230448.7	7886.11	7.8891,1.5085,0.8976,0.9403,22.1007,4.9217,0.2853,0.0969
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_20	-29020.84	58057.68	93997.33	15866.04	7.9358,1.7017,0.9198,0.2363,26.1261,2.3423,0.3425,0.0522
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_21	-34959.06	69934.12	116377.69	8444.09	9.0349,3.3718,0.8904,0.6837,23.0862,4.503,0.3518,0.1122
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_22	-46117.1	92250.2	223846.39	14828.41	6.5513,1.2209,0.4189,1.0014,27.6544,2.7552,0.5627,0.0622
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_23	-30163.28	60342.56	77693.24	10146.54	4.8337,2.5308,0.4604,0.4231,23.2269,5.5133,0.2634,0.0661
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_24	-31641.3	63298.6	174065.37	7126.86	6.211,4.8061,1.3977,0.6296,22.4027,5.871,0.4405,0.0986
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_25	-27246.33	54508.66	109994.57	10144.74	4.0514,1.2507,1.3999,0.3372,19.3585,4.8785,0.3311,0.0644
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_26	-45939.27	91894.54	553843.16	9512.05	3.1912,3.0225,1.4256,0.9137,25.1146,3.1708,0.5083,0.0914
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_27	-28355.54	56727.08	75946.2	11949.71	12.0717,1.5879,0.7064,0.4717,12.7238,5.5487,0.8174,0.0776
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_28	-38143.12	76302.24	148086.94	8786.79	15.7467,2.0658,0.5664,0.8357,23.1478,5.3447,0.4319,0.0803
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_29	-28151.19	56318.38	61009.49	14727.48	11.1418,3.3475,0.4863,0.3145,16.0691,4.7474,0.6119,0.0643
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_30	-34164.08	68344.16	81038.43	17171.8	5.2844,2.657,0.5168,0.4435,15.9016,2.3858,0.552,0.0761
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_31	-38486.36	76988.72	180416.66	17426.3	6.8738,4.2157,0.4121,0.5332,18.0311,1.7604,0.4229,0.0443
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_32	-43666.64	87349.28	122637.08	14801.26	6.5014,2.6632,0.5942,0.921,28.5657,2.3609,0.9164,0.1096
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_33	-32133.63	64283.26	99471.78	7551.89	6.7001,1.7343,1.4217,0.8306,17.7304,5.994,0.5377,0.1578
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_34	-33653.14	67322.28	127521.02	17999.06	6.0645,1.5702,0.5888,0.4384,25.7701,1.9166,0.5391,0.0617
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_35	-30360.12	60736.24	101361.61	9491.78	8.3859,4.3402,1.0815,0.5359,18.9405,4.2615,0.519,0.1014
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_36	-35576.15	71168.3	115064.91	11715.51	11.0048,2.4247,1.4081,0.5254,16.4919,2.7004,0.6841,0.1111
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_37	-48373.13	96762.26	217734.57	12608.16	11.9068,1.3624,1.1737,0.7498,10.7919,1.5869,0.4306,0.1066
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_38	-36693.37	73402.74	116021.09	7242.07	8.5898,2.1929,0.4954,0.728,23.0355,7.592,0.2761,0.0773
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_39	-32310.22	64636.44	100858.52	23574.89	9.7966,1.725,0.5578,0.3059,23.8663,1.9934,0.8897,0.0525
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_40	-26184.3	52384.6	63382.32	10232.4	5.5461,2.8926,0.6034,0.399,10.5803,6.9466,0.5376,0.0646
