Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2, T3)
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_24	-262410.11	524836.22	2617084.83	9089.77	1.4802,7.2022,0.9253,2.2871,0.2901,0.435,4.6295,1.1861
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_25	-147206.66	294429.32	662424.15	10754.36	3.4214,0.6824,1.1932,1.387,0.898,0.3362,5.1508,0.7611
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_26	-121115.42	242246.84	529792.8	11124.04	2.203,0.9418,2.8374,0.7888,0.7694,0.1806,1.2182,0.312
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_27	-131425.62	262867.24	482961.92	7149.78	1.0648,7.4006,1.5591,2.4773,1.6155,0.4007,11.5511,1.1125
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_28	-193675.65	387367.3	1580592.06	6012.43	2.3561,0.764,4.8293,1.4648,0.3343,0.6223,2.6528,1.2871
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_29	-136082.06	272180.12	598411.18	4890.18	2.6004,2.1484,4.9954,4.9319,0.9721,0.3804,2.1372,1.2434
sec_contact_sym_mig_size_three_epoch	Round_3_Replicate_30	-85829.78	171675.56	343225.4	7063.92	0.5361,6.028,3.6636,2.3558,0.5976,0.1794,2.5625,0.1418
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_1	-50996.8	102009.6	122689.02	8459.13	1.5723,0.5675,1.8254,1.3415,0.9155,0.3214,15.2638,0.1461
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_2	-49631.09	99278.18	127792.52	5866.24	1.6261,0.6588,2.0982,2.557,0.7829,0.6227,28.6415,0.1417
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_3	-73300.0	146616.0	207514.89	8787.74	1.7226,0.516,1.8727,1.1896,0.6662,0.4856,9.2123,0.2687
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_4	-43769.08	87554.16	126919.84	3998.59	0.7068,1.2497,4.8312,2.2474,0.4968,0.8991,28.801,0.0975
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_5	-54932.9	109881.8	149136.34	5240.25	0.9922,0.7832,4.4001,1.349,0.5955,0.3119,22.6281,0.1832
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_6	-56825.27	113666.54	135464.24	5906.93	1.3115,0.8223,2.3142,2.2792,0.4725,0.4816,14.1828,0.1649
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_7	-47833.76	95683.52	118753.97	4613.87	0.7457,1.0071,3.0884,2.7815,0.6179,0.6995,25.8673,0.2269
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_8	-55968.66	111953.32	204203.01	5136.71	1.3692,1.7313,3.5517,2.8593,0.6235,0.408,7.241,0.1143
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_9	-71087.3	142190.6	175160.65	5740.47	1.0996,1.5671,2.1459,2.5214,0.3745,0.9067,15.8745,0.2635
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_10	-45421.07	90858.14	157430.09	5381.27	0.9398,0.4862,3.2524,2.0971,0.8283,0.4269,12.8637,0.1088
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_11	-48746.92	97509.84	146359.41	5206.39	0.7551,0.478,3.0233,2.5877,0.8673,0.8997,11.3819,0.2007
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_12	-48204.38	96424.76	125209.78	5059.15	0.9605,0.7074,3.8075,1.7111,0.5018,0.3456,22.6633,0.1265
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_13	-63724.49	127464.98	173563.42	6061.62	2.625,0.5024,2.8238,1.5611,0.4531,0.626,20.1032,0.2548
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_14	-45629.77	91275.54	119695.87	4765.8	0.7496,1.2188,3.3642,2.383,0.6984,0.3359,23.2753,0.2103
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_15	-50634.01	101284.02	129581.92	5566.11	0.9164,0.6486,2.7886,2.3256,0.522,0.3356,11.2789,0.1137
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_16	-53216.11	106448.22	133819.6	5477.15	1.1045,1.1942,2.9902,1.9441,0.4385,0.5631,16.0342,0.1562
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_17	-49740.72	99497.44	140596.95	3722.07	2.1469,0.598,4.1824,3.6901,0.5012,0.4029,16.0824,0.2428
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_18	-44474.86	88965.72	141867.01	4901.61	2.1317,1.2812,3.2603,2.4031,0.7483,0.2862,18.2839,0.1316
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_19	-47935.87	95887.74	134083.55	3544.05	1.9123,0.4683,5.4719,2.8683,0.578,0.3415,19.4123,0.3146
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_20	-50955.43	101926.86	138334.73	6226.27	0.9391,0.9113,3.4228,1.4641,0.7696,0.6944,9.1005,0.1493
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_21	-46412.67	92841.34	156811.87	3449.68	0.8732,1.4661,4.7783,3.5506,0.424,0.5941,19.1033,0.0919
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_22	-79419.89	158855.78	233392.73	6919.7	2.0127,0.8577,2.4342,1.7829,0.3971,0.6015,6.5184,0.302
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_23	-47032.23	94080.46	131768.67	4505.95	1.3823,0.814,3.0163,3.0671,0.6084,0.6948,22.4587,0.1535
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_24	-45612.21	91240.42	126032.82	4007.24	2.7922,0.4461,4.274,2.6912,0.3956,0.903,19.0755,0.0649
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_25	-50109.53	100235.06	126960.12	5965.47	1.6506,1.643,2.2958,2.3992,0.8134,0.2841,13.2544,0.1798
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_26	-43204.56	86425.12	136261.83	3913.95	2.3788,0.7158,4.4247,2.6601,0.5724,0.3111,28.8689,0.1366
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_27	-77517.55	155051.1	250366.74	5304.08	1.5295,0.59,4.3729,1.2657,0.4043,0.4453,13.2117,0.3018
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_28	-47206.86	94429.72	121612.94	4521.44	1.3964,0.5158,3.2683,2.7984,0.5938,0.2832,20.8979,0.2036
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_29	-56569.35	113154.7	162950.82	5136.33	1.3996,0.5944,3.4922,2.7616,0.508,0.3483,7.7759,0.1505
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_30	-57728.13	115472.26	140141.99	6630.7	1.8292,0.5469,1.8715,2.4295,0.5134,0.677,9.7689,0.0723
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_31	-55117.77	110251.54	152954.95	4857.11	1.6914,0.7942,4.3512,2.1265,0.4709,0.4487,9.3055,0.1658
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_32	-57001.88	114019.76	155322.45	3881.02	2.1131,1.0823,5.8616,2.0252,0.4339,0.5029,17.5693,0.3014
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_33	-63880.68	127777.36	184380.82	7026.61	1.0012,0.4671,2.6923,1.374,0.3931,0.6024,7.6381,0.0937
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_34	-67875.18	135766.36	183516.54	7847.54	1.6592,0.4538,2.0411,1.3644,0.5854,0.2946,11.3918,0.2459
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_35	-46262.91	92541.82	122237.0	4235.94	2.3862,0.635,3.3357,3.0263,0.4806,0.7206,27.1731,0.1269
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_36	-65421.55	130859.1	192979.84	4662.87	0.8207,0.741,3.7944,3.5935,0.3413,0.2753,7.2922,0.1245
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_37	-43194.19	86404.38	127887.44	5276.85	1.3563,0.9263,3.3038,1.9284,0.7104,0.7539,22.4916,0.0962
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_38	-49238.93	98493.86	122094.46	5216.8	2.4769,1.631,3.1555,2.1417,0.6051,0.5067,16.1231,0.2111
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_39	-45909.52	91835.04	139543.59	3774.66	1.3119,1.1751,4.7579,2.8958,0.5473,0.6012,18.4314,0.1897
sec_contact_sym_mig_size_three_epoch	Round_4_Replicate_40	-61046.12	122108.24	165361.63	4867.25	2.3188,0.557,3.7296,1.8537,0.3982,0.257,22.3498,0.298
